reference,window_id,cluster,method,tp,fp,fn,precision,recall,f1
R2,jiufu_c79b86b8813e90_first30,1358,observed_periodicity,0,0,12,0.0,0.0,0.0
R2,jiufu_d0a278abbce35d_first30,372,frozen,0,0,17,0.0,0.0,0.0
R2,jiufu_d0a278abbce35d_first30,372,observed_periodicity,0,0,17,0.0,0.0,0.0
R2,jiufu_72f9214b6e39c9_first30,950,frozen,1,8,4,0.1111111111111111,0.2,0.14285714285714285
R2,jiufu_72f9214b6e39c9_first30,950,observed_periodicity,1,7,4,0.125,0.2,0.15384615384615385
R2,jiufu_24b7bfc0889845_first30,707,frozen,0,0,14,0.0,0.0,0.0
R2,jiufu_24b7bfc0889845_first30,707,observed_periodicity,0,0,14,0.0,0.0,0.0
R2,jiufu_44a8b44ef7ff55_first30,1268,frozen,7,8,3,0.4666666666666667,0.7,0.56
R2,jiufu_44a8b44ef7ff55_first30,1268,observed_periodicity,7,8,3,0.4666666666666667,0.7,0.56
R2,jiufu_46aefc048b6969_first30,989,frozen,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
R2,jiufu_46aefc048b6969_first30,989,observed_periodicity,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
R2,jiufu_f19803e664a7cb_first30,A1022198,frozen,3,9,9,0.25,0.25,0.25
R2,jiufu_f19803e664a7cb_first30,A1022198,observed_periodicity,3,8,9,0.2727272727272727,0.25,0.2608695652173913
R2,jiufu_ca838441c991bb_first30,1634,frozen,18,3,3,0.8571428571428571,0.8571428571428571,0.8571428571428571
R2,jiufu_ca838441c991bb_first30,1634,observed_periodicity,18,3,3,0.8571428571428571,0.8571428571428571,0.8571428571428571
R2,jiufu_fc574ca4aa0e22_first30,639,frozen,0,0,15,0.0,0.0,0.0
R2,jiufu_fc574ca4aa0e22_first30,639,observed_periodicity,0,0,15,0.0,0.0,0.0
R2,jiufu_366cb8600d5450_first30,1469,frozen,4,5,5,0.4444444444444444,0.4444444444444444,0.4444444444444444
R2,jiufu_366cb8600d5450_first30,1469,observed_periodicity,4,8,5,0.3333333333333333,0.4444444444444444,0.38095238095238093
R2,jiufu_a72be27aa4d574_first30,546,frozen,4,11,5,0.26666666666666666,0.4444444444444444,0.3333333333333333
R2,jiufu_a72be27aa4d574_first30,546,observed_periodicity,4,8,5,0.3333333333333333,0.4444444444444444,0.38095238095238093
R2,jiufu_cc8f24e9070eb6_first30,677,frozen,4,6,6,0.4,0.4,0.4
R2,jiufu_cc8f24e9070eb6_first30,677,observed_periodicity,4,5,6,0.4444444444444444,0.4,0.42105263157894735
R2,jiufu_658fffa214f378_first30,606,frozen,18,6,4,0.75,0.8181818181818182,0.782608695652174
R2,jiufu_658fffa214f378_first30,606,observed_periodicity,15,7,7,0.6818181818181818,0.6818181818181818,0.6818181818181818
R2,jiufu_9fc4ab4ff20989_first30,913,frozen,0,0,13,0.0,0.0,0.0
R2,jiufu_9fc4ab4ff20989_first30,913,observed_periodicity,0,0,13,0.0,0.0,0.0
R2,jiufu_4a28bba3529d28_first30,674,frozen,0,0,13,0.0,0.0,0.0
R2,jiufu_4a28bba3529d28_first30,674,observed_periodicity,0,0,13,0.0,0.0,0.0
R2,jiufu_a005ae733f6503_first30,664,frozen,3,7,5,0.3,0.375,0.3333333333333333
R2,jiufu_a005ae733f6503_first30,664,observed_periodicity,4,5,4,0.4444444444444444,0.5,0.47058823529411764
R2,jiufu_1f9c8c3925bc30_first30,A1022186,frozen,2,12,12,0.14285714285714285,0.14285714285714285,0.14285714285714285
R2,jiufu_1f9c8c3925bc30_first30,A1022186,observed_periodicity,1,11,13,0.08333333333333333,0.07142857142857142,0.07692307692307693
R2,jiufu_14d4ade8b6206e_first30,619,frozen,0,0,16,0.0,0.0,0.0
R2,jiufu_14d4ade8b6206e_first30,619,observed_periodicity,0,0,16,0.0,0.0,0.0
R2,jiufu_2b9099fd06d9e1_first30,678,frozen,5,12,7,0.29411764705882354,0.4166666666666667,0.3448275862068966
R2,jiufu_2b9099fd06d9e1_first30,678,observed_periodicity,3,10,9,0.23076923076923078,0.25,0.24
R2,jiufu_370ef65c280bd7_first30,A1022249,frozen,7,10,8,0.4117647058823529,0.4666666666666667,0.4375
R2,jiufu_370ef65c280bd7_first30,A1022249,observed_periodicity,6,7,9,0.46153846153846156,0.4,0.42857142857142855
R2,jiufu_931fb29cee6b4b_first30,880,frozen,6,3,8,0.6666666666666666,0.42857142857142855,0.5217391304347826
R2,jiufu_931fb29cee6b4b_first30,880,observed_periodicity,4,5,10,0.4444444444444444,0.2857142857142857,0.34782608695652173
R2,jiufu_b01f0755dc6a1f_first30,639,frozen,6,6,7,0.5,0.46153846153846156,0.48
R2,jiufu_b01f0755dc6a1f_first30,639,observed_periodicity,7,4,6,0.6363636363636364,0.5384615384615384,0.5833333333333334
R2,jiufu_f242385ce55e15_first30,1436,frozen,3,7,7,0.3,0.3,0.3
R2,jiufu_f242385ce55e15_first30,1436,observed_periodicity,4,7,6,0.36363636363636365,0.4,0.38095238095238093
R2,jiufu_f920435ef76ec4_first30,1428,frozen,4,4,4,0.5,0.5,0.5
R2,jiufu_f920435ef76ec4_first30,1428,observed_periodicity,4,3,4,0.5714285714285714,0.5,0.5333333333333333
R2,jiufu_7f52d294468aa5_first30,1398,frozen,3,13,12,0.1875,0.2,0.1935483870967742
R2,jiufu_7f52d294468aa5_first30,1398,observed_periodicity,8,10,7,0.4444444444444444,0.5333333333333333,0.48484848484848486
R2,jiufu_11acdc6d1c6ccc_first30,987,frozen,4,6,8,0.4,0.3333333333333333,0.36363636363636365
R2,jiufu_11acdc6d1c6ccc_first30,987,observed_periodicity,6,9,6,0.4,0.5,0.4444444444444444
R2,jiufu_cc60214ff2d564_first30,1308,frozen,3,7,9,0.3,0.25,0.2727272727272727
R2,jiufu_cc60214ff2d564_first30,1308,observed_periodicity,3,9,9,0.25,0.25,0.25
R2,jiufu_f23fd2fe9eb848_first30,1618,frozen,4,5,6,0.4444444444444444,0.4,0.42105263157894735
R2,jiufu_f23fd2fe9eb848_first30,1618,observed_periodicity,4,5,6,0.4444444444444444,0.4,0.42105263157894735
R2,jiufu_766cc912612d8c_first30,1066,frozen,0,0,13,0.0,0.0,0.0
R2,jiufu_766cc912612d8c_first30,1066,observed_periodicity,0,0,13,0.0,0.0,0.0
R2,jiufu_126bdac0bd036b_first30,1630,frozen,3,9,9,0.25,0.25,0.25
R2,jiufu_126bdac0bd036b_first30,1630,observed_periodicity,3,9,9,0.25,0.25,0.25
R2,jiufu_c6e5a206ad0c30_first30,A1021178,frozen,14,3,4,0.8235294117647058,0.7777777777777778,0.8
R2,jiufu_c6e5a206ad0c30_first30,A1021178,observed_periodicity,14,3,4,0.8235294117647058,0.7777777777777778,0.8
R2,jiufu_0f7af9c769fda5_first30,508,frozen,7,3,9,0.7,0.4375,0.5384615384615384
R2,jiufu_0f7af9c769fda5_first30,508,observed_periodicity,7,3,9,0.7,0.4375,0.5384615384615384
R2,jiufu_42402108cd09a9_first30,A1021154,frozen,1,6,4,0.14285714285714285,0.2,0.16666666666666666
R2,jiufu_42402108cd09a9_first30,A1021154,observed_periodicity,3,6,2,0.3333333333333333,0.6,0.42857142857142855
R2,jiufu_a97a8ff157139f_first30,1631,frozen,9,2,2,0.8181818181818182,0.8181818181818182,0.8181818181818182
R2,jiufu_a97a8ff157139f_first30,1631,observed_periodicity,9,2,2,0.8181818181818182,0.8181818181818182,0.8181818181818182
R2,jiufu_a45d837f891e44_first30,605,frozen,3,4,5,0.42857142857142855,0.375,0.4
R2,jiufu_a45d837f891e44_first30,605,observed_periodicity,3,5,5,0.375,0.375,0.375
R2,jiufu_3a993354ebd1c7_first30,1634,frozen,15,2,8,0.8823529411764706,0.6521739130434783,0.75
R2,jiufu_3a993354ebd1c7_first30,1634,observed_periodicity,15,2,8,0.8823529411764706,0.6521739130434783,0.75
R2,jiufu_2320c69c168a7a_first30,677,frozen,0,0,12,0.0,0.0,0.0
R2,jiufu_2320c69c168a7a_first30,677,observed_periodicity,0,0,12,0.0,0.0,0.0
R2,jiufu_13f838ff73e069_first30,683,frozen,3,2,0,0.6,1.0,0.75
R2,jiufu_13f838ff73e069_first30,683,observed_periodicity,3,3,0,0.5,1.0,0.6666666666666666
R2,jiufu_34e5b460466c18_first30,664,frozen,0,0,13,0.0,0.0,0.0
R2,jiufu_34e5b460466c18_first30,664,observed_periodicity,0,0,13,0.0,0.0,0.0
R2,jiufu_7388b7efc8afb3_first30,608,frozen,5,8,9,0.38461538461538464,0.35714285714285715,0.37037037037037035
R2,jiufu_7388b7efc8afb3_first30,608,observed_periodicity,3,10,11,0.23076923076923078,0.21428571428571427,0.2222222222222222
R2,jiufu_2fdd36fbe9a8ce_first30,A1022253,frozen,9,7,7,0.5625,0.5625,0.5625
R2,jiufu_2fdd36fbe9a8ce_first30,A1022253,observed_periodicity,7,7,9,0.5,0.4375,0.4666666666666667
R2,jiufu_ef58cd171d4783_first30,691,frozen,6,8,9,0.42857142857142855,0.4,0.41379310344827586
R2,jiufu_ef58cd171d4783_first30,691,observed_periodicity,7,7,8,0.5,0.4666666666666667,0.4827586206896552
R2,jiufu_96dfaf729ad3d4_first30,A1022251,frozen,0,0,10,0.0,0.0,0.0
R2,jiufu_96dfaf729ad3d4_first30,A1022251,observed_periodicity,0,0,10,0.0,0.0,0.0
R2,jiufu_dfa58f3a711e47_first30,638,frozen,4,6,3,0.4,0.5714285714285714,0.47058823529411764
R2,jiufu_dfa58f3a711e47_first30,638,observed_periodicity,4,5,3,0.4444444444444444,0.5714285714285714,0.5
R2,jiufu_a1ceaa6025ff79_first30,1604,frozen,8,2,9,0.8,0.47058823529411764,0.5925925925925926
R2,jiufu_a1ceaa6025ff79_first30,1604,observed_periodicity,7,2,10,0.7777777777777778,0.4117647058823529,0.5384615384615384
R2,jiufu_f6508f398bcf0f_first30,373,frozen,0,0,10,0.0,0.0,0.0
R2,jiufu_f6508f398bcf0f_first30,373,observed_periodicity,0,0,10,0.0,0.0,0.0
R2,jiufu_9a1c40cbb80bb1_first30,588,frozen,3,6,7,0.3333333333333333,0.3,0.3157894736842105
R2,jiufu_9a1c40cbb80bb1_first30,588,observed_periodicity,3,6,7,0.3333333333333333,0.3,0.3157894736842105
R2,jiufu_161f93bfffbe11_first30,1437,frozen,6,3,4,0.6666666666666666,0.6,0.631578947368421
R2,jiufu_161f93bfffbe11_first30,1437,observed_periodicity,6,3,4,0.6666666666666666,0.6,0.631578947368421
R2,jiufu_014c9b6a274fed_first30,372,frozen,9,3,7,0.75,0.5625,0.6428571428571429
R2,jiufu_014c9b6a274fed_first30,372,observed_periodicity,3,9,13,0.25,0.1875,0.21428571428571427
R2,jiufu_028724ccc9868d_first30,1010,frozen,12,5,6,0.7058823529411765,0.6666666666666666,0.6857142857142857
R2,jiufu_028724ccc9868d_first30,1010,observed_periodicity,14,3,4,0.8235294117647058,0.7777777777777778,0.8
R2,jiufu_0c053f837a8b23_first30,1136,frozen,8,9,6,0.47058823529411764,0.5714285714285714,0.5161290322580645
R2,jiufu_0c053f837a8b23_first30,1136,observed_periodicity,6,10,8,0.375,0.42857142857142855,0.4
R2,jiufu_8f6eabd7f2cb6e_first30,868,frozen,3,7,7,0.3,0.3,0.3
R2,jiufu_8f6eabd7f2cb6e_first30,868,observed_periodicity,3,7,7,0.3,0.3,0.3
R2,jiufu_21b4c4c26061d0_first30,1646,frozen,10,5,4,0.6666666666666666,0.7142857142857143,0.6896551724137931
R2,jiufu_21b4c4c26061d0_first30,1646,observed_periodicity,6,5,8,0.5454545454545454,0.42857142857142855,0.48
R2,jiufu_37333d1afc0ec2_first30,1518,frozen,5,10,7,0.3333333333333333,0.4166666666666667,0.37037037037037035
R2,jiufu_37333d1afc0ec2_first30,1518,observed_periodicity,2,12,10,0.14285714285714285,0.16666666666666666,0.15384615384615385
R2,jiufu_1ededf79f4d325_first30,1129,frozen,0,0,8,0.0,0.0,0.0
R2,jiufu_1ededf79f4d325_first30,1129,observed_periodicity,0,0,8,0.0,0.0,0.0
R2,jiufu_b273cec8024eb2_first30,878,frozen,6,7,7,0.46153846153846156,0.46153846153846156,0.46153846153846156
R2,jiufu_b273cec8024eb2_first30,878,observed_periodicity,7,6,6,0.5384615384615384,0.5384615384615384,0.5384615384615384
R2,jiufu_d1a9a7ab944633_first30,961,frozen,6,6,11,0.5,0.35294117647058826,0.41379310344827586
R2,jiufu_d1a9a7ab944633_first30,961,observed_periodicity,6,6,11,0.5,0.35294117647058826,0.41379310344827586
R2,jiufu_908496549f5b42_first30,A1022182,frozen,4,2,3,0.6666666666666666,0.5714285714285714,0.6153846153846154
R2,jiufu_908496549f5b42_first30,A1022182,observed_periodicity,4,1,3,0.8,0.5714285714285714,0.6666666666666666
R2,jiufu_d3820405b5afe2_first30,887,frozen,0,0,9,0.0,0.0,0.0
R2,jiufu_d3820405b5afe2_first30,887,observed_periodicity,0,0,9,0.0,0.0,0.0
R2,jiufu_04fd6f8dc56a73_first30,165,frozen,8,2,3,0.8,0.7272727272727273,0.7619047619047619
R2,jiufu_04fd6f8dc56a73_first30,165,observed_periodicity,8,3,3,0.7272727272727273,0.7272727272727273,0.7272727272727273
R2,jiufu_440a29cebcae1c_first30,1487,frozen,6,5,7,0.5454545454545454,0.46153846153846156,0.5
R2,jiufu_440a29cebcae1c_first30,1487,observed_periodicity,5,6,8,0.45454545454545453,0.38461538461538464,0.4166666666666667
R2,jiufu_e2821e37ff899d_first30,281,frozen,8,10,5,0.4444444444444444,0.6153846153846154,0.5161290322580645
R2,jiufu_e2821e37ff899d_first30,281,observed_periodicity,9,6,4,0.6,0.6923076923076923,0.6428571428571429
R2,jiufu_b80d393ca25ef8_first30,1165,frozen,4,1,0,0.8,1.0,0.8888888888888888
R2,jiufu_b80d393ca25ef8_first30,1165,observed_periodicity,3,2,1,0.6,0.75,0.6666666666666666
R2,jiufu_adb9b6776eb349_first30,869,frozen,15,4,6,0.7894736842105263,0.7142857142857143,0.75
R2,jiufu_adb9b6776eb349_first30,869,observed_periodicity,16,4,5,0.8,0.7619047619047619,0.7804878048780488
R2,jiufu_d837d576df8e43_first30,1539,frozen,6,3,2,0.6666666666666666,0.75,0.7058823529411765
R2,jiufu_d837d576df8e43_first30,1539,observed_periodicity,6,3,2,0.6666666666666666,0.75,0.7058823529411765
R2,jiufu_281bc808f4d3ff_first30,A1022182,frozen,2,6,11,0.25,0.15384615384615385,0.19047619047619047
R2,jiufu_281bc808f4d3ff_first30,A1022182,observed_periodicity,1,8,12,0.1111111111111111,0.07692307692307693,0.09090909090909091
R2,jiufu_bb78a10aeab6d5_first30,1414,frozen,0,0,15,0.0,0.0,0.0
R2,jiufu_bb78a10aeab6d5_first30,1414,observed_periodicity,0,0,15,0.0,0.0,0.0
R2,jiufu_4206de92a27bce_first30,1539,frozen,13,2,1,0.8666666666666667,0.9285714285714286,0.896551724137931
R2,jiufu_4206de92a27bce_first30,1539,observed_periodicity,13,2,1,0.8666666666666667,0.9285714285714286,0.896551724137931
R2,jiufu_004d48d055c457_first30,710,frozen,0,0,14,0.0,0.0,0.0
R2,jiufu_004d48d055c457_first30,710,observed_periodicity,0,0,14,0.0,0.0,0.0
R2,jiufu_43743cb152c168_first30,1022249,frozen,8,5,7,0.6153846153846154,0.5333333333333333,0.5714285714285714
R2,jiufu_43743cb152c168_first30,1022249,observed_periodicity,9,6,6,0.6,0.6,0.6
R2,jiufu_d7498380edb383_first30,719,frozen,3,9,9,0.25,0.25,0.25
R2,jiufu_d7498380edb383_first30,719,observed_periodicity,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667
R2,jiufu_512d98136d6412_first30,A1022251,frozen,3,11,11,0.21428571428571427,0.21428571428571427,0.21428571428571427
R2,jiufu_512d98136d6412_first30,A1022251,observed_periodicity,3,11,11,0.21428571428571427,0.21428571428571427,0.21428571428571427
R2,jiufu_7b10e1dbd08a03_first30,A1022259,frozen,0,0,14,0.0,0.0,0.0
R2,jiufu_7b10e1dbd08a03_first30,A1022259,observed_periodicity,0,0,14,0.0,0.0,0.0
R2,jiufu_1b1d8d9b6faec7_first30,1823,frozen,2,8,12,0.2,0.14285714285714285,0.16666666666666666
R2,jiufu_1b1d8d9b6faec7_first30,1823,observed_periodicity,6,11,8,0.35294117647058826,0.42857142857142855,0.3870967741935484
R2,jiufu_1a11fc33fcb6cf_first30,1646,frozen,7,7,7,0.5,0.5,0.5
R2,jiufu_1a11fc33fcb6cf_first30,1646,observed_periodicity,6,8,8,0.42857142857142855,0.42857142857142855,0.42857142857142855
R2,jiufu_993a2261c33ae0_first30,1578,frozen,11,4,5,0.7333333333333333,0.6875,0.7096774193548387
R2,jiufu_993a2261c33ae0_first30,1578,observed_periodicity,12,4,4,0.75,0.75,0.75
R2,jiufu_15023a4d62f18e_first30,997,frozen,18,6,6,0.75,0.75,0.75
R2,jiufu_15023a4d62f18e_first30,997,observed_periodicity,18,6,6,0.75,0.75,0.75
R2,jiufu_bcea2687a6b788_first30,1836,frozen,9,6,12,0.6,0.42857142857142855,0.5
R2,jiufu_bcea2687a6b788_first30,1836,observed_periodicity,11,1,10,0.9166666666666666,0.5238095238095238,0.6666666666666666
R2,jiufu_4a3dc560468965_first30,846,frozen,0,0,16,0.0,0.0,0.0
R2,jiufu_4a3dc560468965_first30,846,observed_periodicity,0,0,16,0.0,0.0,0.0
R2,jiufu_af70c3cc180ae2_first30,810,frozen,0,0,7,0.0,0.0,0.0
R2,jiufu_af70c3cc180ae2_first30,810,observed_periodicity,0,0,7,0.0,0.0,0.0
R2,jiufu_fe965ff4644d07_first30,372,frozen,7,7,7,0.5,0.5,0.5
R2,jiufu_fe965ff4644d07_first30,372,observed_periodicity,8,6,6,0.5714285714285714,0.5714285714285714,0.5714285714285714
R2,jiufu_f6bca344b2c8ce_first30,810,frozen,8,10,5,0.4444444444444444,0.6153846153846154,0.5161290322580645
R2,jiufu_f6bca344b2c8ce_first30,810,observed_periodicity,6,10,7,0.375,0.46153846153846156,0.41379310344827586
R2,jiufu_ce6ff507b22ee9_first30,A1021156,frozen,6,13,5,0.3157894736842105,0.5454545454545454,0.4
R2,jiufu_ce6ff507b22ee9_first30,A1021156,observed_periodicity,5,11,6,0.3125,0.45454545454545453,0.37037037037037035
R2,jiufu_075ed4d93c9959_first30,1371,frozen,6,3,5,0.6666666666666666,0.5454545454545454,0.6
R2,jiufu_075ed4d93c9959_first30,1371,observed_periodicity,9,1,2,0.9,0.8181818181818182,0.8571428571428571
R2,jiufu_234cbf6b627421_first30,270,frozen,3,1,17,0.75,0.15,0.25
R2,jiufu_234cbf6b627421_first30,270,observed_periodicity,3,1,17,0.75,0.15,0.25
R2,jiufu_0f85cab7ac58ae_first30,165,frozen,11,3,5,0.7857142857142857,0.6875,0.7333333333333333
R2,jiufu_0f85cab7ac58ae_first30,165,observed_periodicity,9,3,7,0.75,0.5625,0.6428571428571429
R2,jiufu_55441b4c6fe974_first30,1129,frozen,4,9,8,0.3076923076923077,0.3333333333333333,0.32
R2,jiufu_55441b4c6fe974_first30,1129,observed_periodicity,3,11,9,0.21428571428571427,0.25,0.23076923076923078
R2,jiufu_d074036ef96d31_first30,281,frozen,8,7,5,0.5333333333333333,0.6153846153846154,0.5714285714285714
R2,jiufu_d074036ef96d31_first30,281,observed_periodicity,8,7,5,0.5333333333333333,0.6153846153846154,0.5714285714285714
R2,jiufu_cdaa16888fda03_first30,A1022182,frozen,2,7,7,0.2222222222222222,0.2222222222222222,0.2222222222222222
R2,jiufu_cdaa16888fda03_first30,A1022182,observed_periodicity,2,7,7,0.2222222222222222,0.2222222222222222,0.2222222222222222
R2,jiufu_b7ed63dc0d8295_first30,1358,frozen,4,11,7,0.26666666666666666,0.36363636363636365,0.3076923076923077
R2,jiufu_b7ed63dc0d8295_first30,1358,observed_periodicity,4,9,7,0.3076923076923077,0.36363636363636365,0.3333333333333333
R2,jiufu_7f3b12c4283ff8_first30,281,frozen,0,0,11,0.0,0.0,0.0
R2,jiufu_7f3b12c4283ff8_first30,281,observed_periodicity,0,0,11,0.0,0.0,0.0
R2,jiufu_36d04432159cdf_first30,1429,frozen,0,0,10,0.0,0.0,0.0
R2,jiufu_36d04432159cdf_first30,1429,observed_periodicity,0,0,10,0.0,0.0,0.0
R2,jiufu_9ddfe0afe06424_first30,1589,frozen,7,6,8,0.5384615384615384,0.4666666666666667,0.5
R2,jiufu_9ddfe0afe06424_first30,1589,observed_periodicity,7,6,8,0.5384615384615384,0.4666666666666667,0.5
R2,jiufu_7beb44b12a5f36_first30,713,frozen,0,0,8,0.0,0.0,0.0
R2,jiufu_7beb44b12a5f36_first30,713,observed_periodicity,0,0,8,0.0,0.0,0.0
R3,jiufu_bb78a10aeab6d5_first30,1414,frozen,0,0,16,0.0,0.0,0.0
R3,jiufu_bb78a10aeab6d5_first30,1414,observed_periodicity,0,0,16,0.0,0.0,0.0
R3,jiufu_7cb985938d0a6a_first30,659,frozen,5,7,8,0.4166666666666667,0.38461538461538464,0.4
R3,jiufu_7cb985938d0a6a_first30,659,observed_periodicity,6,7,7,0.46153846153846156,0.46153846153846156,0.46153846153846156
R3,jiufu_2aaced556ff39d_first30,957,frozen,0,0,9,0.0,0.0,0.0
R3,jiufu_2aaced556ff39d_first30,957,observed_periodicity,0,0,9,0.0,0.0,0.0
R3,jiufu_0d1522aef374ec_first30,A1022205,frozen,11,3,4,0.7857142857142857,0.7333333333333333,0.7586206896551724
R3,jiufu_0d1522aef374ec_first30,A1022205,observed_periodicity,11,3,4,0.7857142857142857,0.7333333333333333,0.7586206896551724
R3,jiufu_6328167f32f25e_first30,1371,frozen,0,0,12,0.0,0.0,0.0
R3,jiufu_6328167f32f25e_first30,1371,observed_periodicity,0,0,12,0.0,0.0,0.0
R3,jiufu_440a29cebcae1c_first30,1487,frozen,4,7,8,0.36363636363636365,0.3333333333333333,0.34782608695652173
R3,jiufu_440a29cebcae1c_first30,1487,observed_periodicity,4,7,8,0.36363636363636365,0.3333333333333333,0.34782608695652173
R3,jiufu_f920435ef76ec4_first30,1428,frozen,4,4,6,0.5,0.4,0.4444444444444444
R3,jiufu_f920435ef76ec4_first30,1428,observed_periodicity,4,3,6,0.5714285714285714,0.4,0.47058823529411764
R3,jiufu_4f7144680fca9d_first30,583,frozen,0,0,22,0.0,0.0,0.0
R3,jiufu_4f7144680fca9d_first30,583,observed_periodicity,0,0,22,0.0,0.0,0.0
R3,jiufu_bd77cfa7950eaa_first30,743,frozen,8,7,6,0.5333333333333333,0.5714285714285714,0.5517241379310345
R3,jiufu_bd77cfa7950eaa_first30,743,observed_periodicity,8,8,6,0.5,0.5714285714285714,0.5333333333333333
R3,jiufu_cc60214ff2d564_first30,1308,frozen,3,7,7,0.3,0.3,0.3
R3,jiufu_cc60214ff2d564_first30,1308,observed_periodicity,6,6,4,0.5,0.6,0.5454545454545454
R3,jiufu_55441b4c6fe974_first30,1129,frozen,6,7,4,0.46153846153846156,0.6,0.5217391304347826
R3,jiufu_55441b4c6fe974_first30,1129,observed_periodicity,8,6,2,0.5714285714285714,0.8,0.6666666666666666
