grid_index,time_seconds,is_human_reference
11,1.264367816091954,False
21,2.4137931034482762,False
28,3.218390804597701,False
36,4.137931034482759,False
68,7.816091954022989,False
79,9.080459770114944,False
100,11.49425287356322,False
113,12.988505747126437,False
125,14.367816091954024,False
157,18.045977011494255,False
171,19.655172413793107,False
182,20.919540229885058,False
198,22.758620689655174,False
208,23.908045977011497,False
222,25.517241379310345,False
234,26.896551724137932,False
248,28.505747126436784,False
257,29.540229885057474,False
