cohort,review_id,window_id,cluster,strict_visible_phase,prediction_status,version,method,tolerance_seconds,tp,fp,fn,precision,recall,f1
lindian49,R3-12,ns211095_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T082655n211095\20230806T082655n211095.MP4,False,ok,R2,frozen_baseline,0.5,21,5,2,0.8076923076923077,0.9130434782608695,0.8571428571428571
lindian49,R3-12,ns211095_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T082655n211095\20230806T082655n211095.MP4,False,ok,R3,frozen_baseline,0.5,20,6,2,0.7692307692307693,0.9090909090909091,0.8333333333333334
lindian49,R3-12,ns211095_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T082655n211095\20230806T082655n211095.MP4,False,ok,R2,frozen_baseline,0.75,22,4,1,0.8461538461538461,0.9565217391304348,0.8979591836734694
lindian49,R3-12,ns211095_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T082655n211095\20230806T082655n211095.MP4,False,ok,R3,frozen_baseline,0.75,22,4,0,0.8461538461538461,1.0,0.9166666666666666
lindian49,R3-12,ns211095_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T082655n211095\20230806T082655n211095.MP4,False,ok,R2,frozen_baseline,1.0,23,3,0,0.8846153846153846,1.0,0.9387755102040817
lindian49,R3-12,ns211095_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T082655n211095\20230806T082655n211095.MP4,False,ok,R3,frozen_baseline,1.0,22,4,0,0.8461538461538461,1.0,0.9166666666666666
lindian49,R3-12,ns211095_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T082655n211095\20230806T082655n211095.MP4,False,ok,R3,previously_rejected_local_guard,0.3,18,8,4,0.6923076923076923,0.8181818181818182,0.75
lindian49,R3-13,bs210974_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,True,ok,R2,frozen_baseline,0.1,2,23,26,0.08,0.07142857142857142,0.07547169811320754
lindian49,R3-13,bs210974_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,True,ok,R3,frozen_baseline,0.1,3,22,28,0.12,0.0967741935483871,0.10714285714285714
lindian49,R3-13,bs210974_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,True,ok,R2,frozen_baseline,0.2,9,16,19,0.36,0.32142857142857145,0.33962264150943394
lindian49,R3-13,bs210974_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,True,ok,R3,frozen_baseline,0.2,20,5,11,0.8,0.6451612903225806,0.7142857142857143
lindian49,R3-13,bs210974_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,True,ok,R2,frozen_baseline,0.3,14,11,14,0.56,0.5,0.5283018867924528
lindian49,R3-13,bs210974_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,True,ok,R3,frozen_baseline,0.3,22,3,9,0.88,0.7096774193548387,0.7857142857142857
lindian49,R3-13,bs210974_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,True,ok,R2,frozen_baseline,0.5,21,4,7,0.84,0.75,0.7924528301886793
lindian49,R3-13,bs210974_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,True,ok,R3,frozen_baseline,0.5,23,2,8,0.92,0.7419354838709677,0.8214285714285714
lindian49,R3-13,bs210974_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,True,ok,R2,frozen_baseline,0.75,23,2,5,0.92,0.8214285714285714,0.8679245283018868
lindian49,R3-13,bs210974_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,True,ok,R3,frozen_baseline,0.75,23,2,8,0.92,0.7419354838709677,0.8214285714285714
lindian49,R3-13,bs210974_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,True,ok,R2,frozen_baseline,1.0,23,2,5,0.92,0.8214285714285714,0.8679245283018868
lindian49,R3-13,bs210974_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,True,ok,R3,frozen_baseline,1.0,24,1,7,0.96,0.7741935483870968,0.8571428571428571
lindian49,R3-13,bs210974_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,True,ok,R3,previously_rejected_local_guard,0.3,20,1,11,0.9523809523809523,0.6451612903225806,0.7692307692307693
jiufu271,R3-14,jiufu_4f7144680fca9d_first30,583,True,abstain,R2,frozen_baseline,0.1,0,0,18,0.0,0.0,0.0
jiufu271,R3-14,jiufu_4f7144680fca9d_first30,583,True,abstain,R3,frozen_baseline,0.1,0,0,22,0.0,0.0,0.0
jiufu271,R3-14,jiufu_4f7144680fca9d_first30,583,True,abstain,R2,frozen_baseline,0.2,0,0,18,0.0,0.0,0.0
jiufu271,R3-14,jiufu_4f7144680fca9d_first30,583,True,abstain,R3,frozen_baseline,0.2,0,0,22,0.0,0.0,0.0
jiufu271,R3-14,jiufu_4f7144680fca9d_first30,583,True,abstain,R2,frozen_baseline,0.3,0,0,18,0.0,0.0,0.0
jiufu271,R3-14,jiufu_4f7144680fca9d_first30,583,True,abstain,R3,frozen_baseline,0.3,0,0,22,0.0,0.0,0.0
jiufu271,R3-14,jiufu_4f7144680fca9d_first30,583,True,abstain,R2,frozen_baseline,0.5,0,0,18,0.0,0.0,0.0
jiufu271,R3-14,jiufu_4f7144680fca9d_first30,583,True,abstain,R3,frozen_baseline,0.5,0,0,22,0.0,0.0,0.0
jiufu271,R3-14,jiufu_4f7144680fca9d_first30,583,True,abstain,R2,frozen_baseline,0.75,0,0,18,0.0,0.0,0.0
jiufu271,R3-14,jiufu_4f7144680fca9d_first30,583,True,abstain,R3,frozen_baseline,0.75,0,0,22,0.0,0.0,0.0
jiufu271,R3-14,jiufu_4f7144680fca9d_first30,583,True,abstain,R2,frozen_baseline,1.0,0,0,18,0.0,0.0,0.0
jiufu271,R3-14,jiufu_4f7144680fca9d_first30,583,True,abstain,R3,frozen_baseline,1.0,0,0,22,0.0,0.0,0.0
jiufu271,R3-14,jiufu_4f7144680fca9d_first30,583,True,abstain,R3,previously_rejected_local_guard,0.3,0,0,22,0.0,0.0,0.0
lindian49,R3-15,zs170416_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,True,ok,R2,frozen_baseline,0.1,7,14,15,0.3333333333333333,0.3181818181818182,0.32558139534883723
lindian49,R3-15,zs170416_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,True,ok,R3,frozen_baseline,0.1,3,18,19,0.14285714285714285,0.13636363636363635,0.13953488372093023
lindian49,R3-15,zs170416_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,True,ok,R2,frozen_baseline,0.2,11,10,11,0.5238095238095238,0.5,0.5116279069767442
lindian49,R3-15,zs170416_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,True,ok,R3,frozen_baseline,0.2,10,11,12,0.47619047619047616,0.45454545454545453,0.46511627906976744
lindian49,R3-15,zs170416_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,True,ok,R2,frozen_baseline,0.3,17,4,5,0.8095238095238095,0.7727272727272727,0.7906976744186046
lindian49,R3-15,zs170416_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,True,ok,R3,frozen_baseline,0.3,16,5,6,0.7619047619047619,0.7272727272727273,0.7441860465116279
lindian49,R3-15,zs170416_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,True,ok,R2,frozen_baseline,0.5,21,0,1,1.0,0.9545454545454546,0.9767441860465116
lindian49,R3-15,zs170416_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,True,ok,R3,frozen_baseline,0.5,21,0,1,1.0,0.9545454545454546,0.9767441860465116
lindian49,R3-15,zs170416_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,True,ok,R2,frozen_baseline,0.75,21,0,1,1.0,0.9545454545454546,0.9767441860465116
lindian49,R3-15,zs170416_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,True,ok,R3,frozen_baseline,0.75,21,0,1,1.0,0.9545454545454546,0.9767441860465116
lindian49,R3-15,zs170416_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,True,ok,R2,frozen_baseline,1.0,21,0,1,1.0,0.9545454545454546,0.9767441860465116
lindian49,R3-15,zs170416_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,True,ok,R3,frozen_baseline,1.0,21,0,1,1.0,0.9545454545454546,0.9767441860465116
lindian49,R3-15,zs170416_anchored_30s,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,True,ok,R3,previously_rejected_local_guard,0.3,16,5,6,0.7619047619047619,0.7272727272727273,0.7441860465116279
lindian49,R3-16,170272_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T162420n170272\20230805T162420n170272.MP4,True,ok,R2,frozen_baseline,0.1,6,20,18,0.23076923076923078,0.25,0.24
lindian49,R3-16,170272_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T162420n170272\20230805T162420n170272.MP4,True,ok,R3,frozen_baseline,0.1,7,19,17,0.2692307692307692,0.2916666666666667,0.28
lindian49,R3-16,170272_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T162420n170272\20230805T162420n170272.MP4,True,ok,R2,frozen_baseline,0.2,14,12,10,0.5384615384615384,0.5833333333333334,0.56
lindian49,R3-16,170272_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T162420n170272\20230805T162420n170272.MP4,True,ok,R3,frozen_baseline,0.2,14,12,10,0.5384615384615384,0.5833333333333334,0.56
lindian49,R3-16,170272_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T162420n170272\20230805T162420n170272.MP4,True,ok,R2,frozen_baseline,0.3,19,7,5,0.7307692307692307,0.7916666666666666,0.76
lindian49,R3-16,170272_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T162420n170272\20230805T162420n170272.MP4,True,ok,R3,frozen_baseline,0.3,21,5,3,0.8076923076923077,0.875,0.84
lindian49,R3-16,170272_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T162420n170272\20230805T162420n170272.MP4,True,ok,R2,frozen_baseline,0.5,22,4,2,0.8461538461538461,0.9166666666666666,0.88
lindian49,R3-16,170272_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T162420n170272\20230805T162420n170272.MP4,True,ok,R3,frozen_baseline,0.5,23,3,1,0.8846153846153846,0.9583333333333334,0.92
lindian49,R3-16,170272_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T162420n170272\20230805T162420n170272.MP4,True,ok,R2,frozen_baseline,0.75,23,3,1,0.8846153846153846,0.9583333333333334,0.92
lindian49,R3-16,170272_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T162420n170272\20230805T162420n170272.MP4,True,ok,R3,frozen_baseline,0.75,24,2,0,0.9230769230769231,1.0,0.96
lindian49,R3-16,170272_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T162420n170272\20230805T162420n170272.MP4,True,ok,R2,frozen_baseline,1.0,24,2,0,0.9230769230769231,1.0,0.96
lindian49,R3-16,170272_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T162420n170272\20230805T162420n170272.MP4,True,ok,R3,frozen_baseline,1.0,24,2,0,0.9230769230769231,1.0,0.96
lindian49,R3-16,170272_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T162420n170272\20230805T162420n170272.MP4,True,ok,R3,previously_rejected_local_guard,0.3,21,5,3,0.8076923076923077,0.875,0.84
lindian49,R3-17,211070_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\20230805T171538n211070.MP4,True,ok,R2,frozen_baseline,0.1,4,21,24,0.16,0.14285714285714285,0.1509433962264151
lindian49,R3-17,211070_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\20230805T171538n211070.MP4,True,ok,R3,frozen_baseline,0.1,6,19,24,0.24,0.2,0.21818181818181817
lindian49,R3-17,211070_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\20230805T171538n211070.MP4,True,ok,R2,frozen_baseline,0.2,8,17,20,0.32,0.2857142857142857,0.3018867924528302
lindian49,R3-17,211070_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\20230805T171538n211070.MP4,True,ok,R3,frozen_baseline,0.2,21,4,9,0.84,0.7,0.7636363636363637
lindian49,R3-17,211070_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\20230805T171538n211070.MP4,True,ok,R2,frozen_baseline,0.3,16,9,12,0.64,0.5714285714285714,0.6037735849056604
lindian49,R3-17,211070_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\20230805T171538n211070.MP4,True,ok,R3,frozen_baseline,0.3,22,3,8,0.88,0.7333333333333333,0.8
lindian49,R3-17,211070_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\20230805T171538n211070.MP4,True,ok,R2,frozen_baseline,0.5,21,4,7,0.84,0.75,0.7924528301886793
lindian49,R3-17,211070_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\20230805T171538n211070.MP4,True,ok,R3,frozen_baseline,0.5,22,3,8,0.88,0.7333333333333333,0.8
lindian49,R3-17,211070_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\20230805T171538n211070.MP4,True,ok,R2,frozen_baseline,0.75,24,1,4,0.96,0.8571428571428571,0.9056603773584906
lindian49,R3-17,211070_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\20230805T171538n211070.MP4,True,ok,R3,frozen_baseline,0.75,23,2,7,0.92,0.7666666666666667,0.8363636363636363
lindian49,R3-17,211070_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\20230805T171538n211070.MP4,True,ok,R2,frozen_baseline,1.0,24,1,4,0.96,0.8571428571428571,0.9056603773584906
lindian49,R3-17,211070_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\20230805T171538n211070.MP4,True,ok,R3,frozen_baseline,1.0,25,0,5,1.0,0.8333333333333334,0.9090909090909091
lindian49,R3-17,211070_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\20230805T171538n211070.MP4,True,ok,R3,previously_rejected_local_guard,0.3,22,2,8,0.9166666666666666,0.7333333333333333,0.8148148148148148
lindian49,R3-18,bs455_anchored_30s,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,True,ok,R2,frozen_baseline,0.1,10,10,11,0.5,0.47619047619047616,0.4878048780487805
lindian49,R3-18,bs455_anchored_30s,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,True,ok,R3,frozen_baseline,0.1,5,15,15,0.25,0.25,0.25
lindian49,R3-18,bs455_anchored_30s,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,True,ok,R2,frozen_baseline,0.2,16,4,5,0.8,0.7619047619047619,0.7804878048780488
lindian49,R3-18,bs455_anchored_30s,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,True,ok,R3,frozen_baseline,0.2,16,4,4,0.8,0.8,0.8
lindian49,R3-18,bs455_anchored_30s,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,True,ok,R2,frozen_baseline,0.3,16,4,5,0.8,0.7619047619047619,0.7804878048780488
lindian49,R3-18,bs455_anchored_30s,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,True,ok,R3,frozen_baseline,0.3,18,2,2,0.9,0.9,0.9
lindian49,R3-18,bs455_anchored_30s,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,True,ok,R2,frozen_baseline,0.5,18,2,3,0.9,0.8571428571428571,0.8780487804878049
lindian49,R3-18,bs455_anchored_30s,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,True,ok,R3,frozen_baseline,0.5,18,2,2,0.9,0.9,0.9
lindian49,R3-18,bs455_anchored_30s,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,True,ok,R2,frozen_baseline,0.75,19,1,2,0.95,0.9047619047619048,0.926829268292683
lindian49,R3-18,bs455_anchored_30s,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,True,ok,R3,frozen_baseline,0.75,18,2,2,0.9,0.9,0.9
lindian49,R3-18,bs455_anchored_30s,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,True,ok,R2,frozen_baseline,1.0,19,1,2,0.95,0.9047619047619048,0.926829268292683
lindian49,R3-18,bs455_anchored_30s,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,True,ok,R3,frozen_baseline,1.0,18,2,2,0.9,0.9,0.9
lindian49,R3-18,bs455_anchored_30s,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,True,ok,R3,previously_rejected_local_guard,0.3,17,1,3,0.9444444444444444,0.85,0.8947368421052632
lindian49,R3-19,16170075_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163542n16170075\20230805T163542n16170075.MP4,True,ok,R2,frozen_baseline,0.1,4,23,24,0.14814814814814814,0.14285714285714285,0.14545454545454545
lindian49,R3-19,16170075_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163542n16170075\20230805T163542n16170075.MP4,True,ok,R3,frozen_baseline,0.1,10,17,18,0.37037037037037035,0.35714285714285715,0.36363636363636365
lindian49,R3-19,16170075_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163542n16170075\20230805T163542n16170075.MP4,True,ok,R2,frozen_baseline,0.2,11,16,17,0.4074074074074074,0.39285714285714285,0.4
lindian49,R3-19,16170075_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163542n16170075\20230805T163542n16170075.MP4,True,ok,R3,frozen_baseline,0.2,22,5,6,0.8148148148148148,0.7857142857142857,0.8
lindian49,R3-19,16170075_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163542n16170075\20230805T163542n16170075.MP4,True,ok,R2,frozen_baseline,0.3,18,9,10,0.6666666666666666,0.6428571428571429,0.6545454545454545
lindian49,R3-19,16170075_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163542n16170075\20230805T163542n16170075.MP4,True,ok,R3,frozen_baseline,0.3,26,1,2,0.9629629629629629,0.9285714285714286,0.9454545454545454
lindian49,R3-19,16170075_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163542n16170075\20230805T163542n16170075.MP4,True,ok,R2,frozen_baseline,0.5,26,1,2,0.9629629629629629,0.9285714285714286,0.9454545454545454
lindian49,R3-19,16170075_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163542n16170075\20230805T163542n16170075.MP4,True,ok,R3,frozen_baseline,0.5,26,1,2,0.9629629629629629,0.9285714285714286,0.9454545454545454
lindian49,R3-19,16170075_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163542n16170075\20230805T163542n16170075.MP4,True,ok,R2,frozen_baseline,0.75,27,0,1,1.0,0.9642857142857143,0.9818181818181818
lindian49,R3-19,16170075_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163542n16170075\20230805T163542n16170075.MP4,True,ok,R3,frozen_baseline,0.75,26,1,2,0.9629629629629629,0.9285714285714286,0.9454545454545454
lindian49,R3-19,16170075_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163542n16170075\20230805T163542n16170075.MP4,True,ok,R2,frozen_baseline,1.0,27,0,1,1.0,0.9642857142857143,0.9818181818181818
lindian49,R3-19,16170075_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163542n16170075\20230805T163542n16170075.MP4,True,ok,R3,frozen_baseline,1.0,27,0,1,1.0,0.9642857142857143,0.9818181818181818
lindian49,R3-19,16170075_anchored_30s,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163542n16170075\20230805T163542n16170075.MP4,True,ok,R3,previously_rejected_local_guard,0.3,25,0,3,1.0,0.8928571428571429,0.9433962264150944
lindian49,R3-20,ns196527_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,True,ok,R2,frozen_baseline,0.1,7,30,26,0.1891891891891892,0.21212121212121213,0.2
lindian49,R3-20,ns196527_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,True,ok,R3,frozen_baseline,0.1,12,25,24,0.32432432432432434,0.3333333333333333,0.3287671232876712
lindian49,R3-20,ns196527_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,True,ok,R2,frozen_baseline,0.2,11,26,22,0.2972972972972973,0.3333333333333333,0.3142857142857143
lindian49,R3-20,ns196527_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,True,ok,R3,frozen_baseline,0.2,31,6,5,0.8378378378378378,0.8611111111111112,0.8493150684931506
lindian49,R3-20,ns196527_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,True,ok,R2,frozen_baseline,0.3,27,10,6,0.7297297297297297,0.8181818181818182,0.7714285714285715
lindian49,R3-20,ns196527_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,True,ok,R3,frozen_baseline,0.3,34,3,2,0.918918918918919,0.9444444444444444,0.9315068493150684
lindian49,R3-20,ns196527_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,True,ok,R2,frozen_baseline,0.5,33,4,0,0.8918918918918919,1.0,0.9428571428571428
lindian49,R3-20,ns196527_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,True,ok,R3,frozen_baseline,0.5,35,2,1,0.9459459459459459,0.9722222222222222,0.958904109589041
lindian49,R3-20,ns196527_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,True,ok,R2,frozen_baseline,0.75,33,4,0,0.8918918918918919,1.0,0.9428571428571428
lindian49,R3-20,ns196527_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,True,ok,R3,frozen_baseline,0.75,35,2,1,0.9459459459459459,0.9722222222222222,0.958904109589041
lindian49,R3-20,ns196527_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,True,ok,R2,frozen_baseline,1.0,33,4,0,0.8918918918918919,1.0,0.9428571428571428
lindian49,R3-20,ns196527_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,True,ok,R3,frozen_baseline,1.0,35,2,1,0.9459459459459459,0.9722222222222222,0.958904109589041
lindian49,R3-20,ns196527_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,True,ok,R3,previously_rejected_local_guard,0.3,34,3,2,0.918918918918919,0.9444444444444444,0.9315068493150684
lindian49,R3-21,bs189556_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,True,ok,R2,frozen_baseline,0.1,1,12,12,0.07692307692307693,0.07692307692307693,0.07692307692307693
