cohort,review_id,window_id,cluster,strict_visible_phase,prediction_status,version,method,tolerance_seconds,tp,fp,fn,precision,recall,f1
lindian49,R3-21,bs189556_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,True,ok,R3,frozen_baseline,0.1,0,13,13,0.0,0.0,0.0
lindian49,R3-21,bs189556_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,True,ok,R2,frozen_baseline,0.2,2,11,11,0.15384615384615385,0.15384615384615385,0.15384615384615385
lindian49,R3-21,bs189556_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,True,ok,R3,frozen_baseline,0.2,1,12,12,0.07692307692307693,0.07692307692307693,0.07692307692307693
lindian49,R3-21,bs189556_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,True,ok,R2,frozen_baseline,0.3,2,11,11,0.15384615384615385,0.15384615384615385,0.15384615384615385
lindian49,R3-21,bs189556_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,True,ok,R3,frozen_baseline,0.3,1,12,12,0.07692307692307693,0.07692307692307693,0.07692307692307693
lindian49,R3-21,bs189556_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,True,ok,R2,frozen_baseline,0.5,6,7,7,0.46153846153846156,0.46153846153846156,0.46153846153846156
lindian49,R3-21,bs189556_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,True,ok,R3,frozen_baseline,0.5,5,8,8,0.38461538461538464,0.38461538461538464,0.38461538461538464
lindian49,R3-21,bs189556_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,True,ok,R2,frozen_baseline,0.75,12,1,1,0.9230769230769231,0.9230769230769231,0.9230769230769231
lindian49,R3-21,bs189556_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,True,ok,R3,frozen_baseline,0.75,12,1,1,0.9230769230769231,0.9230769230769231,0.9230769230769231
lindian49,R3-21,bs189556_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,True,ok,R2,frozen_baseline,1.0,12,1,1,0.9230769230769231,0.9230769230769231,0.9230769230769231
lindian49,R3-21,bs189556_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,True,ok,R3,frozen_baseline,1.0,12,1,1,0.9230769230769231,0.9230769230769231,0.9230769230769231
lindian49,R3-21,bs189556_anchored_30s,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,True,ok,R3,previously_rejected_local_guard,0.3,1,12,12,0.07692307692307693,0.07692307692307693,0.07692307692307693
jiufu271,R3-22,jiufu_bd77cfa7950eaa_first30,743,False,ok,R2,frozen_baseline,0.1,1,14,14,0.06666666666666667,0.06666666666666667,0.06666666666666667
jiufu271,R3-22,jiufu_bd77cfa7950eaa_first30,743,False,ok,R3,frozen_baseline,0.1,1,14,13,0.06666666666666667,0.07142857142857142,0.06896551724137931
jiufu271,R3-22,jiufu_bd77cfa7950eaa_first30,743,False,ok,R2,frozen_baseline,0.2,4,11,11,0.26666666666666666,0.26666666666666666,0.26666666666666666
jiufu271,R3-22,jiufu_bd77cfa7950eaa_first30,743,False,ok,R3,frozen_baseline,0.2,5,10,9,0.3333333333333333,0.35714285714285715,0.3448275862068966
jiufu271,R3-22,jiufu_bd77cfa7950eaa_first30,743,False,ok,R2,frozen_baseline,0.3,7,8,8,0.4666666666666667,0.4666666666666667,0.4666666666666667
jiufu271,R3-22,jiufu_bd77cfa7950eaa_first30,743,False,ok,R3,frozen_baseline,0.3,8,7,6,0.5333333333333333,0.5714285714285714,0.5517241379310345
jiufu271,R3-22,jiufu_bd77cfa7950eaa_first30,743,False,ok,R2,frozen_baseline,0.5,9,6,6,0.6,0.6,0.6
jiufu271,R3-22,jiufu_bd77cfa7950eaa_first30,743,False,ok,R3,frozen_baseline,0.5,10,5,4,0.6666666666666666,0.7142857142857143,0.6896551724137931
jiufu271,R3-22,jiufu_bd77cfa7950eaa_first30,743,False,ok,R2,frozen_baseline,0.75,11,4,4,0.7333333333333333,0.7333333333333333,0.7333333333333333
jiufu271,R3-22,jiufu_bd77cfa7950eaa_first30,743,False,ok,R3,frozen_baseline,0.75,12,3,2,0.8,0.8571428571428571,0.8275862068965517
jiufu271,R3-22,jiufu_bd77cfa7950eaa_first30,743,False,ok,R2,frozen_baseline,1.0,13,2,2,0.8666666666666667,0.8666666666666667,0.8666666666666667
jiufu271,R3-22,jiufu_bd77cfa7950eaa_first30,743,False,ok,R3,frozen_baseline,1.0,13,2,1,0.8666666666666667,0.9285714285714286,0.896551724137931
jiufu271,R3-22,jiufu_bd77cfa7950eaa_first30,743,False,ok,R3,previously_rejected_local_guard,0.3,0,1,14,0.0,0.0,0.0
jiufu271,R3-23,jiufu_cc60214ff2d564_first30,1308,True,ok,R2,frozen_baseline,0.1,2,8,10,0.2,0.16666666666666666,0.18181818181818182
jiufu271,R3-23,jiufu_cc60214ff2d564_first30,1308,True,ok,R3,frozen_baseline,0.1,1,9,9,0.1,0.1,0.1
jiufu271,R3-23,jiufu_cc60214ff2d564_first30,1308,True,ok,R2,frozen_baseline,0.2,3,7,9,0.3,0.25,0.2727272727272727
jiufu271,R3-23,jiufu_cc60214ff2d564_first30,1308,True,ok,R3,frozen_baseline,0.2,3,7,7,0.3,0.3,0.3
jiufu271,R3-23,jiufu_cc60214ff2d564_first30,1308,True,ok,R2,frozen_baseline,0.3,3,7,9,0.3,0.25,0.2727272727272727
jiufu271,R3-23,jiufu_cc60214ff2d564_first30,1308,True,ok,R3,frozen_baseline,0.3,3,7,7,0.3,0.3,0.3
jiufu271,R3-23,jiufu_cc60214ff2d564_first30,1308,True,ok,R2,frozen_baseline,0.5,4,6,8,0.4,0.3333333333333333,0.36363636363636365
jiufu271,R3-23,jiufu_cc60214ff2d564_first30,1308,True,ok,R3,frozen_baseline,0.5,4,6,6,0.4,0.4,0.4
jiufu271,R3-23,jiufu_cc60214ff2d564_first30,1308,True,ok,R2,frozen_baseline,0.75,6,4,6,0.6,0.5,0.5454545454545454
jiufu271,R3-23,jiufu_cc60214ff2d564_first30,1308,True,ok,R3,frozen_baseline,0.75,4,6,6,0.4,0.4,0.4
jiufu271,R3-23,jiufu_cc60214ff2d564_first30,1308,True,ok,R2,frozen_baseline,1.0,6,4,6,0.6,0.5,0.5454545454545454
jiufu271,R3-23,jiufu_cc60214ff2d564_first30,1308,True,ok,R3,frozen_baseline,1.0,7,3,3,0.7,0.7,0.7
jiufu271,R3-23,jiufu_cc60214ff2d564_first30,1308,True,ok,R3,previously_rejected_local_guard,0.3,0,0,10,0.0,0.0,0.0
jiufu271,R3-24,jiufu_55441b4c6fe974_first30,1129,True,ok,R2,frozen_baseline,0.1,1,12,11,0.07692307692307693,0.08333333333333333,0.08
jiufu271,R3-24,jiufu_55441b4c6fe974_first30,1129,True,ok,R3,frozen_baseline,0.1,2,11,8,0.15384615384615385,0.2,0.17391304347826086
jiufu271,R3-24,jiufu_55441b4c6fe974_first30,1129,True,ok,R2,frozen_baseline,0.2,4,9,8,0.3076923076923077,0.3333333333333333,0.32
jiufu271,R3-24,jiufu_55441b4c6fe974_first30,1129,True,ok,R3,frozen_baseline,0.2,6,7,4,0.46153846153846156,0.6,0.5217391304347826
jiufu271,R3-24,jiufu_55441b4c6fe974_first30,1129,True,ok,R2,frozen_baseline,0.3,4,9,8,0.3076923076923077,0.3333333333333333,0.32
jiufu271,R3-24,jiufu_55441b4c6fe974_first30,1129,True,ok,R3,frozen_baseline,0.3,6,7,4,0.46153846153846156,0.6,0.5217391304347826
jiufu271,R3-24,jiufu_55441b4c6fe974_first30,1129,True,ok,R2,frozen_baseline,0.5,10,3,2,0.7692307692307693,0.8333333333333334,0.8
jiufu271,R3-24,jiufu_55441b4c6fe974_first30,1129,True,ok,R3,frozen_baseline,0.5,8,5,2,0.6153846153846154,0.8,0.6956521739130435
jiufu271,R3-24,jiufu_55441b4c6fe974_first30,1129,True,ok,R2,frozen_baseline,0.75,10,3,2,0.7692307692307693,0.8333333333333334,0.8
jiufu271,R3-24,jiufu_55441b4c6fe974_first30,1129,True,ok,R3,frozen_baseline,0.75,9,4,1,0.6923076923076923,0.9,0.782608695652174
jiufu271,R3-24,jiufu_55441b4c6fe974_first30,1129,True,ok,R2,frozen_baseline,1.0,11,2,1,0.8461538461538461,0.9166666666666666,0.88
jiufu271,R3-24,jiufu_55441b4c6fe974_first30,1129,True,ok,R3,frozen_baseline,1.0,9,4,1,0.6923076923076923,0.9,0.782608695652174
jiufu271,R3-24,jiufu_55441b4c6fe974_first30,1129,True,ok,R3,previously_rejected_local_guard,0.3,3,1,7,0.75,0.3,0.42857142857142855
