cohort,review_id,window_id,tolerance_seconds,r2_time,r3_time,r2_minus_r3_seconds,caveat
lindian49,R3-07,bs200794_anchored_30s,1.0,10.789,10.945,-0.15600000000000058,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,11.796,11.982,-0.18599999999999994,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,12.83,13.018,-0.1880000000000006,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,13.829,14.055,-0.2259999999999991,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,16.053,16.014,0.03900000000000148,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,17.048,17.051,-0.0030000000000001137,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,18.068,17.972,0.09600000000000009,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,19.061,18.894,0.1670000000000016,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,19.948,19.816,0.13200000000000145,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,20.884,20.737,0.14700000000000202,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,21.724,21.659,0.06500000000000128,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,22.645,22.581,0.06400000000000006,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,23.572,23.502,0.07000000000000028,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,24.599,24.77,-0.17099999999999937,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,26.404,26.498,-0.0940000000000012,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,27.478,27.419,0.05900000000000105,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,28.565,28.571,-0.006000000000000227,truncated_matched_subset_not_reaction_latency
lindian49,R3-07,bs200794_anchored_30s,1.0,29.669,29.493,0.17600000000000193,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.1,0.811,0.81,0.0010000000000000009,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.1,1.698,1.62,0.07799999999999985,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.1,2.502,2.429,0.07299999999999995,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.1,4.138,4.049,0.08899999999999952,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.1,5.051,5.09,-0.0389999999999997,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.1,7.834,7.867,-0.03300000000000036,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.1,14.306,14.345,-0.03900000000000148,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.1,15.339,15.386,-0.04699999999999882,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.1,16.379,16.312,0.06700000000000017,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.1,20.556,20.477,0.07900000000000063,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.1,24.06,24.063,-0.0030000000000001137,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.1,24.987,24.988,-0.0010000000000012221,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.1,29.579,29.5,0.07900000000000063,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,0.811,0.81,0.0010000000000000009,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,1.698,1.62,0.07799999999999985,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,2.502,2.429,0.07299999999999995,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,4.138,4.049,0.08899999999999952,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,5.051,5.09,-0.0389999999999997,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,5.898,6.016,-0.11800000000000033,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,7.834,7.867,-0.03300000000000036,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,10.182,10.296,-0.11399999999999899,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,10.93,11.106,-0.17600000000000016,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,12.907,12.726,0.18099999999999916,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,13.522,13.42,0.10200000000000031,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,14.306,14.345,-0.03900000000000148,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,15.339,15.386,-0.04699999999999882,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,16.379,16.312,0.06700000000000017,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,20.556,20.477,0.07900000000000063,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,21.395,21.286,0.10899999999999821,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,22.387,22.212,0.1750000000000007,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,24.06,24.063,-0.0030000000000001137,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,24.987,24.988,-0.0010000000000012221,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.2,29.579,29.5,0.07900000000000063,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,0.811,0.81,0.0010000000000000009,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,1.698,1.62,0.07799999999999985,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,2.502,2.429,0.07299999999999995,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,3.302,3.008,0.29400000000000004,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,4.138,4.049,0.08899999999999952,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,5.051,5.09,-0.0389999999999997,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,5.898,6.016,-0.11800000000000033,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,7.834,7.867,-0.03300000000000036,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,10.182,10.296,-0.11399999999999899,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,10.93,11.106,-0.17600000000000016,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,12.242,12.031,0.2110000000000003,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,12.907,12.726,0.18099999999999916,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,13.522,13.42,0.10200000000000031,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,14.306,14.345,-0.03900000000000148,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,15.339,15.386,-0.04699999999999882,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,16.379,16.312,0.06700000000000017,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,17.516,17.237,0.2789999999999999,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,18.692,18.394,0.2980000000000018,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,19.523,19.32,0.2029999999999994,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,20.556,20.477,0.07900000000000063,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,21.395,21.286,0.10899999999999821,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,22.387,22.212,0.1750000000000007,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,23.355,23.137,0.21799999999999997,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,24.06,24.063,-0.0030000000000001137,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,24.987,24.988,-0.0010000000000012221,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,25.947,25.683,0.26399999999999935,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,28.707,28.459,0.2480000000000011,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.3,29.579,29.5,0.07900000000000063,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,0.811,0.81,0.0010000000000000009,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,1.698,1.62,0.07799999999999985,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,2.502,2.429,0.07299999999999995,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,3.302,3.008,0.29400000000000004,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,4.138,4.049,0.08899999999999952,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,5.051,5.09,-0.0389999999999997,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,5.898,6.016,-0.11800000000000033,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,6.747,7.057,-0.3100000000000005,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,7.834,7.867,-0.03300000000000036,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,10.182,10.296,-0.11399999999999899,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,10.93,11.106,-0.17600000000000016,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,12.242,12.031,0.2110000000000003,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,12.907,12.726,0.18099999999999916,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,13.522,13.42,0.10200000000000031,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,14.306,14.345,-0.03900000000000148,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,15.339,15.386,-0.04699999999999882,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,16.379,16.312,0.06700000000000017,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,17.516,17.237,0.2789999999999999,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,18.692,18.394,0.2980000000000018,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,19.523,19.32,0.2029999999999994,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,20.556,20.477,0.07900000000000063,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,21.395,21.286,0.10899999999999821,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,22.387,22.212,0.1750000000000007,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,23.355,23.137,0.21799999999999997,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,24.06,24.063,-0.0030000000000001137,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,24.987,24.988,-0.0010000000000012221,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,25.947,25.683,0.26399999999999935,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,26.891,26.492,0.39899999999999736,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,28.707,28.459,0.2480000000000011,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.5,29.579,29.5,0.07900000000000063,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,0.811,0.81,0.0010000000000000009,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,1.698,1.62,0.07799999999999985,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,2.502,2.429,0.07299999999999995,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,3.302,3.008,0.29400000000000004,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,4.138,4.049,0.08899999999999952,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,5.051,5.09,-0.0389999999999997,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,5.898,6.016,-0.11800000000000033,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,6.747,7.057,-0.3100000000000005,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,7.834,7.867,-0.03300000000000036,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,10.182,10.296,-0.11399999999999899,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,10.93,11.106,-0.17600000000000016,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,12.242,12.031,0.2110000000000003,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,12.907,12.726,0.18099999999999916,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,13.522,13.42,0.10200000000000031,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,14.306,14.345,-0.03900000000000148,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,15.339,15.386,-0.04699999999999882,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,16.379,16.312,0.06700000000000017,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,17.516,17.237,0.2789999999999999,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,18.692,18.394,0.2980000000000018,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,19.523,19.32,0.2029999999999994,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,20.556,20.477,0.07900000000000063,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,21.395,21.286,0.10899999999999821,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,22.387,22.212,0.1750000000000007,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,23.355,23.137,0.21799999999999997,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,24.06,24.063,-0.0030000000000001137,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,24.987,24.988,-0.0010000000000012221,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,25.947,25.683,0.26399999999999935,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,26.891,26.492,0.39899999999999736,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,28.707,28.459,0.2480000000000011,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,0.75,29.579,29.5,0.07900000000000063,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,0.811,0.81,0.0010000000000000009,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,1.698,1.62,0.07799999999999985,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,2.502,2.429,0.07299999999999995,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,3.302,3.008,0.29400000000000004,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,4.138,4.049,0.08899999999999952,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,5.051,5.09,-0.0389999999999997,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,5.898,6.016,-0.11800000000000033,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,6.747,7.057,-0.3100000000000005,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,7.834,7.867,-0.03300000000000036,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,10.182,10.296,-0.11399999999999899,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,10.93,11.106,-0.17600000000000016,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,12.242,12.031,0.2110000000000003,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,12.907,12.726,0.18099999999999916,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,13.522,13.42,0.10200000000000031,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,14.306,14.345,-0.03900000000000148,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,15.339,15.386,-0.04699999999999882,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,16.379,16.312,0.06700000000000017,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,17.516,17.237,0.2789999999999999,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,18.692,18.394,0.2980000000000018,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,19.523,19.32,0.2029999999999994,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,20.556,20.477,0.07900000000000063,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,21.395,21.286,0.10899999999999821,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,22.387,22.212,0.1750000000000007,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,23.355,23.137,0.21799999999999997,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,24.06,24.063,-0.0030000000000001137,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,24.987,24.988,-0.0010000000000012221,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,25.947,25.683,0.26399999999999935,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,26.891,26.492,0.39899999999999736,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,28.707,28.459,0.2480000000000011,truncated_matched_subset_not_reaction_latency
lindian49,R3-08,bs211063_anchored_30s,1.0,29.579,29.5,0.07900000000000063,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.1,1.89,1.845,0.04499999999999993,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.1,4.163,4.073,0.08999999999999986,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.1,25.387,25.378,0.009000000000000341,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.2,1.89,1.845,0.04499999999999993,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.2,4.163,4.073,0.08999999999999986,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.2,9.575,9.4,0.17499999999999893,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.2,22.078,21.955,0.12300000000000111,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.2,23.693,23.558,0.13500000000000156,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.2,25.387,25.378,0.009000000000000341,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.2,27.494,27.648,-0.15399999999999991,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.2,29.575,29.412,0.16300000000000026,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.3,1.89,1.845,0.04499999999999993,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.3,4.163,4.073,0.08999999999999986,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.3,5.886,5.607,0.2789999999999999,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.3,9.575,9.4,0.17499999999999893,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.3,18.628,18.83,-0.20199999999999818,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.3,22.078,21.955,0.12300000000000111,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.3,23.693,23.558,0.13500000000000156,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.3,25.387,25.378,0.009000000000000341,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.3,27.494,27.648,-0.15399999999999991,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.3,29.575,29.412,0.16300000000000026,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.5,1.89,1.845,0.04499999999999993,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.5,4.163,4.073,0.08999999999999986,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.5,5.886,5.607,0.2789999999999999,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.5,7.798,7.492,0.30600000000000005,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.5,9.575,9.4,0.17499999999999893,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.5,18.628,18.83,-0.20199999999999818,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.5,22.078,21.955,0.12300000000000111,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.5,23.693,23.558,0.13500000000000156,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.5,25.387,25.378,0.009000000000000341,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.5,27.494,27.648,-0.15399999999999991,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.5,29.575,29.412,0.16300000000000026,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.75,1.89,1.845,0.04499999999999993,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.75,4.163,4.073,0.08999999999999986,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.75,5.886,5.607,0.2789999999999999,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.75,7.798,7.492,0.30600000000000005,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.75,9.575,9.4,0.17499999999999893,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.75,13.758,14.332,-0.5740000000000016,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.75,18.628,18.83,-0.20199999999999818,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.75,22.078,21.955,0.12300000000000111,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.75,23.693,23.558,0.13500000000000156,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.75,25.387,25.378,0.009000000000000341,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.75,27.494,27.648,-0.15399999999999991,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,0.75,29.575,29.412,0.16300000000000026,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,1.0,1.89,1.845,0.04499999999999993,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,1.0,4.163,4.073,0.08999999999999986,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,1.0,5.886,5.607,0.2789999999999999,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,1.0,7.798,7.492,0.30600000000000005,truncated_matched_subset_not_reaction_latency
jiufu271,R3-09,jiufu_440a29cebcae1c_first30,1.0,9.575,9.4,0.17499999999999893,truncated_matched_subset_not_reaction_latency
