review_id,window_id,side,segment,eligible_full_window,strict_visible_phase,kind,frame_index,event_time_seconds,normalized_value,prominence,observed_run_start,observed_run_end
R3-05,jiufu_0d1522aef374ec_first30,right,jiufu_0d1522aef374ec_first30,True,True,minimum,203,23.333333333333336,0.6007701861360669,0.2126821877955013,20.57471264367816,25.17241379310345
R3-05,jiufu_0d1522aef374ec_first30,right,jiufu_0d1522aef374ec_first30,True,True,maximum,257,29.540229885057474,0.7572347605804732,0.05409330560088521,26.666666666666668,29.88505747126437
R3-05,jiufu_0d1522aef374ec_first30,right,jiufu_0d1522aef374ec_first30,True,True,minimum,249,28.620689655172416,0.23370166218756605,0.5235330983929072,26.666666666666668,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,right,segment_00,True,False,minimum,115,13.218390804597702,0.8313316808676826,0.08590635754571718,12.758620689655173,13.908045977011495
R3-06,jiufu_6328167f32f25e_first30,left,segment_01,True,False,maximum,36,20.57471264367816,0.82335732595641,0.2646887678297525,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,left,segment_01,True,False,maximum,46,21.724137931034484,0.9113786534615373,0.3654128712934426,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,left,segment_01,True,False,maximum,56,22.873563218390807,0.8699490515753948,0.18695595365831041,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,left,segment_01,True,False,maximum,70,24.48275862068966,0.9583701220364109,0.35110906281119214,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,left,segment_01,True,False,maximum,80,25.632183908045977,0.9334571068689528,0.27547786576151934,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,left,segment_01,True,False,maximum,89,26.666666666666668,0.8083490956987713,0.08110211444504634,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,left,segment_01,True,False,maximum,103,28.27586206896552,0.9307859348418871,0.14989255929535017,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,left,segment_01,True,False,maximum,115,29.655172413793107,0.9645592718167577,0.035480280000669495,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,left,segment_01,True,False,minimum,39,20.919540229885055,0.5586685581266575,0.2646887678297525,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,left,segment_01,True,False,minimum,50,22.183908045977013,0.6829930979170844,0.18695595365831041,20.114942528735632,29.88505747126437
R3-06,jiufu_6328167f32f25e_first30,left,segment_01,True,False,minimum,61,23.448275862068968,0.5459657821680948,0.3654128712934426,20.114942528735632,29.88505747126437
