review_id,window_id,event_id,reference_seconds,phase_basis,eligible_full_window,strict_visible_phase,left_sample_available,left_maximum_delta_s,left_minimum_delta_s,right_sample_available,right_maximum_delta_s,right_minimum_delta_s,classification
R3-01,jiufu_bb78a10aeab6d5_first30,a1a38e48-a3e7-46af-9fda-23fe358e94d8,1.057,visible_expiration,True,True,False,,,False,,,no_observed_ROI_sample
R3-01,jiufu_bb78a10aeab6d5_first30,f51b81b8-ee46-46c1-a1b8-42d381ee050e,2.392,visible_expiration,True,True,False,,,False,,,no_observed_ROI_sample
R3-01,jiufu_bb78a10aeab6d5_first30,f7cd228b-8cec-4b62-8d24-207c353ed0bd,3.762,visible_expiration,True,True,False,,,False,,,no_observed_ROI_sample
R3-01,jiufu_bb78a10aeab6d5_first30,5aab7c59-9d0b-46e7-a1e2-f8989c4adf66,7.058,visible_expiration,True,True,False,,,False,,,no_observed_ROI_sample
R3-01,jiufu_bb78a10aeab6d5_first30,66667ef8-bcda-4787-9df9-3dc05f9cf873,11.075,visible_expiration,True,True,False,,,False,,,no_observed_ROI_sample
R3-01,jiufu_bb78a10aeab6d5_first30,887e9f81-ee6c-4c56-b04d-ce774e046586,13.298,visible_expiration,True,True,False,,,False,,,no_observed_ROI_sample
R3-01,jiufu_bb78a10aeab6d5_first30,630f7727-4300-47ea-a310-cbc56538e7f4,15.493,visible_expiration,True,True,False,,,False,,,no_observed_ROI_sample
R3-01,jiufu_bb78a10aeab6d5_first30,8ee7db32-8df6-4ff3-a72b-ae97891fbc02,17.202,visible_expiration,True,True,False,,,False,,,no_observed_ROI_sample
R3-01,jiufu_bb78a10aeab6d5_first30,473a7805-84f1-4d08-a532-55ca9e4dbb9c,18.933,visible_expiration,True,True,False,,,False,,,no_observed_ROI_sample
R3-01,jiufu_bb78a10aeab6d5_first30,01b523c2-0528-4c0d-80f5-edc3e3ca997b,20.982,visible_expiration,True,True,False,,,False,,,no_observed_ROI_sample
R3-01,jiufu_bb78a10aeab6d5_first30,a6f5d58d-71e5-4b1e-9ee3-87b5bd64d93f,22.983,visible_expiration,True,True,False,,,False,,,no_observed_ROI_sample
R3-01,jiufu_bb78a10aeab6d5_first30,79ccafed-a152-497c-b24b-872da0fb5ca9,24.847,visible_expiration,True,True,False,,,False,,,no_observed_ROI_sample
R3-01,jiufu_bb78a10aeab6d5_first30,432afd6b-28e0-4d15-94cc-13bb76e4aadf,26.357,visible_expiration,True,True,False,,,False,,,no_observed_ROI_sample
R3-01,jiufu_bb78a10aeab6d5_first30,4dac8326-154e-4bac-84f1-7a87fb472cfb,28.063,visible_expiration,True,True,False,,,False,,,no_observed_ROI_sample
R3-01,jiufu_bb78a10aeab6d5_first30,70e98bb5-5b3d-4f7b-a181-dce9785a4c0d,29.412,visible_expiration,True,True,False,,,False,,,no_observed_ROI_sample
R3-01,jiufu_bb78a10aeab6d5_first30,02635026-3620-4550-9e64-ca58f7bff52e,29.972,visible_expiration,True,True,False,,,False,,,no_observed_ROI_sample
R3-02,jiufu_7cb985938d0a6a_first30,c122f8ca-ce53-4cc5-a574-f9bb73550d79,0.463,visible_expiration,True,True,False,1.9507931034482757,1.2611379310344828,False,1.720908045977012,1.1461954022988505,no_observed_ROI_sample
R3-02,jiufu_7cb985938d0a6a_first30,691ffb59-98ec-4870-8d47-0de8256f0ffa,2.393,visible_expiration,True,True,True,0.020793103448276007,-0.6688620689655169,True,-0.20909195402298764,-0.7838045977011492,maximum_only
R3-02,jiufu_7cb985938d0a6a_first30,22a8ae49-841b-4140-9af5-616d02269582,6.042,visible_expiration,True,True,True,0.16489655172413897,0.27983908045977124,True,0.16489655172413897,0.9694942528735639,both_extrema_nearby
R3-02,jiufu_7cb985938d0a6a_first30,752782c0-cab6-4e0c-a8fe-ab461172a372,7.982,visible_expiration,True,True,True,0.2938620689655176,1.328344827586208,True,0.2938620689655176,-0.9705057471264364,maximum_only
R3-02,jiufu_7cb985938d0a6a_first30,a09c4cab-f656-41e6-a5a4-9c5fb02ebc74,9.915,visible_expiration,True,True,True,0.19994252873563312,-0.604655172413791,True,0.42982758620689765,-0.7195977011494232,maximum_only
R3-02,jiufu_7cb985938d0a6a_first30,4b1d015f-0eee-4778-970a-0c06448b1c84,11.972,visible_expiration,True,True,True,1.3613333333333344,-0.4777471264367801,True,0.9015632183908053,-0.7076321839080428,no_extremum_within_tolerance
R3-02,jiufu_7cb985938d0a6a_first30,339d1027-5c13-4539-943d-3097beed242e,15.725,visible_expiration,True,True,True,0.5968390804597714,-1.0123563218390803,True,0.5968390804597714,-1.0123563218390803,no_extremum_within_tolerance
R3-02,jiufu_7cb985938d0a6a_first30,4c84c598-59a0-470d-96cc-8c2c7f9f6b53,17.687,visible_expiration,True,True,True,0.5888620689655184,-0.445620689655172,True,0.5888620689655184,-0.5605632183908043,no_extremum_within_tolerance
R3-02,jiufu_7cb985938d0a6a_first30,d44427b2-7ceb-475c-9847-ac5a06befb1d,20.282,visible_expiration,True,True,True,0.6375402298850545,-0.511885057471261,True,0.6375402298850545,-0.7417701149425255,no_extremum_within_tolerance
R3-02,jiufu_7cb985938d0a6a_first30,cda7bd1c-2efe-42ae-b814-727b0217f9a1,23.022,visible_expiration,True,True,True,0.4262758620689695,-0.4932643678160886,True,0.4262758620689695,-0.7231494252873532,no_extremum_within_tolerance
R3-02,jiufu_7cb985938d0a6a_first30,c15ccea0-6342-410e-873e-de878200e1b2,25.523,visible_expiration,True,True,True,-2.0747241379310317,1.1436666666666682,True,1.948264367816094,1.0287241379310395,no_extremum_within_tolerance
R3-02,jiufu_7cb985938d0a6a_first30,a7c8a2ed-23eb-4e10-baf2-2f0e3411c539,27.315,visible_expiration,True,True,True,0.5010919540229892,-0.6483333333333334,True,0.15626436781609243,-0.7632758620689621,maximum_only
R3-02,jiufu_7cb985938d0a6a_first30,b3b6f137-1568-407c-9b73-07c3f3de1b44,29.058,visible_expiration,True,True,True,0.48222988505747466,-0.667195402298848,True,-0.09248275862068311,0.48222988505747466,maximum_only
R3-03,jiufu_2aaced556ff39d_first30,9bfa3ab7-c3e1-48fd-b185-7b9fbf8f6981,2.243,visible_expiration,True,True,True,0.630563218390805,26.03286206896552,True,0.5156206896551727,1.3202183908045981,no_extremum_within_tolerance
R3-03,jiufu_2aaced556ff39d_first30,ebd600ce-7158-48dd-afbd-66fab0b3e4ba,7.348,visible_expiration,True,True,True,0.46809195402298887,20.92786206896552,True,0.23820689655172522,-3.784781609195402,maximum_only
R3-03,jiufu_2aaced556ff39d_first30,47a6325a-a462-4be5-b849-bbab570dc132,14.127,visible_expiration,True,True,True,-6.310908045977012,14.148862068965519,True,-6.540793103448276,-10.563781609195402,no_extremum_within_tolerance
R3-03,jiufu_2aaced556ff39d_first30,d3093677-46ea-4225-9fbb-93f9177190e0,15.898,visible_expiration,True,True,False,-8.081908045977011,12.37786206896552,False,8.12498850574713,-12.334781609195401,no_observed_ROI_sample
R3-03,jiufu_2aaced556ff39d_first30,4b36944b-d0ce-430f-8a72-4913b7b51099,19.943,visible_expiration,True,True,False,4.079988505747128,8.332862068965518,False,4.079988505747128,8.90757471264368,no_observed_ROI_sample
R3-03,jiufu_2aaced556ff39d_first30,5e3b9eee-ba8e-4a56-b3a5-3764acf4b326,23.922,visible_expiration,True,True,True,0.1009885057471287,4.353862068965519,True,0.1009885057471287,4.92857471264368,maximum_only
R3-03,jiufu_2aaced556ff39d_first30,7f4dd91d-913d-459e-b8aa-f73bd253c518,26.033,visible_expiration,True,True,False,-2.010011494252872,2.2428620689655183,False,-2.010011494252872,2.8175747126436796,no_observed_ROI_sample
R3-03,jiufu_2aaced556ff39d_first30,956ce040-e899-4ae6-860f-ba8053b00dad,27.78,visible_expiration,True,True,True,0.725747126436783,0.49586206896551843,True,0.49586206896551843,1.0705747126436798,no_extremum_within_tolerance
R3-03,jiufu_2aaced556ff39d_first30,94dd5183-85e3-433a-8069-2833c17d269f,29.678,visible_expiration,True,True,True,-0.36765517241379086,-1.4021379310344813,True,-1.4021379310344813,-0.8274252873563199,no_extremum_within_tolerance
R3-05,jiufu_0d1522aef374ec_first30,e4517388-45a6-401f-ba51-457a0436096e,1.238,visible_expiration,True,True,True,0.4861379310344829,1.1757931034482758,True,0.4861379310344829,1.1757931034482758,no_extremum_within_tolerance
R3-05,jiufu_0d1522aef374ec_first30,18ba1a1d-6029-44fa-a291-a2444a1f02e4,2.942,visible_expiration,True,True,True,0.16144827586206922,-0.5282068965517244,True,0.16144827586206922,-0.5282068965517244,maximum_only
R3-05,jiufu_0d1522aef374ec_first30,42f0cd75-f99b-4fe4-a4ad-d1e6bb7a1bf3,4.427,visible_expiration,True,True,True,-1.3235517241379302,-0.6338965517241366,True,-1.3235517241379302,-0.7488390804597693,no_extremum_within_tolerance
R3-05,jiufu_0d1522aef374ec_first30,678c6d42-c2fe-47e2-b226-a30fd746ccfa,7.172,visible_expiration,True,True,True,0.06937931034482858,0.8739770114942536,True,0.06937931034482858,0.8739770114942536,maximum_only
R3-05,jiufu_0d1522aef374ec_first30,946d4c71-8e8a-4118-be82-5e530fa3adaa,8.558,visible_expiration,True,True,True,-1.3166206896551715,-0.5120229885057466,True,-0.052252873563217506,-0.5120229885057466,maximum_only
R3-05,jiufu_0d1522aef374ec_first30,0eba2c8d-c702-4515-8d9e-e233bff5f33b,10.242,visible_expiration,True,True,False,-3.0006206896551726,-2.1960229885057476,True,0.10282758620689592,-0.5868275862068977,maximum_only
R3-05,jiufu_0d1522aef374ec_first30,15b814f8-866e-4d69-abc8-a901aa78aaff,11.833,visible_expiration,True,True,False,-4.591620689655172,-3.787022988505747,True,0.12102298850574833,-0.7985172413793098,maximum_only
R3-05,jiufu_0d1522aef374ec_first30,a47cf22b-1ef8-42c6-be5b-685283a393b7,15.702,visible_expiration,True,True,False,6.366965517241381,5.562367816091955,True,0.38995402298850657,1.0796091954023002,no_extremum_within_tolerance
R3-05,jiufu_0d1522aef374ec_first30,f080a0be-f1e5-4aa5-8a40-efa6d677e898,17.418,visible_expiration,True,True,False,4.6509655172413815,3.8463678160919557,True,-0.29156321839080235,-0.6363908045976991,maximum_only
R3-05,jiufu_0d1522aef374ec_first30,4af8a065-ae70-4f9a-b889-ba1aff43ed6a,19.018,visible_expiration,True,True,False,3.05096551724138,2.2463678160919542,True,-1.8915632183908038,-2.2363908045977006,no_extremum_within_tolerance
R3-05,jiufu_0d1522aef374ec_first30,9c1da8b5-a9ae-44d0-8f13-6164658a31b2,20.62,visible_expiration,True,True,False,1.4489655172413798,0.6443678160919539,True,0.2995402298850536,1.104137931034483,maximum_only
R3-05,jiufu_0d1522aef374ec_first30,5b4c93da-e9a8-4b95-bfa2-5c2d64657186,22.315,visible_expiration,True,True,True,-0.2460344827586205,1.0183333333333344,True,0.09879310344827985,-0.5908620689655173,maximum_only
R3-05,jiufu_0d1522aef374ec_first30,7a67db44-419e-407e-8dc3-a3d4dbe02a13,24.033,visible_expiration,True,True,True,0.21987356321839613,0.6796436781609216,True,0.21987356321839613,-0.6996666666666655,maximum_only
R3-05,jiufu_0d1522aef374ec_first30,15d03c22-ed87-4768-a6e3-21d6bb092b5d,27.113,visible_expiration,True,True,True,-2.860126436781602,1.2778045977011523,True,2.427229885057475,1.5076896551724168,no_extremum_within_tolerance
R3-05,jiufu_0d1522aef374ec_first30,2f4e387a-0949-49ff-87a7-6900b0fb9d6f,28.922,visible_expiration,True,True,True,-4.669126436781603,-0.5311954022988488,True,0.6182298850574739,-0.30131034482758423,no_extremum_within_tolerance
R3-06,jiufu_6328167f32f25e_first30,f60eb731-fc17-4199-917c-0a5212535235,10.43,thermal_extremum_only,True,False,False,10.144712643678162,10.489540229885055,False,10.02977011494253,2.788390804597702,no_observed_ROI_sample
R3-06,jiufu_6328167f32f25e_first30,2406a4e9-2b3b-46df-b6a1-1f7258b82b81,11.818,thermal_extremum_only,True,False,True,8.756712643678162,9.101540229885055,True,8.64177011494253,1.400390804597702,no_extremum_within_tolerance
R3-06,jiufu_6328167f32f25e_first30,e386c77b-58e5-484a-bc60-c501f60bdf6d,20.822,thermal_extremum_only,True,False,True,-0.24728735632183785,0.0975402298850554,True,-0.3622298850574701,0.0975402298850554,both_extrema_nearby
