review_id,window_id,event_id,reference_seconds,phase_basis,eligible_full_window,strict_visible_phase,left_sample_available,left_maximum_delta_s,left_minimum_delta_s,right_sample_available,right_maximum_delta_s,right_minimum_delta_s,classification
R3-06,jiufu_6328167f32f25e_first30,6206c25a-711a-4476-b44d-4fae5cf0f73b,22.795,thermal_extremum_only,True,False,True,0.07856321839080493,-0.6110919540229887,True,0.30844827586206947,-0.6110919540229887,maximum_only
R3-06,jiufu_6328167f32f25e_first30,78670f5d-dbc2-4f72-953c-963ebe2dbb1d,23.94,thermal_extremum_only,True,False,True,0.5427586206896571,-0.4917241379310333,True,0.42781609195402126,-0.37678160919540105,no_extremum_within_tolerance
R3-06,jiufu_6328167f32f25e_first30,33423dd2-ff1f-466c-81c9-71ad0ea7b8dd,25.777,thermal_extremum_only,True,False,True,-0.14481609195402356,0.42989655172413777,True,-0.029873563218391297,0.3149540229885055,maximum_only
R3-06,jiufu_6328167f32f25e_first30,b54bef30-4f04-4b7a-b75c-925203abfee2,26.923,thermal_extremum_only,True,False,True,-0.2563333333333304,0.3183793103448309,True,-0.026448275862069437,0.5482643678160954,maximum_only
R3-06,jiufu_6328167f32f25e_first30,6aa759ad-6469-4db3-89f3-8e47928ec3cd,27.972,thermal_extremum_only,True,False,True,0.30386206896551826,-0.7306206896551721,True,0.188919540229886,-0.5007356321839076,maximum_only
R3-06,jiufu_6328167f32f25e_first30,d338f6fc-10ce-443f-b961-dc70baf72e44,29.603,thermal_extremum_only,True,False,True,0.05217241379310522,-0.6374827586206848,True,0.05217241379310522,-0.6374827586206848,maximum_only
R3-06,jiufu_6328167f32f25e_first30,ac1190b3-e005-4c3a-9bfd-b75a42579888,0.832,thermal_extremum_only,True,False,True,19.74271264367816,20.087540229885054,True,19.62777011494253,12.386390804597701,no_extremum_within_tolerance
R3-06,jiufu_6328167f32f25e_first30,d8a506a3-58e4-4ca0-a884-ee10c12404eb,2.78,thermal_extremum_only,True,False,False,17.79471264367816,18.139540229885053,False,17.679770114942528,10.438390804597702,no_observed_ROI_sample
R3-06,jiufu_6328167f32f25e_first30,e27870e4-a5d0-4d4a-8e12-bca115383f5c,6.342,thermal_extremum_only,True,False,False,14.232712643678163,14.577540229885056,False,14.11777011494253,6.876390804597702,no_observed_ROI_sample
R3-09,jiufu_440a29cebcae1c_first30,6b6803c8-536f-429a-b76f-419f51c49f37,1.845,visible_expiration,True,True,True,0.453850574712644,-0.695574712643678,True,0.5687931034482758,-0.5806321839080459,no_extremum_within_tolerance
R3-09,jiufu_440a29cebcae1c_first30,d07fdcee-bfa6-47ce-88c6-21880b5f1d82,4.073,visible_expiration,True,True,True,-0.05001149425287377,-1.0844942528735633,True,-0.3948390804597701,0.17987356321839076,both_extrema_nearby
R3-09,jiufu_440a29cebcae1c_first30,4e32647b-8cf7-484d-92e0-e7b84b5b3276,5.607,visible_expiration,True,True,True,-1.5840114942528736,-2.618494252873563,True,-1.92883908045977,-1.354126436781609,no_extremum_within_tolerance
R3-09,jiufu_440a29cebcae1c_first30,b6786106-c16b-4489-b2a2-64d24b4d474c,7.492,visible_expiration,True,True,False,-3.4690114942528734,-4.503494252873563,False,-3.8138390804597697,-3.239126436781609,no_observed_ROI_sample
R3-09,jiufu_440a29cebcae1c_first30,0f6d7072-1442-415e-873a-72fe364d2a9a,9.4,visible_expiration,True,True,False,5.312643678160919,-6.411494252873563,False,5.427586206896551,-5.147126436781609,no_observed_ROI_sample
R3-09,jiufu_440a29cebcae1c_first30,7d3a0666-8303-4af1-b9f6-da305dfa33c7,14.332,visible_expiration,True,True,True,0.3806436781609186,1.5300689655172413,True,0.49558620689655086,1.300183908045975,no_extremum_within_tolerance
R3-09,jiufu_440a29cebcae1c_first30,6d24c2df-f72f-4011-8ff4-7bb76e51da5d,18.83,visible_expiration,True,True,True,1.0550574712643694,2.3194252873563244,True,-2.9679310344827563,2.204482758620692,no_extremum_within_tolerance
R3-09,jiufu_440a29cebcae1c_first30,043a1e3b-66f1-4c20-ab2d-07425175fc7d,21.955,visible_expiration,True,True,True,-0.3458045977011466,-0.11591954022987849,True,1.8381034482758665,-0.9205172413793079,minimum_only
R3-09,jiufu_440a29cebcae1c_first30,96c5b7bb-5696-4b83-b911-180808d37e45,23.558,visible_expiration,True,True,True,0.3500459770114972,1.154643678160923,True,0.23510344827586493,1.154643678160923,maximum_only
R3-09,jiufu_440a29cebcae1c_first30,34e81c65-bd2f-4029-a015-393db27d72aa,25.378,visible_expiration,True,True,True,-0.20558620689655172,-0.6653563218390772,True,-1.5848965517241353,-0.6653563218390772,maximum_only
R3-09,jiufu_440a29cebcae1c_first30,45c6fbff-878e-44cb-91dc-db040f836b64,27.648,visible_expiration,True,True,True,-0.17673563218390598,-0.8663908045976996,True,0.16809195402299082,-0.8663908045976996,maximum_only
R3-09,jiufu_440a29cebcae1c_first30,cc9a734b-c7ba-4bc5-86ff-2f32def01505,29.412,visible_expiration,True,True,True,-1.9407356321839053,-0.5614252873563181,True,-1.5959080459770085,-0.4464827586206823,no_extremum_within_tolerance
R3-10,jiufu_f920435ef76ec4_first30,d3d548a8-8501-4686-a7db-6ec7cdc251e9,1.075,visible_expiration,True,True,True,7.200862068965518,,True,-0.27040229885057465,18.81005747126437,maximum_only
R3-10,jiufu_f920435ef76ec4_first30,7c7f3efc-1043-41b5-9333-03174b62e318,2.512,visible_expiration,True,True,False,5.763862068965517,,False,-1.7074022988505746,17.373057471264367,no_observed_ROI_sample
R3-10,jiufu_f920435ef76ec4_first30,09a5dfd1-5d67-43c0-91f9-7119f0b1c633,7.978,visible_expiration,True,True,True,0.29786206896551803,,True,-0.04696551724137876,11.907057471264368,maximum_only
R3-10,jiufu_f920435ef76ec4_first30,1922786a-49e1-417a-b44d-1e0fa0484e85,12.33,visible_expiration,True,True,False,-4.054137931034482,,False,-4.398965517241379,7.555057471264368,no_observed_ROI_sample
R3-10,jiufu_f920435ef76ec4_first30,4536aef8-424f-4cd2-8a1a-77380f09de70,18.272,visible_expiration,True,True,False,4.601563218390808,,False,5.061333333333337,1.6130574712643693,no_observed_ROI_sample
R3-10,jiufu_f920435ef76ec4_first30,ea6499c7-25dd-49cb-b665-1c702ea63c6a,20.523,visible_expiration,True,True,False,2.350563218390807,,False,2.810333333333336,-0.637942528735632,no_observed_ROI_sample
R3-10,jiufu_f920435ef76ec4_first30,5ad123b2-c982-472b-9eab-b41eb57ff7f4,22.705,visible_expiration,True,True,True,0.16856321839080834,,True,0.6283333333333374,1.547873563218399,maximum_only
R3-10,jiufu_f920435ef76ec4_first30,9c43e56e-edc8-467c-9bb9-94bd864f0986,24.972,visible_expiration,True,True,False,-2.0984367816091947,,False,-1.6386666666666656,-0.7191264367816039,no_observed_ROI_sample
R3-10,jiufu_f920435ef76ec4_first30,7dc5d6d3-105d-4ffb-82f1-12d1a688f1e7,29.532,visible_expiration,True,True,False,-6.658436781609193,,False,-6.198666666666664,-5.279126436781603,no_observed_ROI_sample
R3-10,jiufu_f920435ef76ec4_first30,cea06f20-3608-49b3-b474-b06114c955bb,27.722,visible_expiration,True,True,False,-4.848436781609195,,False,-4.388666666666666,-3.469126436781604,no_observed_ROI_sample
R3-11,jiufu_13f838ff73e069_first30,7a786d18-708a-444a-a0c0-b4b29a70c0c0,0.948,visible_expiration,False,False,True,0.20142528735632204,0.6611954022988507,True,1.4657931034482758,1.1209655172413795,maximum_only
R3-11,jiufu_13f838ff73e069_first30,9dee912e-c355-416a-85fa-4ba127696cb0,2.623,visible_expiration,False,False,True,-0.09426436781609215,0.02067816091954011,True,-0.20920689655172442,0.3655057471264369,both_extrema_nearby
R3-14,jiufu_4f7144680fca9d_first30,2f1332b8-35fa-42b6-933a-9cf2cd9bf007,0.628,visible_expiration,True,True,False,0.29154022988505757,0.9811954022988506,False,2.2455632183908047,1.2110804597701152,no_observed_ROI_sample
R3-14,jiufu_4f7144680fca9d_first30,f112d46d-0294-4757-a9c0-2744bb730ac3,1.893,visible_expiration,True,True,True,-0.16886206896551714,-0.2838045977011494,True,0.9805632183908048,-0.05391954022988488,both_extrema_nearby
R3-14,jiufu_4f7144680fca9d_first30,2093354d-c146-406a-8f04-4bb627a57f0d,3.193,visible_expiration,True,True,True,-0.5493218390804597,0.2552758620689657,True,-0.3194367816091952,0.2552758620689657,minimum_only
R3-14,jiufu_4f7144680fca9d_first30,f49e9234-86f3-45e0-b344-937da16a71b9,4.192,visible_expiration,True,True,True,-0.2839540229885058,0.17581609195402326,True,-0.16901149425287354,-0.7437241379310344,both_extrema_nearby
R3-14,jiufu_4f7144680fca9d_first30,6bb2a7ea-f055-4af4-8cc9-b4cfc941acb9,5.292,visible_expiration,True,True,True,-0.11958620689655142,0.22524137931034538,True,-1.2690114942528732,0.7999540229885067,both_extrema_nearby
R3-14,jiufu_4f7144680fca9d_first30,d64a1fe0-c325-49ce-8873-700b1d0eb254,6.658,visible_expiration,True,True,True,-0.4511034482758616,0.23855172413793202,True,0.0086666666666666,0.23855172413793202,both_extrema_nearby
R3-14,jiufu_4f7144680fca9d_first30,11fb767a-079d-44dc-b334-b93a06ff244c,8.727,visible_expiration,True,True,True,1.0431149425287352,0.5833448275862079,True,-0.7959655172413793,-0.10631034482758572,minimum_only
R3-14,jiufu_4f7144680fca9d_first30,df03a95d-bee6-4c4a-a163-1260e9b1aef9,9.928,visible_expiration,True,True,True,-0.15788505747126536,0.3018850574712637,True,-0.2728275862068976,-1.3073103448275862,maximum_only
R3-14,jiufu_4f7144680fca9d_first30,dc27ddd4-5e52-4cc8-88a7-7b5cd3b9468f,11.125,visible_expiration,True,True,True,-0.20545977011494188,0.36925287356321945,True,-1.4698275862068968,0.599137931034484,maximum_only
R3-14,jiufu_4f7144680fca9d_first30,7116ba96-29c8-4682-8670-dfa218f09fcf,12.028,visible_expiration,True,True,True,0.04096551724138031,-0.533747126436781,True,1.075448275862069,-0.3038620689655165,maximum_only
R3-14,jiufu_4f7144680fca9d_first30,539374e1-9377-4ee6-afe8-552acf7f4c06,13.138,visible_expiration,True,True,True,0.19533333333333402,-0.4943218390804578,True,-0.034551724137930506,0.5401609195402308,maximum_only
R3-14,jiufu_4f7144680fca9d_first30,e23baef3-e502-4b5a-b3a6-2eeef18b8db4,14.062,visible_expiration,True,True,True,-0.7286666666666655,-0.38383908045976867,True,-0.95855172413793,-0.38383908045976867,no_extremum_within_tolerance
R3-14,jiufu_4f7144680fca9d_first30,30dfaa6a-7a62-48d5-adc3-88413a5ea0fc,18.085,visible_expiration,True,True,True,-0.15396551724137808,-0.6137356321839071,True,0.19086206896551872,-0.26890804597701035,both_extrema_nearby
R3-14,jiufu_4f7144680fca9d_first30,3517d025-8342-4be2-8920-cf9db324ee75,19.097,visible_expiration,True,True,True,0.32828735632183736,-0.3613678160919527,True,0.7880574712643664,-0.2464252873563204,minimum_only
R3-14,jiufu_4f7144680fca9d_first30,32132b55-c2bd-4343-aa28-edb6437ee52f,20.368,visible_expiration,True,True,True,-0.13811494252873402,0.09177011494253051,True,-0.4829425287356308,0.20671264367816278,both_extrema_nearby
R3-14,jiufu_4f7144680fca9d_first30,08bc2b3c-998a-497b-9ea3-691c35e1a00b,21.965,visible_expiration,True,True,True,-0.24086206896551587,0.10396551724138092,True,-0.35580459770114814,0.10396551724138092,both_extrema_nearby
R3-14,jiufu_4f7144680fca9d_first30,8644482f-eb14-433b-bd21-86ee174df91e,22.992,visible_expiration,True,True,True,0.22639080459770256,-0.11843678160919424,True,0.6861609195402316,-0.9230344827586201,both_extrema_nearby
R3-14,jiufu_4f7144680fca9d_first30,60c0f67e-955a-4fea-b2ac-5088a02cd570,23.908,visible_expiration,True,True,True,0.2299310344827603,-0.11489655172413649,True,-0.22983908045976875,-1.8390344827586205,both_extrema_nearby
R3-14,jiufu_4f7144680fca9d_first30,98617128-764a-4372-a1ac-26c94c695bb7,25.962,visible_expiration,True,True,True,-0.0999310344827613,0.3598390804597713,True,0.12995402298850678,0.015011494252874513,both_extrema_nearby
R3-14,jiufu_4f7144680fca9d_first30,102e865b-e1e8-4785-8c98-b8fbb06acc4e,27.037,visible_expiration,True,True,True,-1.1749310344827606,-0.715160919540228,True,0.08943678160920143,0.4342643678160947,maximum_only
R3-14,jiufu_4f7144680fca9d_first30,4b5db650-264b-415a-a5bf-75e4638e43b2,27.94,visible_expiration,True,True,True,0.45080459770115056,0.9105747126436796,True,0.22091954022988602,-0.46873563218390757,maximum_only
R3-14,jiufu_4f7144680fca9d_first30,bcaf2848-41e2-46a6-b5fa-3dffe8a4ca03,29.382,visible_expiration,True,True,True,0.04328735632183722,-0.5314252873563206,True,-1.2210804597701141,-0.8762528735632173,maximum_only
R3-22,jiufu_bd77cfa7950eaa_first30,9d7f1084-58e6-4645-a8da-f4f41da08add,0.643,thermal_extremum_only,True,False,True,1.5409080459770121,0.9661954022988506,True,3.379988505747127,2.4604482758620696,no_extremum_within_tolerance
R3-22,jiufu_bd77cfa7950eaa_first30,cfdc757a-228b-4e75-88e8-8cfbd67c45ff,3.877,thermal_extremum_only,True,False,True,0.031045977011494585,-0.7735517241379304,True,0.14598850574712685,-0.7735517241379304,maximum_only
R3-22,jiufu_bd77cfa7950eaa_first30,0b273f67-64fe-4e5c-aa3c-ab428d6ef04e,5.587,thermal_extremum_only,True,False,True,-1.6789540229885054,-2.4835517241379303,True,0.27506896551724225,-0.644471264367815,maximum_only
R3-22,jiufu_bd77cfa7950eaa_first30,017f4e47-664b-4da1-a62f-70b750382f56,10.333,thermal_extremum_only,True,False,True,1.046310344827587,0.4715977011494257,True,1.2761954022988515,0.7014827586206902,no_extremum_within_tolerance
R3-22,jiufu_bd77cfa7950eaa_first30,7eb34894-5da5-4d08-b1e2-503f9dc5237b,11.733,thermal_extremum_only,True,False,True,-0.35368965517241335,-0.9284022988505747,True,-0.12380459770114882,0.680793103448277,maximum_only
R3-22,jiufu_bd77cfa7950eaa_first30,83f03499-ddf8-4f41-b655-9bd1e048d66b,13.053,thermal_extremum_only,True,False,True,0.05044827586206857,-0.2943793103448282,True,-0.17943678160919596,-0.6392068965517232,both_extrema_nearby
R3-22,jiufu_bd77cfa7950eaa_first30,633aa362-3c26-4b6c-917e-6def4d3e94fa,14.393,thermal_extremum_only,True,False,False,-1.2895517241379313,-1.634379310344828,False,-1.5194367816091958,-1.979206896551723,no_observed_ROI_sample
R3-22,jiufu_bd77cfa7950eaa_first30,49cb0b5a-f877-422a-9029-a7c70c155e45,16.022,thermal_extremum_only,True,False,True,0.18489655172414032,0.8745517241379339,True,0.06995402298850806,0.8745517241379339,maximum_only
R3-22,jiufu_bd77cfa7950eaa_first30,144de5e1-affa-45e9-821a-5bbaaefdbe17,18.813,thermal_extremum_only,True,False,True,-0.19231034482758247,0.7272298850574757,True,-0.0773678160919502,0.2674597701149466,both_extrema_nearby
R3-22,jiufu_bd77cfa7950eaa_first30,4e7ee185-6c04-4a21-b1a4-daeab79fdf6f,21.112,thermal_extremum_only,True,False,True,0.38225287356322113,-1.5717701149425238,True,0.4971954022988534,-0.9970574712643661,no_extremum_within_tolerance
R3-22,jiufu_bd77cfa7950eaa_first30,1e016dd3-b0ef-4943-ba22-93678dd2b666,22.737,thermal_extremum_only,True,False,True,-1.2427471264367789,2.550356321839086,True,0.5963333333333374,1.515873563218399,no_extremum_within_tolerance
R3-22,jiufu_bd77cfa7950eaa_first30,7c547479-86cb-4753-ae62-c83a6a2f1b3a,24.655,thermal_extremum_only,True,False,True,-0.40212643678160376,0.6323563218390831,True,0.6323563218390831,-0.40212643678160376,no_extremum_within_tolerance
