cohort,method,window_id,status,predicted_time,reference_time,absolute_error
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,FN,,1.075,
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,FN,,2.512,
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,FN,,12.33,
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,FN,,18.272,
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,FN,,22.705,
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,FN,,24.972,
R3_full11,frozen_direct,jiufu_f920435ef76ec4_first30,FN,,29.532,
R3_full11,unfrozen_direct,jiufu_f920435ef76ec4_first30,TP,8.045977011494253,7.978,0.0679770114942535
R3_full11,unfrozen_direct,jiufu_f920435ef76ec4_first30,TP,12.06896551724138,12.33,0.2610344827586193
R3_full11,unfrozen_direct,jiufu_f920435ef76ec4_first30,TP,20.45977011494253,20.523,0.06322988505747063
R3_full11,unfrozen_direct,jiufu_f920435ef76ec4_first30,TP,24.712643678160923,24.972,0.2593563218390784
R3_full11,unfrozen_direct,jiufu_f920435ef76ec4_first30,TP,27.70114942528736,27.722,0.020850574712643066
R3_full11,unfrozen_direct,jiufu_f920435ef76ec4_first30,FP,0.3448275862068966,,
R3_full11,unfrozen_direct,jiufu_f920435ef76ec4_first30,FP,8.735632183908047,,
R3_full11,unfrozen_direct,jiufu_f920435ef76ec4_first30,FP,17.471264367816094,,
R3_full11,unfrozen_direct,jiufu_f920435ef76ec4_first30,FP,23.333333333333336,,
R3_full11,unfrozen_direct,jiufu_f920435ef76ec4_first30,FN,,1.075,
R3_full11,unfrozen_direct,jiufu_f920435ef76ec4_first30,FN,,2.512,
R3_full11,unfrozen_direct,jiufu_f920435ef76ec4_first30,FN,,18.272,
R3_full11,unfrozen_direct,jiufu_f920435ef76ec4_first30,FN,,22.705,
R3_full11,unfrozen_direct,jiufu_f920435ef76ec4_first30,FN,,29.532,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,0.628,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,1.893,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,3.193,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,4.192,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,5.292,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,6.658,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,8.727,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,9.928,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,11.125,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,12.028,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,13.138,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,14.062,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,18.085,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,19.097,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,20.368,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,21.965,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,22.992,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,23.908,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,25.962,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,27.037,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,27.94,
R3_full11,original_pipeline,jiufu_4f7144680fca9d_first30,FN,,29.382,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,0.628,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,1.893,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,3.193,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,4.192,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,5.292,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,6.658,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,8.727,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,9.928,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,11.125,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,12.028,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,13.138,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,14.062,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,18.085,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,19.097,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,20.368,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,21.965,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,22.992,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,23.908,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,25.962,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,27.037,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,27.94,
R3_full11,frozen_direct,jiufu_4f7144680fca9d_first30,FN,,29.382,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,0.628,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,1.893,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,3.193,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,4.192,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,5.292,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,6.658,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,8.727,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,9.928,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,11.125,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,12.028,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,13.138,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,14.062,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,18.085,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,19.097,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,20.368,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,21.965,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,22.992,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,23.908,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,25.962,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,27.037,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,27.94,
R3_full11,unfrozen_direct,jiufu_4f7144680fca9d_first30,FN,,29.382,
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,TP,4.022988505747127,3.877,0.14598850574712685
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,TP,5.862068965517242,5.587,0.27506896551724225
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,TP,10.114942528735632,10.333,0.21805747126436792
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,TP,11.609195402298852,11.733,0.12380459770114882
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,TP,12.873563218390805,13.053,0.17943678160919596
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,TP,16.091954022988507,16.022,0.06995402298850806
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,TP,27.35632183908046,27.103,0.2533218390804599
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,TP,29.195402298850578,29.33,0.1345977011494206
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,FP,13.908045977011495,,
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,FP,17.24137931034483,,
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,FP,19.42528735632184,,
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,FP,20.45977011494253,,
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,FP,21.60919540229885,,
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,FP,23.333333333333336,,
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,FP,25.517241379310345,,
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,FN,,0.643,
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,FN,,14.393,
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,FN,,18.813,
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,FN,,21.112,
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,FN,,22.737,
R3_full11,original_pipeline,jiufu_bd77cfa7950eaa_first30,FN,,24.655,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,TP,4.022988505747127,3.877,0.14598850574712685
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,TP,10.229885057471265,10.333,0.10311494252873565
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,TP,11.609195402298852,11.733,0.12380459770114882
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,TP,12.988505747126435,13.053,0.06449425287356547
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,TP,15.977011494252874,16.022,0.04498850574712421
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,TP,22.75862068965517,22.737,0.021620689655172498
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,TP,29.195402298850578,29.33,0.1345977011494206
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FP,2.183908045977012,,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FP,5.977011494252874,,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FP,17.471264367816094,,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FP,18.390804597701152,,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FP,19.42528735632184,,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FP,20.344827586206897,,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FP,21.60919540229885,,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FP,25.17241379310345,,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FP,26.436781609195403,,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FP,27.471264367816094,,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FN,,0.643,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FN,,5.587,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FN,,14.393,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FN,,18.813,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FN,,21.112,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FN,,24.655,
R3_full11,frozen_direct,jiufu_bd77cfa7950eaa_first30,FN,,27.103,
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,TP,4.022988505747127,3.877,0.14598850574712685
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,TP,11.609195402298852,11.733,0.12380459770114882
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,TP,13.10344827586207,13.053,0.05044827586206857
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,TP,15.977011494252874,16.022,0.04498850574712421
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,TP,18.73563218390805,18.813,0.0773678160919502
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,TP,22.75862068965517,22.737,0.021620689655172498
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,TP,24.48275862068966,24.655,0.17224137931034278
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,TP,29.080459770114945,29.33,0.24954022988505287
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,FP,2.183908045977012,,
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,FP,5.977011494252874,,
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,FP,7.241379310344828,,
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,FP,10.0,,
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,FP,14.827586206896552,,
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,FP,17.471264367816094,,
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,FP,20.45977011494253,,
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,FP,21.60919540229885,,
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,FP,23.333333333333336,,
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,FP,27.58620689655173,,
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,FN,,0.643,
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,FN,,5.587,
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,FN,,10.333,
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,FN,,14.393,
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,FN,,21.112,
R3_full11,unfrozen_direct,jiufu_bd77cfa7950eaa_first30,FN,,27.103,
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,TP,14.13793103448276,14.163,0.02506896551724047
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,TP,25.977011494252874,25.793,0.184011494252875
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,TP,27.1264367816092,27.272,0.145563218390798
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,FP,5.517241379310345,,
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,FP,12.183908045977011,,
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,FP,16.20689655172414,,
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,FP,17.471264367816094,,
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,FP,18.505747126436784,,
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,FP,23.5632183908046,,
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,FP,28.620689655172416,,
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,FN,,1.002,
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,FN,,1.668,
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,FN,,3.567,
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,FN,,4.708,
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,FN,,13.043,
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,FN,,17.158,
R3_full11,original_pipeline,jiufu_cc60214ff2d564_first30,FN,,19.408,
R3_full11,frozen_direct,jiufu_cc60214ff2d564_first30,TP,0.8045977011494253,1.002,0.1974022988505747
R3_full11,frozen_direct,jiufu_cc60214ff2d564_first30,TP,1.6091954022988506,1.668,0.05880459770114932
R3_full11,frozen_direct,jiufu_cc60214ff2d564_first30,TP,3.563218390804598,3.567,0.003781609195402158
R3_full11,frozen_direct,jiufu_cc60214ff2d564_first30,TP,4.482758620689656,4.708,0.2252413793103445
R3_full11,frozen_direct,jiufu_cc60214ff2d564_first30,TP,12.988505747126435,13.043,0.05449425287356391
R3_full11,frozen_direct,jiufu_cc60214ff2d564_first30,TP,14.252873563218392,14.163,0.0898735632183918
R3_full11,frozen_direct,jiufu_cc60214ff2d564_first30,TP,17.24137931034483,17.158,0.08337931034482793
R3_full11,frozen_direct,jiufu_cc60214ff2d564_first30,TP,19.655172413793107,19.408,0.2471724137931055
R3_full11,frozen_direct,jiufu_cc60214ff2d564_first30,TP,25.74712643678161,25.793,0.045873563218389535
R3_full11,frozen_direct,jiufu_cc60214ff2d564_first30,FP,2.413793103448276,,
R3_full11,frozen_direct,jiufu_cc60214ff2d564_first30,FP,5.74712643678161,,
R3_full11,frozen_direct,jiufu_cc60214ff2d564_first30,FP,16.436781609195403,,
R3_full11,frozen_direct,jiufu_cc60214ff2d564_first30,FP,28.27586206896552,,
R3_full11,frozen_direct,jiufu_cc60214ff2d564_first30,FN,,27.272,
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,TP,1.6091954022988506,1.668,0.05880459770114932
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,TP,3.563218390804598,3.567,0.003781609195402158
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,TP,4.597701149425288,4.708,0.11029885057471223
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,TP,12.758620689655173,13.043,0.28437931034482666
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,TP,14.022988505747128,14.163,0.14001149425287274
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,TP,25.977011494252874,25.793,0.184011494252875
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,FP,0.574712643678161,,
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,FP,2.528735632183908,,
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,FP,5.6321839080459775,,
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,FP,10.57471264367816,,
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,FP,18.27586206896552,,
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,FP,20.0,,
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,FP,24.59770114942529,,
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,FP,27.70114942528736,,
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,FN,,1.002,
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,FN,,17.158,
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,FN,,19.408,
R3_full11,unfrozen_direct,jiufu_cc60214ff2d564_first30,FN,,27.272,
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,TP,8.735632183908047,8.64,0.09563218390804629
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,TP,10.689655172413794,10.84,0.15034482758620626
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,TP,12.758620689655173,12.707,0.05162068965517186
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,TP,18.85057471264368,19.045,0.1944252873563208
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,TP,22.52873563218391,22.667,0.13826436781609175
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,TP,27.81609195402299,27.703,0.1130919540229911
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,FP,0.3448275862068966,,
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,FP,1.4942528735632186,,
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,FP,2.6436781609195403,,
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,FP,4.367816091954023,,
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,FP,6.551724137931035,,
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,FP,19.655172413793107,,
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,FP,21.03448275862069,,
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,FN,,2.262,
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,FN,,3.99,
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,FN,,6.042,
R3_full11,original_pipeline,jiufu_55441b4c6fe974_first30,FN,,29.973,
R3_full11,frozen_direct,jiufu_55441b4c6fe974_first30,TP,2.298850574712644,2.262,0.03685057471264397
R3_full11,frozen_direct,jiufu_55441b4c6fe974_first30,TP,8.85057471264368,8.64,0.21057471264367855
R3_full11,frozen_direct,jiufu_55441b4c6fe974_first30,TP,10.689655172413794,10.84,0.15034482758620626
R3_full11,frozen_direct,jiufu_55441b4c6fe974_first30,TP,12.643678160919542,12.707,0.06332183908045863
R3_full11,frozen_direct,jiufu_55441b4c6fe974_first30,TP,18.965517241379317,19.045,0.07948275862068499
R3_full11,frozen_direct,jiufu_55441b4c6fe974_first30,TP,22.52873563218391,22.667,0.13826436781609175
R3_full11,frozen_direct,jiufu_55441b4c6fe974_first30,TP,27.70114942528736,27.703,0.001850574712641162
R3_full11,frozen_direct,jiufu_55441b4c6fe974_first30,FP,4.367816091954023,,
R3_full11,frozen_direct,jiufu_55441b4c6fe974_first30,FP,7.471264367816093,,
R3_full11,frozen_direct,jiufu_55441b4c6fe974_first30,FP,17.586206896551726,,
R3_full11,frozen_direct,jiufu_55441b4c6fe974_first30,FP,20.0,,
R3_full11,frozen_direct,jiufu_55441b4c6fe974_first30,FP,21.03448275862069,,
R3_full11,frozen_direct,jiufu_55441b4c6fe974_first30,FN,,3.99,
R3_full11,frozen_direct,jiufu_55441b4c6fe974_first30,FN,,6.042,
R3_full11,frozen_direct,jiufu_55441b4c6fe974_first30,FN,,29.973,
R3_full11,unfrozen_direct,jiufu_55441b4c6fe974_first30,TP,2.0689655172413794,2.262,0.19303448275862056
R3_full11,unfrozen_direct,jiufu_55441b4c6fe974_first30,TP,4.252873563218391,3.99,0.26287356321839095
R3_full11,unfrozen_direct,jiufu_55441b4c6fe974_first30,TP,8.39080459770115,8.64,0.2491954022988505
R3_full11,unfrozen_direct,jiufu_55441b4c6fe974_first30,TP,10.689655172413794,10.84,0.15034482758620626
R3_full11,unfrozen_direct,jiufu_55441b4c6fe974_first30,TP,12.758620689655173,12.707,0.05162068965517186
R3_full11,unfrozen_direct,jiufu_55441b4c6fe974_first30,TP,18.85057471264368,19.045,0.1944252873563208
R3_full11,unfrozen_direct,jiufu_55441b4c6fe974_first30,TP,22.52873563218391,22.667,0.13826436781609175
R3_full11,unfrozen_direct,jiufu_55441b4c6fe974_first30,FP,0.3448275862068966,,
R3_full11,unfrozen_direct,jiufu_55441b4c6fe974_first30,FP,3.218390804597701,,
R3_full11,unfrozen_direct,jiufu_55441b4c6fe974_first30,FP,7.471264367816093,,
R3_full11,unfrozen_direct,jiufu_55441b4c6fe974_first30,FP,9.88505747126437,,
R3_full11,unfrozen_direct,jiufu_55441b4c6fe974_first30,FP,17.586206896551726,,
R3_full11,unfrozen_direct,jiufu_55441b4c6fe974_first30,FP,20.919540229885055,,
R3_full11,unfrozen_direct,jiufu_55441b4c6fe974_first30,FN,,6.042,
R3_full11,unfrozen_direct,jiufu_55441b4c6fe974_first30,FN,,27.703,
R3_full11,unfrozen_direct,jiufu_55441b4c6fe974_first30,FN,,29.973,
R3_strict9,original_pipeline,jiufu_bb78a10aeab6d5_first30,FN,,1.057,
R3_strict9,original_pipeline,jiufu_bb78a10aeab6d5_first30,FN,,2.392,
R3_strict9,original_pipeline,jiufu_bb78a10aeab6d5_first30,FN,,3.762,
R3_strict9,original_pipeline,jiufu_bb78a10aeab6d5_first30,FN,,7.058,
R3_strict9,original_pipeline,jiufu_bb78a10aeab6d5_first30,FN,,11.075,
R3_strict9,original_pipeline,jiufu_bb78a10aeab6d5_first30,FN,,13.298,
R3_strict9,original_pipeline,jiufu_bb78a10aeab6d5_first30,FN,,15.493,
R3_strict9,original_pipeline,jiufu_bb78a10aeab6d5_first30,FN,,17.202,
R3_strict9,original_pipeline,jiufu_bb78a10aeab6d5_first30,FN,,18.933,
R3_strict9,original_pipeline,jiufu_bb78a10aeab6d5_first30,FN,,20.982,
R3_strict9,original_pipeline,jiufu_bb78a10aeab6d5_first30,FN,,22.983,
R3_strict9,original_pipeline,jiufu_bb78a10aeab6d5_first30,FN,,24.847,
R3_strict9,original_pipeline,jiufu_bb78a10aeab6d5_first30,FN,,26.357,
R3_strict9,original_pipeline,jiufu_bb78a10aeab6d5_first30,FN,,28.063,
R3_strict9,original_pipeline,jiufu_bb78a10aeab6d5_first30,FN,,29.412,
R3_strict9,original_pipeline,jiufu_bb78a10aeab6d5_first30,FN,,29.972,
R3_strict9,frozen_direct,jiufu_bb78a10aeab6d5_first30,TP,11.03448275862069,11.075,0.0405172413793089
R3_strict9,frozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,1.057,
R3_strict9,frozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,2.392,
R3_strict9,frozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,3.762,
R3_strict9,frozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,7.058,
R3_strict9,frozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,13.298,
R3_strict9,frozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,15.493,
R3_strict9,frozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,17.202,
R3_strict9,frozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,18.933,
R3_strict9,frozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,20.982,
R3_strict9,frozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,22.983,
R3_strict9,frozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,24.847,
R3_strict9,frozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,26.357,
R3_strict9,frozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,28.063,
R3_strict9,frozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,29.412,
R3_strict9,frozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,29.972,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FP,9.310344827586208,,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FP,10.114942528735632,,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,1.057,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,2.392,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,3.762,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,7.058,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,11.075,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,13.298,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,15.493,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,17.202,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,18.933,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,20.982,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,22.983,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,24.847,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,26.357,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,28.063,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,29.412,
R3_strict9,unfrozen_direct,jiufu_bb78a10aeab6d5_first30,FN,,29.972,
R3_strict9,original_pipeline,jiufu_7cb985938d0a6a_first30,TP,0.4597701149425288,0.463,0.003229885057471238
