frame_name,left_temp,right_temp,frame_index,motion_coordinate_valid,motion_center_step_norm,motion_scale_step_log,motion_angle_step_rad,motion_score,motion_center_flag,motion_scale_flag,motion_angle_flag,motion_artifact_raw,motion_artifact,motion_center_threshold,motion_scale_threshold,motion_angle_threshold,left_missing_raw,right_missing_raw,left_quality_valid,right_quality_valid,quality_any_valid,left_temp_motion_filtered,right_temp_motion_filtered,left_temp_used,right_temp_used,left_repaired,right_repaired,left_motion_interpolated,right_motion_interpolated,left_norm,right_norm,fused_norm,fused_repaired,fusion_source,selected_fusion_mode,peak_retune_rule,edge_peak_completion,edge_peak_added,smoothing_method,butterworth_order,butterworth_cutoff_hz,rr_estimator,time_peak_count,spectral_count,autocorr_count,joint_count,joint_adjusted,smoothed_norm,is_peak,source_peak_rejected,quality_peak_rejected,mad_ibi_peak_rejected,motion_peak_rejected,motion_interval_peak_rejected,motion_reconstructed_peak,peak_number,event_source,target_time_seconds
frame_000116.jpg,32.20289594934448,33.01852933583864,0,True,,,,0.0,False,False,False,False,False,0.595037193951767,0.12,0.18,False,False,True,True,True,32.20289594934448,33.01852933583864,32.20289594934448,33.01852933583864,False,False,False,False,0.5208870014883648,0.8701502658279137,0.8701502658279137,False,both,right,none,none,0,moving_average,4,2.0,peak,4,-1,-1,4,False,,False,False,False,False,False,False,False,,,13.333333333333334
frame_000117.jpg,33.70016607282146,33.91096034145619,1,True,0.05895375393570693,0.03367466662977993,0.03448745414665564,0.28062222191483277,False,False,False,False,False,0.595037193951767,0.12,0.18,False,False,True,True,True,33.70016607282146,33.91096034145619,33.70016607282146,33.91096034145619,False,False,False,False,1.0,1.0,1.0,False,both,right,none,none,0,moving_average,4,2.0,peak,4,-1,-1,4,False,0.9462820225576216,False,False,False,False,False,False,False,,,13.448275862068966
frame_000118.jpg,33.49111834359569,33.6958129080195,2,True,0.016415934019471955,0.0886755418436433,0.042365762420930715,0.7389628486970276,False,False,False,False,False,0.595037193951767,0.12,0.18,False,False,True,True,True,33.49111834359569,33.6958129080195,33.49111834359569,33.6958129080195,False,False,False,False,0.9331066032702091,0.9686958018449514,0.9686958018449514,False,both,right,none,none,0,moving_average,4,2.0,peak,4,-1,-1,4,False,0.975851742501135,True,False,False,False,False,False,False,1,,13.563218390804598
frame_000119.jpg,33.398506570283935,33.62820948050601,3,True,0.019391588789373946,0.03942847954862992,0.01973812180745589,0.32857066290524933,False,False,False,False,False,0.595037193951767,0.12,0.18,False,False,True,True,True,33.398506570283935,33.62820948050601,33.398506570283935,33.62820948050601,False,False,False,False,0.9034716671867766,0.9588594256584537,0.9588594256584537,False,both,right,none,none,0,moving_average,4,2.0,peak,4,-1,-1,4,False,0.9644403767079406,False,False,False,False,False,False,False,,,13.67816091954023
frame_000120.jpg,33.28662638431024,33.6756763022114,4,True,0.051142455307773005,0.01332207909533303,0.018074330566705175,0.11101732579444193,False,False,False,False,False,0.595037193951767,0.12,0.18,False,False,True,True,True,33.28662638431024,33.6756763022114,33.28662638431024,33.6756763022114,False,False,False,False,0.8676710120241539,0.9657659026204166,0.9657659026204166,False,both,right,none,none,0,moving_average,4,2.0,peak,4,-1,-1,4,False,0.9634637436330955,False,False,False,False,False,False,False,,,13.793103448275863
frame_000121.jpg,33.28662638431024,33.6756763022114,5,True,0.0,0.0,0.0,0.0,False,False,False,False,False,0.595037193951767,0.12,0.18,False,False,True,True,True,33.28662638431024,33.6756763022114,33.28662638431024,33.6756763022114,False,False,False,False,0.8676710120241539,0.9657659026204166,0.9657659026204166,False,both,right,none,none,0,moving_average,4,2.0,peak,4,-1,-1,4,False,0.9695835872856788,False,False,False,False,False,False,False,,,13.908045977011495
frame_000122.jpg,33.31724803545246,33.754390829892344,6,True,0.04307903482127528,0.01053396276384845,0.007098410123077834,0.08778302303207043,False,False,False,False,False,0.595037193951767,0.12,0.18,False,False,True,True,True,33.31724803545246,33.754390829892344,33.31724803545246,33.754390829892344,False,False,False,False,0.8774696654989566,0.9772189566162033,0.9772189566162033,False,both,right,none,none,0,moving_average,4,2.0,peak,4,-1,-1,4,False,0.9686962705785463,False,False,False,False,False,False,False,,,14.022988505747128
frame_000123.jpg,33.10917567770944,33.657381256488826,7,True,0.05554242308594709,0.04776680096401912,0.0037861915708412635,0.3980566747001593,False,False,False,False,False,0.595037193951767,0.12,0.18,False,False,True,True,True,33.10917567770944,33.657381256488826,33.10917567770944,33.657381256488826,False,False,False,False,0.810888378887732,0.9631039524990193,0.9631039524990193,False,both,right,none,none,0,moving_average,4,2.0,peak,4,-1,-1,4,False,0.9555684736647754,False,False,False,False,False,False,False,,,14.13793103448276
frame_000124.jpg,33.15193487750552,33.40500220936097,8,True,0.0915971586888241,0.059748339313131664,0.0012018947990879657,0.49790282760943055,False,False,False,False,False,0.595037193951767,0.12,0.18,False,False,True,True,True,33.15193487750552,33.40500220936097,33.15193487750552,33.40500220936097,False,False,False,False,0.8245709389729384,0.9263825118791037,0.9263825118791037,False,both,right,none,none,0,moving_average,4,2.0,peak,4,-1,-1,4,False,0.9373660790022872,False,False,False,False,False,False,False,,,14.252873563218392
frame_000125.jpg,32.921700899742866,33.379086679825384,9,True,0.12274095167253962,0.001588489921171418,0.011887534404043977,0.20627441934745486,False,False,False,False,False,0.595037193951767,0.12,0.18,False,False,True,True,True,32.921700899742866,33.379086679825384,32.921700899742866,33.379086679825384,False,False,False,False,0.7508981329004001,0.9226117726287385,0.9226117726287385,False,both,right,none,none,0,moving_average,4,2.0,peak,4,-1,-1,4,False,0.9189206877468383,False,False,False,False,False,False,False,,,14.367816091954024
