grid_index,time_seconds,is_human_reference
4,0.4597701149425288,False
27,3.1034482758620694,False
44,5.057471264367816,False
50,5.74712643678161,False
59,6.781609195402299,False
71,8.160919540229886,False
79,9.080459770114944,False
108,12.413793103448278,False
123,14.13793103448276,False
137,15.74712643678161,False
150,17.24137931034483,False
164,18.85057471264368,False
200,22.98850574712644,False
213,24.48275862068966,False
229,26.32183908045977,False
239,27.471264367816094,False
244,28.045977011494255,False
