grid_index,time_seconds,is_human_reference
16,1.8390804597701151,False
34,3.9080459770114944,False
50,5.74712643678161,False
59,6.781609195402299,False
67,7.701149425287357,False
78,8.965517241379311,False
96,11.03448275862069,False
103,11.839080459770116,False
112,12.873563218390805,False
120,13.793103448275863,False
129,14.827586206896553,False
153,17.586206896551726,False
163,18.73563218390805,False
175,20.114942528735632,False
221,25.402298850574716,False
233,26.7816091954023,False
240,27.586206896551726,False
