window_id,start_seconds,end_seconds,duration_seconds
jiufu_e6b17e79b0b593_first30,16.228333333333335,18.83666666666667,2.6083333333333343
jiufu_d34b67b3b4cc6c_first30,29.638333333333332,30.0,0.36166666666666814
jiufu_d31bd7d7642ce6_first30,19.951666666666668,22.40666666666667,2.455000000000002
jiufu_73db0107967f0e_first30,16.98166666666667,19.73166666666667,2.75
jiufu_7045c3900be0cc_first30,24.75166666666667,27.276666666666667,2.5249999999999986
jiufu_36ee658c295629_first30,18.563333333333336,21.081666666666667,2.518333333333331
jiufu_56e83ecf9a14bb_first30,4.445,6.778333333333334,2.333333333333334
jiufu_943fc8675c704c_first30,10.863333333333332,13.311666666666667,2.448333333333336
jiufu_2aaced556ff39d_first30,11.275,13.631666666666668,2.3566666666666674
jiufu_4f7144680fca9d_first30,14.061666666666667,16.491666666666667,2.4299999999999997
jiufu_053d6bd561c20b_first30,12.785,15.288333333333334,2.503333333333334
jiufu_9a14e05c1c184c_first30,15.768333333333334,18.276666666666667,2.508333333333333
jiufu_c5ff3e35124405_first30,11.148333333333332,13.546666666666669,2.398333333333337
jiufu_58da0349ace78c_first30,11.743333333333334,14.246666666666668,2.503333333333334
jiufu_f0f7415c6e495e_first30,3.841666666666667,6.265000000000001,2.423333333333334
jiufu_6328167f32f25e_first30,13.933333333333334,16.41,2.4766666666666666
jiufu_ce6835d13f136d_first30,4.541666666666667,7.243333333333334,2.701666666666667
jiufu_3f44e994a4ccb7_first30,28.238333333333337,28.741666666666667,0.5033333333333303
jiufu_58a951a34f7249_first30,5.671666666666667,8.223333333333334,2.5516666666666676
jiufu_b230c11bab398b_first30,23.16333333333333,25.541666666666668,2.3783333333333374
jiufu_d34b02325b217f_first30,8.288333333333334,10.898333333333332,2.6099999999999977
jiufu_61a48001d2c6ac_first30,20.28,22.861666666666668,2.581666666666667
jiufu_61a3c1628d9017_first30,10.036666666666669,12.413333333333334,2.376666666666665
jiufu_afbc3c7536759a_first30,9.225,11.778333333333334,2.5533333333333346
jiufu_6e5606d58e82c5_first30,7.161666666666667,9.663333333333334,2.501666666666667
jiufu_1686565c1da471_first30,28.48,30.0,1.5199999999999996
jiufu_6434f8ad9b4978_first30,28.10166666666667,30.0,1.8983333333333299
jiufu_0f495ca37676e0_first30,17.873333333333335,20.51833333333333,2.644999999999996
jiufu_87e482c45f5ec2_first30,25.94,28.06833333333333,2.1283333333333303
jiufu_c79b86b8813e90_first30,22.33833333333333,24.758333333333336,2.4200000000000053
jiufu_d0a278abbce35d_first30,10.506666666666668,13.171666666666669,2.665000000000001
jiufu_24b7bfc0889845_first30,1.485,4.015000000000001,2.5300000000000002
jiufu_fc574ca4aa0e22_first30,29.183333333333334,30.0,0.8166666666666664
jiufu_9fc4ab4ff20989_first30,20.23166666666667,22.74833333333333,2.516666666666662
jiufu_4a28bba3529d28_first30,5.383333333333334,8.133333333333335,2.750000000000001
jiufu_14d4ade8b6206e_first30,17.25166666666667,19.92666666666667,2.6750000000000007
jiufu_d37cd7a2cec816_first30,5.343333333333334,7.9316666666666675,2.588333333333334
jiufu_fdd90da34c7a97_first30,12.171666666666669,14.523333333333332,2.351666666666663
jiufu_766cc912612d8c_first30,8.303333333333335,10.77,2.466666666666665
jiufu_2320c69c168a7a_first30,16.96666666666667,19.423333333333336,2.456666666666667
jiufu_34e5b460466c18_first30,20.19666666666667,22.67833333333333,2.481666666666662
jiufu_96dfaf729ad3d4_first30,22.43166666666667,24.85333333333333,2.4216666666666633
jiufu_f6508f398bcf0f_first30,29.83666666666667,30.0,0.16333333333333044
jiufu_1ededf79f4d325_first30,20.273333333333333,22.68166666666667,2.408333333333335
jiufu_d3820405b5afe2_first30,10.153333333333334,12.613333333333332,2.4599999999999973
jiufu_7b10e1dbd08a03_first30,10.171666666666669,12.726666666666668,2.5549999999999997
jiufu_4a3dc560468965_first30,6.195,8.811666666666667,2.616666666666667
jiufu_82901a53b6079a_first30,9.718333333333334,12.106666666666667,2.3883333333333336
jiufu_7f3b12c4283ff8_first30,29.956666666666667,30.0,0.043333333333333
jiufu_36d04432159cdf_first30,9.12,11.598333333333334,2.4783333333333353
jiufu_7beb44b12a5f36_first30,20.67833333333333,23.09,2.411666666666669
