grid_index,time_seconds,is_human_reference
14,1.6091954022988506,False
33,3.7931034482758625,False
65,7.471264367816093,False
71,8.160919540229886,False
95,10.919540229885058,False
106,12.183908045977013,False
115,13.218390804597702,False
124,14.252873563218392,False
140,16.091954022988507,False
152,17.471264367816094,False
161,18.505747126436784,False
173,19.885057471264368,False
186,21.379310344827587,False
194,22.298850574712645,False
202,23.218390804597703,False
227,26.091954022988507,False
241,27.70114942528736,False
