cohort,arm,window_id,predicted_count,truth_count,predicted_rr_bpm,truth_rr_bpm
lindian49,native,177395_anchored_30s,35,36,70.00450531088781,72.00463403405602
lindian49,native,190546_anchored_30s,23,21,45.98188371023203,41.983459039777074
lindian49,native,190588_anchored_30s,23,23,46.06251414638894,46.06251414638894
lindian49,native,196434_anchored_30s,15,16,29.95426971657581,31.951221031014196
lindian49,native,200713_anchored_30s,20,18,40.03261218107618,36.029350962968564
lindian49,native,200718_anchored_30s,18,17,35.93329976039395,33.937005329260955
lindian49,native,210989_anchored_30s,19,18,37.952122815549465,35.95464266736265
lindian49,native,211056_anchored_30s,25,24,50.05796631214021,48.0556476596546
lindian49,native,211070_anchored_30s,25,28,50.07880205463353,56.08825830118955
lindian49,native,ba170296_anchored_30s,18,18,35.98096787775375,35.98096787775375
lindian49,native,ba177610_anchored_30s,23,23,46.04135243121542,46.04135243121542
lindian49,native,ba455_anchored_30s,30,27,60.020829960072376,54.01874696406514
lindian49,native,ba6516_anchored_30s,24,22,47.977595439000005,43.979462485750005
lindian49,native,bs0514_anchored_30s,20,21,40.0300046648156,42.03150489805638
lindian49,native,bs170227_anchored_30s,18,19,35.94231787141648,37.93911330871739
lindian49,native,bs177611_anchored_30s,19,19,38.01440597473534,38.01440597473534
lindian49,native,bs189556_anchored_30s,13,13,26.003282862119793,26.003282862119793
lindian49,native,bs190624_anchored_30s,27,27,54.06641738707528,54.06641738707528
lindian49,native,bs200673_anchored_30s,31,33,61.95872201193185,65.95605891592746
lindian49,native,bs200794_anchored_30s,29,29,58.08854780587004,58.08854780587004
lindian49,native,bs210974_anchored_30s,23,28,45.95201090080691,55.94157848793885
lindian49,native,bs211046_anchored_30s,17,19,34.048621162765734,38.0543412995617
lindian49,native,bs211063_anchored_30s,32,32,64.07799590670727,64.07799590670727
lindian49,native,bs450_anchored_30s,32,33,64.1033142006075,66.10654276937647
lindian49,native,bs455_anchored_30s,20,21,39.98315409553117,41.98231180030773
lindian49,native,bs4717_anchored_30s,31,30,62.021524292074794,60.020829960072376
lindian49,native,bs6516_anchored_30s,18,18,35.94921460159457,35.94921460159457
lindian49,native,ns170082_anchored_30s,31,29,61.95027971778302,57.95348747792605
lindian49,native,ns179166_anchored_30s,36,34,71.89143595939596,67.89746729498508
lindian49,native,ns196527_anchored_30s,37,33,73.87855479633181,65.89168400753918
lindian49,native,ns200886_anchored_30s,31,28,61.92353510669971,55.930934935083606
lindian49,native,ns210947_anchored_30s,21,24,42.02482479101579,48.028371189732326
lindian49,native,ns211003_anchored_30s,22,21,43.94085910649132,41.94354732892353
lindian49,native,ns211095_anchored_30s,26,23,51.96882085407247,45.972418447833334
lindian49,native,ns211146_anchored_30s,31,28,62.059630846373295,56.053860119304915
lindian49,native,zs170236_anchored_30s,31,30,62.036397819872406,60.03522369665071
lindian49,native,zs170416_anchored_30s,21,22,41.93461806860272,43.931504643298084
lindian49,native,zs170554_anchored_30s,22,23,44.04830026509091,46.05049573168595
lindian49,native,zs190621_anchored_30s,19,21,38.02810426937277,42.03106261351727
lindian49,native,zs197000_anchored_30s,25,26,49.90897559182175,51.90533461549462
lindian49,native,zs200751_anchored_30s,29,29,57.99536111931702,57.99536111931702
lindian49,native,zs200783_anchored_30s,22,21,44.0066116871293,42.00631115589615
lindian49,native,zs211062_anchored_30s,21,16,41.939609709811364,31.953988350332466
lindian49,uniform,16170075_anchored_30s,27,28,53.90309956893412,55.89951066407982
lindian49,uniform,170272_anchored_30s,26,24,51.969079532374295,47.97145802988396
lindian49,uniform,170333_anchored_30s,20,16,39.94370416501794,31.95496333201435
lindian49,uniform,170334_anchored_30s,18,18,36.04975059920969,36.04975059920969
lindian49,uniform,177395_anchored_30s,35,36,70.00450531088781,72.00463403405602
lindian49,uniform,190546_anchored_30s,24,21,47.98109604545951,41.983459039777074
lindian49,uniform,190588_anchored_30s,23,23,46.06251414638894,46.06251414638894
lindian49,uniform,196434_anchored_30s,15,16,29.95426971657581,31.951221031014196
lindian49,uniform,200713_anchored_30s,20,18,40.03261218107618,36.029350962968564
lindian49,uniform,200718_anchored_30s,18,17,35.93329976039395,33.937005329260955
lindian49,uniform,210989_anchored_30s,19,18,37.952122815549465,35.95464266736265
lindian49,uniform,211056_anchored_30s,25,24,50.05796631214021,48.0556476596546
lindian49,uniform,211070_anchored_30s,25,28,50.07880205463353,56.08825830118955
lindian49,uniform,ba170296_anchored_30s,18,18,35.98096787775375,35.98096787775375
lindian49,uniform,ba177610_anchored_30s,23,23,46.04135243121542,46.04135243121542
lindian49,uniform,ba455_anchored_30s,29,27,58.020135628069966,54.01874696406514
lindian49,uniform,ba6516_anchored_30s,24,22,47.977595439000005,43.979462485750005
lindian49,uniform,bs0514_anchored_30s,20,21,40.0300046648156,42.03150489805638
lindian49,uniform,bs170227_anchored_30s,18,19,35.94231787141648,37.93911330871739
lindian49,uniform,bs177611_anchored_30s,19,19,38.01440597473534,38.01440597473534
lindian49,uniform,bs189556_anchored_30s,13,13,26.003282862119793,26.003282862119793
lindian49,uniform,bs190624_anchored_30s,27,27,54.06641738707528,54.06641738707528
lindian49,uniform,bs200673_anchored_30s,31,33,61.95872201193185,65.95605891592746
lindian49,uniform,bs200794_anchored_30s,29,29,58.08854780587004,58.08854780587004
lindian49,uniform,bs210974_anchored_30s,23,28,45.95201090080691,55.94157848793885
lindian49,uniform,bs211046_anchored_30s,17,19,34.048621162765734,38.0543412995617
lindian49,uniform,bs211063_anchored_30s,32,32,64.07799590670727,64.07799590670727
lindian49,uniform,bs450_anchored_30s,32,33,64.1033142006075,66.10654276937647
lindian49,uniform,bs455_anchored_30s,20,21,39.98315409553117,41.98231180030773
lindian49,uniform,bs4717_anchored_30s,31,30,62.021524292074794,60.020829960072376
lindian49,uniform,bs6516_anchored_30s,18,18,35.94921460159457,35.94921460159457
lindian49,uniform,ns170082_anchored_30s,31,29,61.95027971778302,57.95348747792605
lindian49,uniform,ns179166_anchored_30s,36,34,71.89143595939596,67.89746729498508
lindian49,uniform,ns196527_anchored_30s,36,33,71.88183709913366,65.89168400753918
lindian49,uniform,ns200886_anchored_30s,31,28,61.92353510669971,55.930934935083606
lindian49,uniform,ns210947_anchored_30s,21,24,42.02482479101579,48.028371189732326
lindian49,uniform,ns211003_anchored_30s,22,21,43.94085910649132,41.94354732892353
lindian49,uniform,ns211095_anchored_30s,26,23,51.96882085407247,45.972418447833334
lindian49,uniform,ns211146_anchored_30s,31,28,62.059630846373295,56.053860119304915
lindian49,uniform,zs170236_anchored_30s,31,30,62.036397819872406,60.03522369665071
lindian49,uniform,zs170416_anchored_30s,21,22,41.93461806860272,43.931504643298084
lindian49,uniform,zs170554_anchored_30s,22,23,44.04830026509091,46.05049573168595
lindian49,uniform,zs190621_anchored_30s,19,21,38.02810426937277,42.03106261351727
lindian49,uniform,zs197000_anchored_30s,25,26,49.90897559182175,51.90533461549462
lindian49,uniform,zs200751_anchored_30s,29,29,57.99536111931702,57.99536111931702
lindian49,uniform,zs200783_anchored_30s,22,21,44.0066116871293,42.00631115589615
lindian49,uniform,zs211062_anchored_30s,21,16,41.939609709811364,31.953988350332466
