grid_index,time_seconds,is_human_reference
16,1.8390804597701151,False
30,3.4482758620689657,False
42,4.8275862068965525,False
49,5.6321839080459775,False
56,6.436781609195402,False
68,7.816091954022989,False
79,9.080459770114944,False
92,10.574712643678161,False
107,12.298850574712645,False
123,14.13793103448276,False
136,15.632183908045977,False
162,18.620689655172416,False
172,19.77011494252874,False
179,20.57471264367816,False
189,21.724137931034484,False
201,23.10344827586207,False
216,24.827586206896555,False
233,26.7816091954023,False
248,28.505747126436784,False
