epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,33.9585,2.63464,1.98556,1.22331,0,0,0,0,0,0,0,0.0008065,0.0008065,0.0008065
45,34.7046,2.54328,2.00786,1.19928,0,0,0,0,0,0,0,0.000802,0.000802,0.000802
46,35.447,2.51695,2.15336,1.16286,0,0,0,0,0,0,0,0.0007975,0.0007975,0.0007975
47,36.3077,2.64899,2.18335,1.20257,0,0,0,0,0,0,0,0.000793,0.000793,0.000793
48,37.0604,2.45371,1.7922,1.19755,0,0,0,0,0,0,0,0.0007885,0.0007885,0.0007885
49,37.7821,2.60907,2.06574,1.23491,0,0,0,0,0,0,0,0.000784,0.000784,0.000784
50,38.5262,2.36004,1.76837,1.15497,0,0,0,0,0,0,0,0.0007795,0.0007795,0.0007795
51,39.2505,2.50648,1.7016,1.20566,0,0,0,0,0,0,0,0.000775,0.000775,0.000775
52,40.029,2.42975,1.80724,1.19769,0,0,0,0,0,0,0,0.0007705,0.0007705,0.0007705
53,40.8157,2.58901,1.75104,1.20804,0,0,0,0,0,0,0,0.000766,0.000766,0.000766
54,41.5301,2.31973,1.64666,1.1735,0,0,0,0,0,0,0,0.0007615,0.0007615,0.0007615
55,42.2701,2.44899,1.78806,1.18334,0,0,0,0,0,0,0,0.000757,0.000757,0.000757
56,43.0019,2.52892,1.59374,1.21866,0,0,0,0,0,0,0,0.0007525,0.0007525,0.0007525
57,43.7495,2.58798,1.7247,1.21331,0,0,0,0,0,0,0,0.000748,0.000748,0.000748
58,44.4389,2.47329,1.81847,1.20563,0,0,0,0,0,0,0,0.0007435,0.0007435,0.0007435
59,45.1596,2.39391,1.85451,1.20788,0,0,0,0,0,0,0,0.000739,0.000739,0.000739
60,45.9288,2.43364,1.69481,1.20834,0,0,0,0,0,0,0,0.0007345,0.0007345,0.0007345
61,46.6418,2.41025,1.74198,1.14985,0,0,0,0,0,0,0,0.00073,0.00073,0.00073
62,47.4418,2.39616,1.70724,1.19462,0,0,0,0,0,0,0,0.0007255,0.0007255,0.0007255
63,48.2077,2.25709,1.76155,1.11755,0,0,0,0,0,0,0,0.000721,0.000721,0.000721
64,49.0206,2.36405,1.61081,1.12164,0,0,0,0,0,0,0,0.0007165,0.0007165,0.0007165
65,49.7913,2.41131,1.62773,1.17468,0,0,0,0,0,0,0,0.000712,0.000712,0.000712
66,50.5386,2.28339,1.62406,1.13514,0,0,0,0,0,0,0,0.0007075,0.0007075,0.0007075
67,51.2743,2.2354,1.58107,1.09559,0,0,0,0,0,0,0,0.000703,0.000703,0.000703
68,51.9953,2.3236,1.6617,1.13239,0,0,0,0,0,0,0,0.0006985,0.0006985,0.0006985
69,52.7291,2.26783,1.57858,1.0735,0,0,0,0,0,0,0,0.000694,0.000694,0.000694
70,53.6023,2.2613,1.51107,1.07723,0,0,0,0,0,0,0,0.0006895,0.0006895,0.0006895
71,54.4691,2.12101,1.47462,1.09638,0,0,0,0,0,0,0,0.000685,0.000685,0.000685
72,55.2915,2.22824,1.61992,1.10537,0,0,0,0,0,0,0,0.0006805,0.0006805,0.0006805
73,56.0671,2.22452,1.58426,1.11884,0,0,0,0,0,0,0,0.000676,0.000676,0.000676
74,56.7816,2.15063,1.55413,1.09256,0,0,0,0,0,0,0,0.0006715,0.0006715,0.0006715
75,57.4798,2.19356,1.61567,1.07937,0,0,0,0,0,0,0,0.000667,0.000667,0.000667
76,58.2071,2.07124,1.55277,1.0568,0,0,0,0,0,0,0,0.0006625,0.0006625,0.0006625
77,58.9836,1.9596,1.41933,1.02588,0,0,0,0,0,0,0,0.000658,0.000658,0.000658
78,59.6715,2.16081,1.59033,1.04191,0,0,0,0,0,0,0,0.0006535,0.0006535,0.0006535
79,60.4113,2.11133,1.54227,1.04942,0,0,0,0,0,0,0,0.000649,0.000649,0.000649
80,61.2431,2.25279,1.58888,1.07644,0,0,0,0,0,0,0,0.0006445,0.0006445,0.0006445
81,62.124,2.09421,1.50693,1.08179,0,0,0,0,0,0,0,0.00064,0.00064,0.00064
82,62.8624,1.99495,1.42565,1.01454,0,0,0,0,0,0,0,0.0006355,0.0006355,0.0006355
83,63.5468,2.04584,1.5457,1.06166,0,0,0,0,0,0,0,0.000631,0.000631,0.000631
84,64.285,2.04275,1.48607,1.07098,0,0,0,0,0,0,0,0.0006265,0.0006265,0.0006265
85,64.9916,2.06742,1.51821,1.06959,0,0,0,0,0,0,0,0.000622,0.000622,0.000622
86,65.7077,2.12715,1.55551,1.03967,0,0,0,0,0,0,0,0.0006175,0.0006175,0.0006175
87,66.4746,2.0646,1.42826,1.03565,0,0,0,0,0,0,0,0.000613,0.000613,0.000613
88,67.2453,1.95234,1.49957,1.03025,0,0,0,0,0,0,0,0.0006085,0.0006085,0.0006085
89,68.0367,2.01149,1.39467,1.0321,0,0,0,0,0,0,0,0.000604,0.000604,0.000604
90,68.8075,1.9872,1.37076,1.01646,0,0,0,0,0,0,0,0.0005995,0.0005995,0.0005995
91,69.5574,1.9807,1.36484,1.04638,0,0,0,0,0,0,0,0.000595,0.000595,0.000595
92,70.3006,1.99173,1.46627,1.03457,0,0,0,0,0,0,0,0.0005905,0.0005905,0.0005905
93,71.0372,1.85471,1.2683,0.97845,0,0,0,0,0,0,0,0.000586,0.000586,0.000586
94,71.7504,1.84961,1.291,1.02809,0,0,0,0,0,0,0,0.0005815,0.0005815,0.0005815
95,72.4663,1.96898,1.35032,1.01547,0,0,0,0,0,0,0,0.000577,0.000577,0.000577
96,73.2139,1.93914,1.34984,0.98628,0,0,0,0,0,0,0,0.0005725,0.0005725,0.0005725
97,73.9401,1.88799,1.34407,1.00636,0,0,0,0,0,0,0,0.000568,0.000568,0.000568
98,74.6736,1.82178,1.28263,0.99807,0,0,0,0,0,0,0,0.0005635,0.0005635,0.0005635
99,75.4254,1.91137,1.37918,1.01889,0,0,0,0,0,0,0,0.000559,0.000559,0.000559
100,76.2095,1.75506,1.30663,0.99995,0,0,0,0,0,0,0,0.0005545,0.0005545,0.0005545
101,76.9267,1.89688,1.30208,1.004,0,0,0,0,0,0,0,0.00055,0.00055,0.00055
102,77.6422,1.92965,1.24714,1.00335,0,0,0,0,0,0,0,0.0005455,0.0005455,0.0005455
103,78.3724,1.95833,1.35669,1.02148,0,0,0,0,0,0,0,0.000541,0.000541,0.000541
104,79.135,1.91475,1.35894,1.01111,0,0,0,0,0,0,0,0.0005365,0.0005365,0.0005365
105,79.8633,1.84454,1.21022,0.99613,0,0,0,0,0,0,0,0.000532,0.000532,0.000532
106,80.6048,1.73979,1.17217,0.98909,0,0,0,0,0,0,0,0.0005275,0.0005275,0.0005275
107,81.3422,1.78443,1.25895,1.0317,0,0,0,0,0,0,0,0.000523,0.000523,0.000523
108,82.1184,1.92314,1.32478,1.00699,0,0,0,0,0,0,0,0.0005185,0.0005185,0.0005185
109,82.9799,1.73275,1.25017,0.97246,0,0,0,0,0,0,0,0.000514,0.000514,0.000514
110,83.7589,1.92575,1.28922,1.03919,0,0,0,0,0,0,0,0.0005095,0.0005095,0.0005095
111,84.5547,1.86928,1.30078,0.99365,0,0,0,0,0,0,0,0.000505,0.000505,0.000505
112,85.4629,1.83382,1.23456,1.01931,0,0,0,0,0,0,0,0.0005005,0.0005005,0.0005005
113,86.215,1.79601,1.23254,0.99877,0,0,0,0,0,0,0,0.000496,0.000496,0.000496
114,87.0031,1.77955,1.24626,0.96688,0,0,0,0,0,0,0,0.0004915,0.0004915,0.0004915
115,87.7348,1.8203,1.25021,1.02004,0,0,0,0,0,0,0,0.000487,0.000487,0.000487
116,88.4712,1.82889,1.30817,0.96027,0,0,0,0,0,0,0,0.0004825,0.0004825,0.0004825
117,89.1734,1.73237,1.17848,0.97654,0,0,0,0,0,0,0,0.000478,0.000478,0.000478
118,89.8929,1.73933,1.24465,0.99317,0,0,0,0,0,0,0,0.0004735,0.0004735,0.0004735
119,90.712,1.65641,1.22059,0.97451,0,0,0,0,0,0,0,0.000469,0.000469,0.000469
120,91.5485,1.73125,1.32879,0.97818,0,0,0,0,0,0,0,0.0004645,0.0004645,0.0004645
121,92.29,1.57366,1.12954,0.93714,0,0,0,0,0,0,0,0.00046,0.00046,0.00046
122,93.0064,1.6907,1.12818,0.95015,0,0,0,0,0,0,0,0.0004555,0.0004555,0.0004555
123,93.7759,1.71323,1.39095,0.99949,0,0,0,0,0,0,0,0.000451,0.000451,0.000451
124,94.5357,1.6017,1.11305,0.94986,0,0,0,0,0,0,0,0.0004465,0.0004465,0.0004465
125,95.2527,1.68602,1.17234,0.97834,0,0,0,0,0,0,0,0.000442,0.000442,0.000442
126,95.9843,1.74496,1.24878,1.00029,0,0,0,0,0,0,0,0.0004375,0.0004375,0.0004375
127,96.7044,1.70045,1.18404,1.0049,0,0,0,0,0,0,0,0.000433,0.000433,0.000433
128,97.4903,1.61865,1.17985,0.90635,0,0,0,0,0,0,0,0.0004285,0.0004285,0.0004285
129,98.2239,1.68354,1.18396,0.9414,0,0,0,0,0,0,0,0.000424,0.000424,0.000424
130,98.9683,1.78474,1.23343,0.97294,0,0,0,0,0,0,0,0.0004195,0.0004195,0.0004195
131,99.675,1.59574,1.14839,0.97819,0,0,0,0,0,0,0,0.000415,0.000415,0.000415
132,100.397,1.6421,1.17539,0.90041,0,0,0,0,0,0,0,0.0004105,0.0004105,0.0004105
133,101.123,1.55987,1.17288,0.9064,0,0,0,0,0,0,0,0.000406,0.000406,0.000406
134,101.848,1.51029,1.11232,0.94322,0,0,0,0,0,0,0,0.0004015,0.0004015,0.0004015
135,102.616,1.57862,1.10184,0.94145,0,0,0,0,0,0,0,0.000397,0.000397,0.000397
136,103.349,1.49086,1.16637,0.94893,0,0,0,0,0,0,0,0.0003925,0.0003925,0.0003925
137,104.172,1.63485,1.11167,0.92608,0,0,0,0,0,0,0,0.000388,0.000388,0.000388
138,104.936,1.6132,1.18071,0.93019,0,0,0,0,0,0,0,0.0003835,0.0003835,0.0003835
139,105.658,1.57758,1.10872,0.9422,0,0,0,0,0,0,0,0.000379,0.000379,0.000379
140,106.383,1.62765,1.12897,0.94135,0,0,0,0,0,0,0,0.0003745,0.0003745,0.0003745
141,107.151,1.45565,1.12773,0.87885,0,0,0,0,0,0,0,0.00037,0.00037,0.00037
142,107.871,1.47175,1.04224,0.8927,0,0,0,0,0,0,0,0.0003655,0.0003655,0.0003655
143,108.651,1.4819,1.13459,0.9071,0,0,0,0,0,0,0,0.000361,0.000361,0.000361
144,109.343,1.62581,1.17155,0.92308,0,0,0,0,0,0,0,0.0003565,0.0003565,0.0003565
145,110.067,1.6226,1.1247,0.96038,0,0,0,0,0,0,0,0.000352,0.000352,0.000352
146,110.818,1.46745,1.01084,0.93774,0,0,0,0,0,0,0,0.0003475,0.0003475,0.0003475
147,111.635,1.50404,1.04105,0.95522,0,0,0,0,0,0,0,0.000343,0.000343,0.000343
148,112.424,1.66903,1.0968,0.9527,0,0,0,0,0,0,0,0.0003385,0.0003385,0.0003385
149,113.152,1.57845,1.00121,0.93636,0,0,0,0,0,0,0,0.000334,0.000334,0.000334
150,113.835,1.53962,1.02063,0.91068,0,0,0,0,0,0,0,0.0003295,0.0003295,0.0003295
151,114.602,1.55326,1.09871,0.95836,0,0,0,0,0,0,0,0.000325,0.000325,0.000325
152,115.368,1.50466,1.10396,0.92928,0,0,0,0,0,0,0,0.0003205,0.0003205,0.0003205
153,116.216,1.52308,1.06396,0.96512,0,0,0,0,0,0,0,0.000316,0.000316,0.000316
154,117.077,1.48016,1.04065,0.92952,0,0,0,0,0,0,0,0.0003115,0.0003115,0.0003115
155,117.8,1.51284,1.03431,0.90342,0,0,0,0,0,0,0,0.000307,0.000307,0.000307
156,118.656,1.45051,1.035,0.92224,0,0,0,0,0,0,0,0.0003025,0.0003025,0.0003025
157,119.665,1.51813,1.06477,0.91193,0,0,0,0,0,0,0,0.000298,0.000298,0.000298
158,120.47,1.50951,1.10547,0.9023,0,0,0,0,0,0,0,0.0002935,0.0002935,0.0002935
159,121.377,1.48734,0.98651,0.92536,0,0,0,0,0,0,0,0.000289,0.000289,0.000289
160,122.178,1.53582,1.10872,0.9278,0,0,0,0,0,0,0,0.0002845,0.0002845,0.0002845
161,122.912,1.65165,1.08894,0.95233,0,0,0,0,0,0,0,0.00028,0.00028,0.00028
162,123.655,1.43766,0.97819,0.88777,0,0,0,0,0,0,0,0.0002755,0.0002755,0.0002755
163,124.439,1.51399,1.11197,0.90658,0,0,0,0,0,0,0,0.000271,0.000271,0.000271
164,125.221,1.46103,1.03387,0.91494,0,0,0,0,0,0,0,0.0002665,0.0002665,0.0002665
165,125.919,1.45411,0.97967,0.89831,0,0,0,0,0,0,0,0.000262,0.000262,0.000262
166,126.698,1.4958,1.06308,0.91497,0,0,0,0,0,0,0,0.0002575,0.0002575,0.0002575
167,127.444,1.33016,0.9482,0.87011,0,0,0,0,0,0,0,0.000253,0.000253,0.000253
168,128.183,1.47683,0.98138,0.94783,0,0,0,0,0,0,0,0.0002485,0.0002485,0.0002485
169,128.958,1.32624,0.94921,0.89928,0,0,0,0,0,0,0,0.000244,0.000244,0.000244
170,129.668,1.58299,1.06764,0.91382,0,0,0,0,0,0,0,0.0002395,0.0002395,0.0002395
171,130.413,1.42555,1.05733,0.87195,0,0,0,0,0,0,0,0.000235,0.000235,0.000235
172,131.145,1.38779,1.039,0.87819,0,0,0,0,0,0,0,0.0002305,0.0002305,0.0002305
173,131.914,1.45541,0.98226,0.88725,0,0,0,0,0,0,0,0.000226,0.000226,0.000226
174,132.731,1.49217,1.00985,0.86949,0,0,0,0,0,0,0,0.0002215,0.0002215,0.0002215
175,133.575,1.47978,1.00976,0.89302,0,0,0,0,0,0,0,0.000217,0.000217,0.000217
176,134.305,1.46226,1.00012,0.90415,0,0,0,0,0,0,0,0.0002125,0.0002125,0.0002125
177,135.073,1.4618,0.93984,0.87373,0,0,0,0,0,0,0,0.000208,0.000208,0.000208
178,135.804,1.35767,0.97874,0.88706,0,0,0,0,0,0,0,0.0002035,0.0002035,0.0002035
179,136.574,1.31103,0.98498,0.87917,0,0,0,0,0,0,0,0.000199,0.000199,0.000199
180,137.316,1.40722,1.01578,0.90887,0,0,0,0,0,0,0,0.0001945,0.0001945,0.0001945
181,138.038,1.39642,0.98144,0.9078,0,0,0,0,0,0,0,0.00019,0.00019,0.00019
182,138.751,1.42255,1.10761,0.88833,0,0,0,0,0,0,0,0.0001855,0.0001855,0.0001855
183,139.529,1.42202,0.98614,0.89348,0,0,0,0,0,0,0,0.000181,0.000181,0.000181
184,140.277,1.44412,0.98718,0.89988,0,0,0,0,0,0,0,0.0001765,0.0001765,0.0001765
185,141.134,1.34263,1.02424,0.89381,0,0,0,0,0,0,0,0.000172,0.000172,0.000172
186,141.886,1.31734,0.94939,0.84134,0,0,0,0,0,0,0,0.0001675,0.0001675,0.0001675
187,142.597,1.28923,0.93888,0.90269,0,0,0,0,0,0,0,0.000163,0.000163,0.000163
188,143.365,1.3391,0.94051,0.90503,0,0,0,0,0,0,0,0.0001585,0.0001585,0.0001585
189,144.13,1.43487,0.9817,0.93917,0,0,0,0,0,0,0,0.000154,0.000154,0.000154
190,144.901,1.31621,0.92573,0.86555,0,0,0,0,0,0,0,0.0001495,0.0001495,0.0001495
191,145.65,1.45851,1.12345,0.92362,0,0,0,0,0,0,0,0.000145,0.000145,0.000145
192,146.358,1.49984,1.02842,0.8907,0,0,0,0,0,0,0,0.0001405,0.0001405,0.0001405
193,147.137,1.37173,0.99688,0.86727,0,0,0,0,0,0,0,0.000136,0.000136,0.000136
194,148.09,1.37235,0.95879,0.89199,0,0,0,0,0,0,0,0.0001315,0.0001315,0.0001315
195,148.839,1.31826,0.93807,0.86132,0,0,0,0,0,0,0,0.000127,0.000127,0.000127
196,149.584,1.35446,0.96588,0.87481,0,0,0,0,0,0,0,0.0001225,0.0001225,0.0001225
197,150.283,1.32916,0.91718,0.93819,0,0,0,0,0,0,0,0.000118,0.000118,0.000118
198,151.093,1.51343,0.94728,0.89941,0,0,0,0,0,0,0,0.0001135,0.0001135,0.0001135
199,151.983,1.26977,0.93235,0.87789,0,0,0,0,0,0,0,0.000109,0.000109,0.000109
200,153.009,1.05609,0.96217,0.74541,0.28595,0.25,0.19568,0.04286,3.40781,2.48075,1.43832,0.0001045,0.0001045,0.0001045
