grid_index,time_seconds,is_human_reference
2,0.2298850574712644,False
12,1.3793103448275863,False
21,2.4137931034482762,False
29,3.3333333333333335,False
39,4.482758620689656,False
48,5.517241379310345,False
58,6.666666666666667,False
68,7.816091954022989,False
87,10.0,False
96,11.03448275862069,False
119,13.67816091954023,False
127,14.597701149425289,False
133,15.287356321839082,False
142,16.32183908045977,False
149,17.126436781609197,False
157,18.045977011494255,False
166,19.080459770114945,False
176,20.229885057471265,False
185,21.264367816091955,False
193,22.183908045977013,False
204,23.448275862068968,False
214,24.59770114942529,False
224,25.74712643678161,False
238,27.35632183908046,False
250,28.73563218390805,False
