frame_index,time_seconds,det_index,x,y,x0,y0,x1,y1,confidence,temperature
0,0.0,0,784.1771850585938,789.1605834960938,767.7060546875,764.7291870117188,800.6483154296875,813.5919799804688,0.9479994177818298,32.9992626697659
0,0.0,1,598.695556640625,765.8074035644531,576.3091430664062,739.5244750976562,621.0819702148438,792.09033203125,0.9047613739967346,33.62460226032723
1,0.1149425287356322,0,804.5355224609375,784.013916015625,789.25244140625,759.02978515625,819.818603515625,808.998046875,0.9040290713310242,32.81479474258819
1,0.1149425287356322,1,619.3232116699219,763.6160583496094,600.3693237304688,739.7095336914062,638.277099609375,787.5225830078125,0.5784004926681519,33.615198585600695
2,0.2298850574712644,0,633.889404296875,766.4252624511719,609.332763671875,737.9390258789062,658.446044921875,794.9114990234375,0.7065334320068359,33.5161418541114
2,0.2298850574712644,1,821.800537109375,776.5088500976562,808.13232421875,753.846923828125,835.46875,799.1707763671875,0.6469058394432068,32.75589111661034
3,0.3448275862068966,0,634.4754028320312,771.3761291503906,610.03125,741.6865844726562,658.9195556640625,801.065673828125,0.921581506729126,33.31920070502796
4,0.4597701149425288,0,634.4281921386719,786.6811218261719,610.8777465820312,758.5013427734375,657.9786376953125,814.8609008789062,0.5813388228416443,33.123160879033094
6,0.6896551724137931,0,658.821533203125,763.2874755859375,639.783447265625,738.052978515625,677.859619140625,788.52197265625,0.6353223323822021,33.54904943898987
7,0.8045977011494253,0,800.3055114746094,796.8380432128906,783.4850463867188,773.6461181640625,817.1259765625,820.0299682617188,0.9151998162269592,32.946311483132824
8,0.9195402298850576,0,816.7435607910156,789.8823852539062,801.266845703125,764.6470947265625,832.2202758789062,815.11767578125,0.9146623611450195,32.849352840800535
8,0.9195402298850576,1,813.5076599121094,795.9285583496094,799.056396484375,771.2447509765625,827.9589233398438,820.6123657226562,0.5874086022377014,32.65531376789996
9,1.0344827586206895,0,644.2742614746094,783.209228515625,617.0269165039062,756.1049194335938,671.5216064453125,810.3135375976562,0.5566563606262207,33.354974796871126
9,1.0344827586206895,1,832.2828979492188,792.7259216308594,817.6649169921875,769.4356079101562,846.90087890625,816.0162353515625,0.5055630207061768,32.60392471100833
10,1.149425287356322,0,834.7447814941406,816.9172668457031,820.4171752929688,790.257568359375,849.0723876953125,843.5769653320312,0.2775026261806488,32.346552147107936
12,1.3793103448275863,0,826.7269897460938,845.8308715820312,812.5321044921875,820.7079467773438,840.921875,870.9537963867188,0.5121674537658691,32.30276521953793
12,1.3793103448275863,1,646.8199462890625,831.0289306640625,623.2982177734375,798.2952880859375,670.3416748046875,863.7625732421875,0.4772900938987732,33.291600075433024
13,1.4942528735632186,0,645.6697387695312,825.4423828125,625.4879150390625,797.546142578125,665.8515625,853.338623046875,0.40591710805892944,33.4826783975737
15,1.7241379310344829,0,815.2132873535156,873.3750610351562,800.611083984375,850.8530883789062,829.8154907226562,895.8970336914062,0.7853818535804749,33.084826197180774
15,1.7241379310344829,1,637.9762268066406,855.0546569824219,617.0509643554688,830.3536987304688,658.9014892578125,879.755615234375,0.374909371137619,33.467467187014705
16,1.8390804597701151,0,805.0108032226562,902.9072570800781,793.1043701171875,880.3713989257812,816.917236328125,925.443115234375,0.8409483432769775,32.856662470106194
17,1.9540229885057472,0,805.0108032226562,902.9072570800781,793.1043701171875,880.3713989257812,816.917236328125,925.443115234375,0.8409483432769775,32.856662470106194
18,2.0689655172413794,0,795.6577758789062,931.9465942382812,782.7164306640625,909.3955078125,808.59912109375,954.4976806640625,0.957454264163971,32.80762962012555
18,2.0689655172413794,1,618.8908081054688,923.3123168945312,600.2590942382812,900.5469970703125,637.5225219726562,946.07763671875,0.27068763971328735,33.2081821071407
19,2.183908045977012,0,790.3447570800781,957.790283203125,776.9767456054688,934.455078125,803.7127685546875,981.12548828125,0.9551502466201782,32.8935606778849
19,2.183908045977012,1,619.455810546875,954.7817993164062,599.7975463867188,930.5224609375,639.1140747070312,979.0411376953125,0.5651304721832275,33.3596435386467
20,2.298850574712644,0,781.79052734375,973.2638549804688,767.1544189453125,949.8020629882812,796.4266357421875,996.7256469726562,0.9469805955886841,32.875808086964405
20,2.298850574712644,1,609.0028686523438,969.5579528808594,587.13623046875,942.9986572265625,630.8695068359375,996.1172485351562,0.8170853853225708,33.38237147074736
21,2.413793103448276,0,768.7106323242188,972.8605041503906,753.3843994140625,948.2063598632812,784.036865234375,997.5146484375,0.9659426212310791,32.9500797181107
21,2.413793103448276,1,596.3131713867188,966.978271484375,575.3995361328125,941.5328369140625,617.226806640625,992.4237060546875,0.5843807458877563,33.41764875783556
22,2.528735632183908,0,761.19775390625,971.6669616699219,746.2639770507812,946.231689453125,776.1315307617188,997.1022338867188,0.9507040977478027,32.934025806689874
22,2.528735632183908,1,582.7080383300781,964.2825012207031,562.5450439453125,939.0043334960938,602.8710327148438,989.5606689453125,0.6508223414421082,33.40782361505647
23,2.6436781609195403,0,756.1711120605469,970.8019409179688,741.535888671875,945.5531616210938,770.8063354492188,996.0507202148438,0.9467977285385132,33.0602576854053
23,2.6436781609195403,1,577.5431823730469,965.8229370117188,554.8687744140625,940.5731811523438,600.2175903320312,991.0726928710938,0.5292764902114868,33.427936167867436
24,2.7586206896551726,0,750.0050354003906,1020.2274169921875,736.8007202148438,996.9208984375,763.2093505859375,1043.533935546875,0.8956918120384216,32.627276684250745
24,2.7586206896551726,1,570.4959716796875,1019.0813598632812,552.5932006835938,995.845458984375,588.3987426757812,1042.3172607421875,0.8611005544662476,33.1504443546884
25,2.873563218390805,0,750.0050354003906,1020.2274169921875,736.8007202148438,996.9208984375,763.2093505859375,1043.533935546875,0.8956918120384216,32.627276684250745
25,2.873563218390805,1,570.4959716796875,1019.0813598632812,552.5932006835938,995.845458984375,588.3987426757812,1042.3172607421875,0.8611005544662476,33.1504443546884
26,2.988505747126437,0,739.6703491210938,1059.0783081054688,725.614013671875,1036.9111328125,753.7266845703125,1081.2454833984375,0.9090933799743652,32.53745969162576
26,2.988505747126437,1,567.69873046875,1057.6371459960938,551.454833984375,1037.126220703125,583.942626953125,1078.1480712890625,0.5830749273300171,33.04961530210036
27,3.1034482758620694,0,735.5163879394531,1088.7664794921875,721.8705444335938,1066.2684326171875,749.1622314453125,1111.2645263671875,0.8615948557853699,32.95240462812468
27,3.1034482758620694,1,555.4496459960938,1087.012939453125,540.0487670898438,1066.251953125,570.8505249023438,1107.77392578125,0.44842788577079773,33.38381152680716
28,3.218390804597701,0,723.3589172363281,1099.6759643554688,708.4205322265625,1076.02001953125,738.2973022460938,1123.3319091796875,0.9410893321037292,33.25790592960929
29,3.333333333333333,0,709.4067687988281,1090.1990356445312,693.551513671875,1067.5460205078125,725.2620239257812,1112.85205078125,0.8987085223197937,33.32031896138795
29,3.333333333333333,1,533.4837341308594,1088.9490356445312,518.3372192382812,1068.890869140625,548.6302490234375,1109.0072021484375,0.5403801202774048,33.60550944465418
30,3.4482758620689657,0,692.0346984863281,1061.0533447265625,672.6450805664062,1033.4979248046875,711.42431640625,1088.6087646484375,0.8462876677513123,33.43728882429015
30,3.4482758620689657,1,515.2552185058594,1058.1482543945312,499.18316650390625,1038.468994140625,531.3272705078125,1077.8275146484375,0.34362107515335083,33.744532693350976
31,3.563218390804598,0,682.3863830566406,1035.0907592773438,667.1458740234375,1011.134521484375,697.6268920898438,1059.0469970703125,0.9168587327003479,33.35848802742091
