grid_index,time_seconds,is_human_reference
14,1.6091954022988506,False
25,2.873563218390805,False
36,4.137931034482759,False
63,7.241379310344828,False
79,9.080459770114944,False
97,11.149425287356323,False
118,13.563218390804598,False
127,14.597701149425289,False
133,15.287356321839082,False
149,17.126436781609197,False
164,18.85057471264368,False
179,20.57471264367816,False
194,22.298850574712645,False
208,23.908045977011497,False
222,25.517241379310345,False
234,26.896551724137932,False
247,28.390804597701152,False
