cohort,video_id,arm,cluster_id,duration_seconds,truth_count,predicted_count,count_error,exact_count,tp,fp,fn,precision,recall,event_f1,unmatched_each_way,event_clean,output_status,selected_mode,identity_gap
anchored49,177395,C1P1,source_70cedf09ae50,29.998069276741063,36,35,-1,False,34,1,2,0.9714285714285714,0.9444444444444444,0.9577464788732395,2,False,ok,left,0.0
anchored49,190546,C0P0,source_a802b65daed4,30.01181962653953,21,25,4,False,10,15,11,0.4,0.47619047619047616,0.43478260869565216,11,False,ok,framewise_max,0.0
anchored49,190546,C0P1,source_a802b65daed4,30.01181962653953,21,25,4,False,10,15,11,0.4,0.47619047619047616,0.43478260869565216,11,False,ok,framewise_max,0.0
anchored49,190546,C1P0,source_a802b65daed4,30.01181962653953,21,24,3,False,7,17,14,0.2916666666666667,0.3333333333333333,0.3111111111111111,14,False,ok,left,0.0
anchored49,190546,C1P1,source_a802b65daed4,30.01181962653953,21,24,3,False,7,17,14,0.2916666666666667,0.3333333333333333,0.3111111111111111,14,False,ok,left,0.0
anchored49,190588,C0P0,source_84e533641218,29.959285236022765,23,10,-13,False,7,3,16,0.7,0.30434782608695654,0.42424242424242425,16,False,ok,framewise_max,0.0
anchored49,190588,C0P1,source_84e533641218,29.959285236022765,23,12,-11,False,9,3,14,0.75,0.391304347826087,0.5142857142857143,14,False,ok,framewise_max,0.0
anchored49,190588,C1P0,source_84e533641218,29.959285236022765,23,24,1,False,14,10,9,0.5833333333333334,0.6086956521739131,0.5957446808510638,9,False,ok,min,0.0
anchored49,190588,C1P1,source_84e533641218,29.959285236022765,23,24,1,False,14,10,9,0.5833333333333334,0.6086956521739131,0.5957446808510638,9,False,ok,min,0.0
anchored49,196434,C0P0,source_47fd3c9e5b8a,30.04580009847366,16,15,-1,False,7,8,9,0.4666666666666667,0.4375,0.45161290322580644,9,False,ok,framewise_max,0.0
anchored49,196434,C0P1,source_47fd3c9e5b8a,30.04580009847366,16,15,-1,False,7,8,9,0.4666666666666667,0.4375,0.45161290322580644,9,False,ok,framewise_max,0.0
anchored49,196434,C1P0,source_47fd3c9e5b8a,30.04580009847366,16,15,-1,False,6,9,10,0.4,0.375,0.38709677419354843,10,False,ok,left,0.0
anchored49,196434,C1P1,source_47fd3c9e5b8a,30.04580009847366,16,15,-1,False,6,9,10,0.4,0.375,0.38709677419354843,10,False,ok,left,0.0
anchored49,200713,C0P0,source_f96c6a9f60a1,29.975560789591743,18,21,3,False,16,5,2,0.7619047619047619,0.8888888888888888,0.8205128205128205,2,False,ok,framewise_max,0.0
anchored49,200713,C0P1,source_f96c6a9f60a1,29.975560789591743,18,20,2,False,16,4,2,0.8,0.8888888888888888,0.8421052631578948,2,False,ok,framewise_max,0.0
anchored49,200713,C1P0,source_f96c6a9f60a1,29.975560789591743,18,21,3,False,16,5,2,0.7619047619047619,0.8888888888888888,0.8205128205128205,2,False,ok,max,0.0
anchored49,200713,C1P1,source_f96c6a9f60a1,29.975560789591743,18,20,2,False,16,4,2,0.8,0.8888888888888888,0.8421052631578948,2,False,ok,max,0.0
anchored49,200718,C0P0,source_d2d6ccd57b09,30.05568670847165,17,18,1,False,15,3,2,0.8333333333333334,0.8823529411764706,0.8571428571428571,2,False,ok,framewise_max,0.0
anchored49,200718,C0P1,source_d2d6ccd57b09,30.05568670847165,17,18,1,False,15,3,2,0.8333333333333334,0.8823529411764706,0.8571428571428571,2,False,ok,framewise_max,0.0
anchored49,200718,C1P0,source_d2d6ccd57b09,30.05568670847165,17,18,1,False,14,4,3,0.7777777777777778,0.8235294117647058,0.7999999999999999,3,False,ok,left,0.0
anchored49,200718,C1P1,source_d2d6ccd57b09,30.05568670847165,17,19,2,False,15,4,2,0.7894736842105263,0.8823529411764706,0.8333333333333333,2,False,ok,left,0.0
anchored49,210989,C0P0,source_809362945179,30.03784545967288,18,18,0,True,17,1,1,0.9444444444444444,0.9444444444444444,0.9444444444444444,1,False,ok,framewise_max,0.0
anchored49,210989,C0P1,source_809362945179,30.03784545967288,18,18,0,True,17,1,1,0.9444444444444444,0.9444444444444444,0.9444444444444444,1,False,ok,framewise_max,0.0
anchored49,210989,C1P0,source_809362945179,30.03784545967288,18,19,1,False,17,2,1,0.8947368421052632,0.9444444444444444,0.918918918918919,1,False,ok,right,0.0
anchored49,210989,C1P1,source_809362945179,30.03784545967288,18,19,1,False,17,2,1,0.8947368421052632,0.9444444444444444,0.918918918918919,1,False,ok,right,0.0
anchored49,211056,C0P0,source_8c9317db9782,29.96526048714479,24,26,2,False,16,10,8,0.6153846153846154,0.6666666666666666,0.64,8,False,ok,framewise_max,0.0
anchored49,211056,C0P1,source_8c9317db9782,29.96526048714479,24,26,2,False,16,10,8,0.6153846153846154,0.6666666666666666,0.64,8,False,ok,framewise_max,0.0
anchored49,211056,C1P0,source_8c9317db9782,29.96526048714479,24,25,1,False,17,8,7,0.68,0.7083333333333334,0.6938775510204083,7,False,ok,left,0.0
anchored49,211056,C1P1,source_8c9317db9782,29.96526048714479,24,26,2,False,17,9,7,0.6538461538461539,0.7083333333333334,0.68,7,False,ok,left,0.0
anchored49,211070,C0P0,source_1d9b491543db,29.952793167128345,28,31,3,False,20,11,8,0.6451612903225806,0.7142857142857143,0.6779661016949152,8,False,ok,framewise_max,0.0
anchored49,211070,C0P1,source_1d9b491543db,29.952793167128345,28,31,3,False,20,11,8,0.6451612903225806,0.7142857142857143,0.6779661016949152,8,False,ok,framewise_max,0.0
anchored49,211070,C1P0,source_1d9b491543db,29.952793167128345,28,28,0,True,19,9,9,0.6785714285714286,0.6785714285714286,0.6785714285714286,9,False,ok,right,0.0
anchored49,211070,C1P1,source_1d9b491543db,29.952793167128345,28,28,0,True,19,9,9,0.6785714285714286,0.6785714285714286,0.6785714285714286,9,False,ok,right,0.0
anchored49,ba170296,C0P0,source_cbcfd5bce3eb,30.01586849106804,18,18,0,True,15,3,3,0.8333333333333334,0.8333333333333334,0.8333333333333334,3,False,ok,framewise_max,0.0
anchored49,ba170296,C0P1,source_cbcfd5bce3eb,30.01586849106804,18,18,0,True,15,3,3,0.8333333333333334,0.8333333333333334,0.8333333333333334,3,False,ok,framewise_max,0.0
anchored49,ba170296,C1P0,source_cbcfd5bce3eb,30.01586849106804,18,18,0,True,15,3,3,0.8333333333333334,0.8333333333333334,0.8333333333333334,3,False,ok,left,0.0
anchored49,ba170296,C1P1,source_cbcfd5bce3eb,30.01586849106804,18,18,0,True,15,3,3,0.8333333333333334,0.8333333333333334,0.8333333333333334,3,False,ok,left,0.0
anchored49,ba177610,C0P0,source_6ed734ea7532,29.973055245535715,23,23,0,True,20,3,3,0.8695652173913043,0.8695652173913043,0.8695652173913043,3,False,ok,framewise_max,0.0
anchored49,ba177610,C0P1,source_6ed734ea7532,29.973055245535715,23,23,0,True,20,3,3,0.8695652173913043,0.8695652173913043,0.8695652173913043,3,False,ok,framewise_max,0.0
anchored49,ba177610,C1P0,source_6ed734ea7532,29.973055245535715,23,23,0,True,20,3,3,0.8695652173913043,0.8695652173913043,0.8695652173913043,3,False,ok,left,0.0
anchored49,ba177610,C1P1,source_6ed734ea7532,29.973055245535715,23,23,0,True,20,3,3,0.8695652173913043,0.8695652173913043,0.8695652173913043,3,False,ok,left,0.0
anchored49,ba455,C0P0,source_1dbdc1c88caf,29.98958863443596,27,30,3,False,23,7,4,0.7666666666666667,0.8518518518518519,0.8070175438596491,4,False,ok,framewise_max,0.0
anchored49,ba455,C0P1,source_1dbdc1c88caf,29.98958863443596,27,30,3,False,23,7,4,0.7666666666666667,0.8518518518518519,0.8070175438596491,4,False,ok,framewise_max,0.0
anchored49,ba455,C1P0,source_1dbdc1c88caf,29.98958863443596,27,29,2,False,22,7,5,0.7586206896551724,0.8148148148148148,0.7857142857142857,5,False,ok,left,0.0
anchored49,ba455,C1P1,source_1dbdc1c88caf,29.98958863443596,27,29,2,False,22,7,5,0.7586206896551724,0.8148148148148148,0.7857142857142857,5,False,ok,left,0.0
anchored49,ba6516,C0P0,source_c1cd9f4e3500,30.01400938967136,22,23,1,False,16,7,6,0.6956521739130435,0.7272727272727273,0.711111111111111,6,False,ok,framewise_max,0.0
anchored49,ba6516,C0P1,source_c1cd9f4e3500,30.01400938967136,22,24,2,False,16,8,6,0.6666666666666666,0.7272727272727273,0.6956521739130435,6,False,ok,framewise_max,0.0
anchored49,ba6516,C1P0,source_c1cd9f4e3500,30.01400938967136,22,25,3,False,18,7,4,0.72,0.8181818181818182,0.7659574468085107,4,False,ok,max,0.0
anchored49,ba6516,C1P1,source_c1cd9f4e3500,30.01400938967136,22,24,2,False,17,7,5,0.7083333333333334,0.7727272727272727,0.7391304347826088,5,False,ok,max,0.0
anchored49,bs0514,C0P0,source_6e71c16772a5,29.97751336898396,21,24,3,False,18,6,3,0.75,0.8571428571428571,0.7999999999999999,3,False,ok,framewise_max,0.0
anchored49,bs0514,C0P1,source_6e71c16772a5,29.97751336898396,21,24,3,False,18,6,3,0.75,0.8571428571428571,0.7999999999999999,3,False,ok,framewise_max,0.0
anchored49,bs0514,C1P0,source_6e71c16772a5,29.97751336898396,21,23,2,False,17,6,4,0.7391304347826086,0.8095238095238095,0.7727272727272727,4,False,ok,left,0.0
anchored49,bs0514,C1P1,source_6e71c16772a5,29.97751336898396,21,22,1,False,17,5,4,0.7727272727272727,0.8095238095238095,0.7906976744186046,4,False,ok,left,0.0
anchored49,bs170227,C0P0,source_b7570607b98f,30.048145583256385,19,19,0,True,14,5,5,0.7368421052631579,0.7368421052631579,0.7368421052631579,5,False,ok,framewise_max,0.0
anchored49,bs170227,C0P1,source_b7570607b98f,30.048145583256385,19,19,0,True,14,5,5,0.7368421052631579,0.7368421052631579,0.7368421052631579,5,False,ok,framewise_max,0.0
anchored49,bs170227,C1P0,source_b7570607b98f,30.048145583256385,19,18,-1,False,13,5,6,0.7222222222222222,0.6842105263157895,0.7027027027027027,6,False,ok,right,0.0
anchored49,bs170227,C1P1,source_b7570607b98f,30.048145583256385,19,18,-1,False,13,5,6,0.7222222222222222,0.6842105263157895,0.7027027027027027,6,False,ok,right,0.0
anchored49,bs177611,C0P0,source_d9e789a1eb51,29.988631172026007,19,18,-1,False,14,4,5,0.7777777777777778,0.7368421052631579,0.7567567567567567,5,False,ok,framewise_max,0.0
anchored49,bs177611,C0P1,source_d9e789a1eb51,29.988631172026007,19,19,0,True,14,5,5,0.7368421052631579,0.7368421052631579,0.7368421052631579,5,False,ok,framewise_max,0.0
anchored49,bs177611,C1P0,source_d9e789a1eb51,29.988631172026007,19,18,-1,False,14,4,5,0.7777777777777778,0.7368421052631579,0.7567567567567567,5,False,ok,right,0.0
anchored49,bs177611,C1P1,source_d9e789a1eb51,29.988631172026007,19,19,0,True,14,5,5,0.7368421052631579,0.7368421052631579,0.7368421052631579,5,False,ok,right,0.0
anchored49,bs189556,C0P0,source_f3effd399f5a,29.99621256038647,13,12,-1,False,6,6,7,0.5,0.46153846153846156,0.48000000000000004,7,False,ok,framewise_max,0.0
anchored49,bs189556,C0P1,source_f3effd399f5a,29.99621256038647,13,12,-1,False,6,6,7,0.5,0.46153846153846156,0.48000000000000004,7,False,ok,framewise_max,0.0
anchored49,bs189556,C1P0,source_f3effd399f5a,29.99621256038647,13,12,-1,False,5,7,8,0.4166666666666667,0.38461538461538464,0.4,8,False,ok,left,0.0
anchored49,bs189556,C1P1,source_f3effd399f5a,29.99621256038647,13,12,-1,False,5,7,8,0.4166666666666667,0.38461538461538464,0.4,8,False,ok,left,0.0
anchored49,bs190624,C0P0,source_7f3806648fc2,29.963146779303063,27,29,2,False,25,4,2,0.8620689655172413,0.9259259259259259,0.8928571428571429,2,False,ok,framewise_max,0.0
anchored49,bs190624,C0P1,source_7f3806648fc2,29.963146779303063,27,29,2,False,25,4,2,0.8620689655172413,0.9259259259259259,0.8928571428571429,2,False,ok,framewise_max,0.0
anchored49,bs190624,C1P0,source_7f3806648fc2,29.963146779303063,27,28,1,False,25,3,2,0.8928571428571429,0.9259259259259259,0.9090909090909091,2,False,ok,max,0.0
anchored49,bs190624,C1P1,source_7f3806648fc2,29.963146779303063,27,28,1,False,25,3,2,0.8928571428571429,0.9259259259259259,0.9090909090909091,2,False,ok,max,0.0
anchored49,bs200673,C0P0,source_e1ca8d4a2eb8,30.01998652654272,33,33,0,True,33,0,0,1.0,1.0,1.0,0,True,ok,framewise_max,0.0
anchored49,bs200673,C0P1,source_e1ca8d4a2eb8,30.01998652654272,33,33,0,True,33,0,0,1.0,1.0,1.0,0,True,ok,framewise_max,0.0
anchored49,bs200673,C1P0,source_e1ca8d4a2eb8,30.01998652654272,33,33,0,True,33,0,0,1.0,1.0,1.0,0,True,ok,left,0.0
anchored49,bs200673,C1P1,source_e1ca8d4a2eb8,30.01998652654272,33,33,0,True,33,0,0,1.0,1.0,1.0,0,True,ok,left,0.0
anchored49,bs200794,C0P0,source_f001f13f69e7,29.954269227301413,29,29,0,True,20,9,9,0.6896551724137931,0.6896551724137931,0.6896551724137931,9,False,ok,framewise_max,0.0
anchored49,bs200794,C0P1,source_f001f13f69e7,29.954269227301413,29,29,0,True,20,9,9,0.6896551724137931,0.6896551724137931,0.6896551724137931,9,False,ok,framewise_max,0.0
anchored49,bs200794,C1P0,source_f001f13f69e7,29.954269227301413,29,29,0,True,20,9,9,0.6896551724137931,0.6896551724137931,0.6896551724137931,9,False,ok,left,0.0
anchored49,bs200794,C1P1,source_f001f13f69e7,29.954269227301413,29,29,0,True,20,9,9,0.6896551724137931,0.6896551724137931,0.6896551724137931,9,False,ok,left,0.0
anchored49,bs210974,C0P0,source_b6bea4b051df,30.03132992327366,28,23,-5,False,12,11,16,0.5217391304347826,0.42857142857142855,0.47058823529411764,16,False,ok,framewise_max,0.0
anchored49,bs210974,C0P1,source_b6bea4b051df,30.03132992327366,28,23,-5,False,13,10,15,0.5652173913043478,0.4642857142857143,0.5098039215686274,15,False,ok,framewise_max,0.0
anchored49,bs210974,C1P0,source_b6bea4b051df,30.03132992327366,28,22,-6,False,12,10,16,0.5454545454545454,0.42857142857142855,0.4799999999999999,16,False,ok,max,0.0
anchored49,bs210974,C1P1,source_b6bea4b051df,30.03132992327366,28,22,-6,False,13,9,15,0.5909090909090909,0.4642857142857143,0.52,15,False,ok,max,0.0
anchored49,bs211046,C0P0,source_071865630c43,29.95716023635732,19,19,0,True,13,6,6,0.6842105263157895,0.6842105263157895,0.6842105263157895,6,False,ok,framewise_max,0.0
anchored49,bs211046,C0P1,source_071865630c43,29.95716023635732,19,19,0,True,13,6,6,0.6842105263157895,0.6842105263157895,0.6842105263157895,6,False,ok,framewise_max,0.0
anchored49,bs211046,C1P0,source_071865630c43,29.95716023635732,19,19,0,True,13,6,6,0.6842105263157895,0.6842105263157895,0.6842105263157895,6,False,ok,max,0.0
anchored49,bs211046,C1P1,source_071865630c43,29.95716023635732,19,19,0,True,13,6,6,0.6842105263157895,0.6842105263157895,0.6842105263157895,6,False,ok,max,0.0
anchored49,bs211063,C0P0,source_369fe50f6fcd,29.963483920367533,32,31,-1,False,29,2,3,0.9354838709677419,0.90625,0.9206349206349206,3,False,ok,framewise_max,0.0
anchored49,bs211063,C0P1,source_369fe50f6fcd,29.963483920367533,32,31,-1,False,29,2,3,0.9354838709677419,0.90625,0.9206349206349206,3,False,ok,framewise_max,0.0
anchored49,bs211063,C1P0,source_369fe50f6fcd,29.963483920367533,32,31,-1,False,30,1,2,0.967741935483871,0.9375,0.9523809523809523,2,False,ok,left,0.0
anchored49,bs211063,C1P1,source_369fe50f6fcd,29.963483920367533,32,32,0,True,30,2,2,0.9375,0.9375,0.9375,2,False,ok,left,0.0
anchored49,bs450,C0P0,source_9af29f2b8a5e,29.95164951989026,33,31,-2,False,28,3,5,0.9032258064516129,0.8484848484848485,0.875,5,False,ok,framewise_max,0.0
anchored49,bs450,C0P1,source_9af29f2b8a5e,29.95164951989026,33,32,-1,False,28,4,5,0.875,0.8484848484848485,0.8615384615384615,5,False,ok,framewise_max,0.0
anchored49,bs450,C1P0,source_9af29f2b8a5e,29.95164951989026,33,29,-4,False,26,3,7,0.896551724137931,0.7878787878787878,0.8387096774193549,7,False,ok,min,0.0
anchored49,bs450,C1P1,source_9af29f2b8a5e,29.95164951989026,33,31,-2,False,27,4,6,0.8709677419354839,0.8181818181818182,0.84375,6,False,ok,min,0.0
anchored49,bs455,C0P0,source_a0585038939d,30.0126397515528,21,22,1,False,17,5,4,0.7727272727272727,0.8095238095238095,0.7906976744186046,4,False,ok,framewise_max,0.0
anchored49,bs455,C0P1,source_a0585038939d,30.0126397515528,21,22,1,False,17,5,4,0.7727272727272727,0.8095238095238095,0.7906976744186046,4,False,ok,framewise_max,0.0
anchored49,bs455,C1P0,source_a0585038939d,30.0126397515528,21,22,1,False,17,5,4,0.7727272727272727,0.8095238095238095,0.7906976744186046,4,False,ok,max,0.0
anchored49,bs455,C1P1,source_a0585038939d,30.0126397515528,21,22,1,False,17,5,4,0.7727272727272727,0.8095238095238095,0.7906976744186046,4,False,ok,max,0.0
anchored49,bs4717,C0P0,source_d3d96037a794,29.98958863443596,30,30,0,True,25,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,5,False,ok,framewise_max,0.0
anchored49,bs4717,C0P1,source_d3d96037a794,29.98958863443596,30,31,1,False,26,5,4,0.8387096774193549,0.8666666666666667,0.8524590163934426,4,False,ok,framewise_max,0.0
anchored49,bs4717,C1P0,source_d3d96037a794,29.98958863443596,30,30,0,True,25,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,5,False,ok,max,0.0
anchored49,bs4717,C1P1,source_d3d96037a794,29.98958863443596,30,31,1,False,26,5,4,0.8387096774193549,0.8666666666666667,0.8524590163934426,4,False,ok,max,0.0
anchored49,bs6516,C0P0,source_296791de0183,30.042380952380952,18,18,0,True,15,3,3,0.8333333333333334,0.8333333333333334,0.8333333333333334,3,False,ok,framewise_max,0.0
anchored49,bs6516,C0P1,source_296791de0183,30.042380952380952,18,18,0,True,15,3,3,0.8333333333333334,0.8333333333333334,0.8333333333333334,3,False,ok,framewise_max,0.0
anchored49,bs6516,C1P0,source_296791de0183,30.042380952380952,18,18,0,True,15,3,3,0.8333333333333334,0.8333333333333334,0.8333333333333334,3,False,ok,left,0.0
anchored49,bs6516,C1P1,source_296791de0183,30.042380952380952,18,18,0,True,15,3,3,0.8333333333333334,0.8333333333333334,0.8333333333333334,3,False,ok,left,0.0
anchored49,ns170082,C0P0,source_e73cb49888fb,30.024077509791795,29,30,1,False,26,4,3,0.8666666666666667,0.896551724137931,0.8813559322033899,3,False,ok,framewise_max,0.0
anchored49,ns170082,C0P1,source_e73cb49888fb,30.024077509791795,29,30,1,False,26,4,3,0.8666666666666667,0.896551724137931,0.8813559322033899,3,False,ok,framewise_max,0.0
anchored49,ns170082,C1P0,source_e73cb49888fb,30.024077509791795,29,29,0,True,27,2,2,0.9310344827586207,0.9310344827586207,0.9310344827586207,2,False,ok,left,0.0
anchored49,ns170082,C1P1,source_e73cb49888fb,30.024077509791795,29,29,0,True,27,2,2,0.9310344827586207,0.9310344827586207,0.9310344827586207,2,False,ok,left,0.0
anchored49,ns179166,C0P0,source_e428781098ed,30.04530332681017,34,35,1,False,33,2,1,0.9428571428571428,0.9705882352941176,0.9565217391304348,1,False,ok,framewise_max,0.0
anchored49,ns179166,C0P1,source_e428781098ed,30.04530332681017,34,35,1,False,33,2,1,0.9428571428571428,0.9705882352941176,0.9565217391304348,1,False,ok,framewise_max,0.0
anchored49,ns179166,C1P0,source_e428781098ed,30.04530332681017,34,34,0,True,32,2,2,0.9411764705882353,0.9411764705882353,0.9411764705882353,2,False,ok,left,0.0
anchored49,ns179166,C1P1,source_e428781098ed,30.04530332681017,34,35,1,False,33,2,1,0.9428571428571428,0.9705882352941176,0.9565217391304348,1,False,ok,left,0.0
anchored49,ns196527,C0P0,source_1fab013ad774,30.04931547619048,33,33,0,True,23,10,10,0.696969696969697,0.696969696969697,0.696969696969697,10,False,ok,framewise_max,0.0
anchored49,ns196527,C0P1,source_1fab013ad774,30.04931547619048,33,36,3,False,25,11,8,0.6944444444444444,0.7575757575757576,0.7246376811594203,8,False,ok,framewise_max,0.0
anchored49,ns196527,C1P0,source_1fab013ad774,30.04931547619048,33,33,0,True,24,9,9,0.7272727272727273,0.7272727272727273,0.7272727272727273,9,False,ok,left,0.0
anchored49,ns196527,C1P1,source_1fab013ad774,30.04931547619048,33,37,4,False,27,10,6,0.7297297297297297,0.8181818181818182,0.7714285714285715,6,False,ok,left,0.0
anchored49,ns200886,C0P0,source_583255a290e0,30.037044829482944,28,30,2,False,23,7,5,0.7666666666666667,0.8214285714285714,0.793103448275862,5,False,ok,framewise_max,0.0
anchored49,ns200886,C0P1,source_583255a290e0,30.037044829482944,28,31,3,False,23,8,5,0.7419354838709677,0.8214285714285714,0.7796610169491526,5,False,ok,framewise_max,0.0
anchored49,ns200886,C1P0,source_583255a290e0,30.037044829482944,28,29,1,False,24,5,4,0.8275862068965517,0.8571428571428571,0.8421052631578947,4,False,ok,left,0.0
anchored49,ns200886,C1P1,source_583255a290e0,30.037044829482944,28,30,2,False,24,6,4,0.8,0.8571428571428571,0.8275862068965518,4,False,ok,left,0.0
anchored49,ns210947,C0P0,source_1eb464d27d0e,29.98227848101266,24,27,3,False,18,9,6,0.6666666666666666,0.75,0.7058823529411765,6,False,ok,framewise_max,0.0
anchored49,ns210947,C0P1,source_1eb464d27d0e,29.98227848101266,24,28,4,False,19,9,5,0.6785714285714286,0.7916666666666666,0.7307692307692307,5,False,ok,framewise_max,0.0
anchored49,ns210947,C1P0,source_1eb464d27d0e,29.98227848101266,24,25,1,False,16,9,8,0.64,0.6666666666666666,0.6530612244897959,8,False,ok,left,0.0
anchored49,ns210947,C1P1,source_1eb464d27d0e,29.98227848101266,24,26,2,False,16,10,8,0.6153846153846154,0.6666666666666666,0.64,8,False,ok,left,0.0
anchored49,ns211003,C0P0,source_8ef9480a87f9,30.04037760847963,21,22,1,False,19,3,2,0.8636363636363636,0.9047619047619048,0.8837209302325582,2,False,ok,framewise_max,0.0
anchored49,ns211003,C0P1,source_8ef9480a87f9,30.04037760847963,21,22,1,False,19,3,2,0.8636363636363636,0.9047619047619048,0.8837209302325582,2,False,ok,framewise_max,0.0
anchored49,ns211003,C1P0,source_8ef9480a87f9,30.04037760847963,21,20,-1,False,17,3,4,0.85,0.8095238095238095,0.8292682926829269,4,False,ok,right,0.0
anchored49,ns211003,C1P1,source_8ef9480a87f9,30.04037760847963,21,20,-1,False,17,3,4,0.85,0.8095238095238095,0.8292682926829269,4,False,ok,right,0.0
anchored49,ns211095,C0P0,source_f16155d85298,30.01799876084263,23,22,-1,False,12,10,11,0.5454545454545454,0.5217391304347826,0.5333333333333332,11,False,ok,framewise_max,0.0
anchored49,ns211095,C0P1,source_f16155d85298,30.01799876084263,23,24,1,False,13,11,10,0.5416666666666666,0.5652173913043478,0.5531914893617021,10,False,ok,framewise_max,0.0
anchored49,ns211095,C1P0,source_f16155d85298,30.01799876084263,23,27,4,False,17,10,6,0.6296296296296297,0.7391304347826086,0.68,6,False,ok,right,0.0
anchored49,ns211095,C1P1,source_f16155d85298,30.01799876084263,23,26,3,False,16,10,7,0.6153846153846154,0.6956521739130435,0.6530612244897959,7,False,ok,right,0.0
anchored49,ns211146,C0P0,source_54b3a192ee38,29.97117408906883,28,28,0,True,18,10,10,0.6428571428571429,0.6428571428571429,0.6428571428571429,10,False,ok,framewise_max,0.0
anchored49,ns211146,C0P1,source_54b3a192ee38,29.97117408906883,28,27,-1,False,18,9,10,0.6666666666666666,0.6428571428571429,0.6545454545454545,10,False,ok,framewise_max,0.0
anchored49,ns211146,C1P0,source_54b3a192ee38,29.97117408906883,28,28,0,True,19,9,9,0.6785714285714286,0.6785714285714286,0.6785714285714286,9,False,ok,right,0.0
anchored49,ns211146,C1P1,source_54b3a192ee38,29.97117408906883,28,31,3,False,21,10,7,0.6774193548387096,0.75,0.7118644067796611,7,False,ok,right,0.0
anchored49,zs170236,C0P0,source_bb8d2c12d1ec,29.98239848484848,30,33,3,False,26,7,4,0.7878787878787878,0.8666666666666667,0.8253968253968254,4,False,ok,framewise_max,0.0
