cohort,video_id,arm,cluster_id,duration_seconds,truth_count,predicted_count,count_error,exact_count,tp,fp,fn,precision,recall,event_f1,unmatched_each_way,event_clean,output_status,selected_mode,identity_gap
anchored49,zs170236,C0P1,source_bb8d2c12d1ec,29.98239848484848,30,33,3,False,26,7,4,0.7878787878787878,0.8666666666666667,0.8253968253968254,4,False,ok,framewise_max,0.0
anchored49,zs170236,C1P0,source_bb8d2c12d1ec,29.98239848484848,30,33,3,False,25,8,5,0.7575757575757576,0.8333333333333334,0.7936507936507938,5,False,ok,left,0.0
anchored49,zs170236,C1P1,source_bb8d2c12d1ec,29.98239848484848,30,33,3,False,25,8,5,0.7575757575757576,0.8333333333333334,0.7936507936507938,5,False,ok,left,0.0
anchored49,zs170416,C0P0,source_790c099e19c0,30.046774193548387,22,21,-1,False,18,3,4,0.8571428571428571,0.8181818181818182,0.8372093023255814,4,False,ok,framewise_max,0.0
anchored49,zs170416,C0P1,source_790c099e19c0,30.046774193548387,22,21,-1,False,18,3,4,0.8571428571428571,0.8181818181818182,0.8372093023255814,4,False,ok,framewise_max,0.0
anchored49,zs170416,C1P0,source_790c099e19c0,30.046774193548387,22,21,-1,False,17,4,5,0.8095238095238095,0.7727272727272727,0.7906976744186046,5,False,ok,right,0.0
anchored49,zs170416,C1P1,source_790c099e19c0,30.046774193548387,22,21,-1,False,17,4,5,0.8095238095238095,0.7727272727272727,0.7906976744186046,5,False,ok,right,0.0
anchored49,zs170554,C0P0,source_2d5d4512bc77,29.967104111986004,23,22,-1,False,15,7,8,0.6818181818181818,0.6521739130434783,0.6666666666666666,8,False,ok,framewise_max,0.0
anchored49,zs170554,C0P1,source_2d5d4512bc77,29.967104111986004,23,23,0,True,15,8,8,0.6521739130434783,0.6521739130434783,0.6521739130434783,8,False,ok,framewise_max,0.0
anchored49,zs170554,C1P0,source_2d5d4512bc77,29.967104111986004,23,23,0,True,20,3,3,0.8695652173913043,0.8695652173913043,0.8695652173913043,3,False,ok,left,0.0
anchored49,zs170554,C1P1,source_2d5d4512bc77,29.967104111986004,23,23,0,True,20,3,3,0.8695652173913043,0.8695652173913043,0.8695652173913043,3,False,ok,left,0.0
anchored49,zs190621,C0P0,source_6cb95623457f,29.97782881641402,21,18,-3,False,12,6,9,0.6666666666666666,0.5714285714285714,0.6153846153846153,9,False,ok,framewise_max,0.0
anchored49,zs190621,C0P1,source_6cb95623457f,29.97782881641402,21,21,0,True,15,6,6,0.7142857142857143,0.7142857142857143,0.7142857142857143,6,False,ok,framewise_max,0.0
anchored49,zs190621,C1P0,source_6cb95623457f,29.97782881641402,21,16,-5,False,11,5,10,0.6875,0.5238095238095238,0.5945945945945946,10,False,ok,left,0.0
anchored49,zs190621,C1P1,source_6cb95623457f,29.97782881641402,21,20,-1,False,14,6,7,0.7,0.6666666666666666,0.6829268292682926,7,False,ok,left,0.0
anchored49,zs197000,C0P0,source_f95c91e08ded,30.054714251554284,26,24,-2,False,22,2,4,0.9166666666666666,0.8461538461538461,0.8799999999999999,4,False,ok,framewise_max,0.0
anchored49,zs197000,C0P1,source_f95c91e08ded,30.054714251554284,26,24,-2,False,22,2,4,0.9166666666666666,0.8461538461538461,0.8799999999999999,4,False,ok,framewise_max,0.0
anchored49,zs197000,C1P0,source_f95c91e08ded,30.054714251554284,26,20,-6,False,17,3,9,0.85,0.6538461538461539,0.7391304347826088,9,False,ok,left,0.0
anchored49,zs197000,C1P1,source_f95c91e08ded,30.054714251554284,26,20,-6,False,17,3,9,0.85,0.6538461538461539,0.7391304347826088,9,False,ok,left,0.0
anchored49,zs200751,C0P0,source_db1f804c0909,30.00239961296565,29,29,0,True,27,2,2,0.9310344827586207,0.9310344827586207,0.9310344827586207,2,False,ok,framewise_max,0.0
anchored49,zs200751,C0P1,source_db1f804c0909,30.00239961296565,29,29,0,True,27,2,2,0.9310344827586207,0.9310344827586207,0.9310344827586207,2,False,ok,framewise_max,0.0
anchored49,zs200751,C1P0,source_db1f804c0909,30.00239961296565,29,29,0,True,27,2,2,0.9310344827586207,0.9310344827586207,0.9310344827586207,2,False,ok,left,0.0
anchored49,zs200751,C1P1,source_db1f804c0909,30.00239961296565,29,29,0,True,27,2,2,0.9310344827586207,0.9310344827586207,0.9310344827586207,2,False,ok,left,0.0
anchored49,zs200783,C0P0,source_2c8f1bde94ca,29.99549270879364,21,21,0,True,16,5,5,0.7619047619047619,0.7619047619047619,0.7619047619047619,5,False,ok,framewise_max,0.0
anchored49,zs200783,C0P1,source_2c8f1bde94ca,29.99549270879364,21,21,0,True,16,5,5,0.7619047619047619,0.7619047619047619,0.7619047619047619,5,False,ok,framewise_max,0.0
anchored49,zs200783,C1P0,source_2c8f1bde94ca,29.99549270879364,21,21,0,True,15,6,6,0.7142857142857143,0.7142857142857143,0.7142857142857143,6,False,ok,right,0.0
anchored49,zs200783,C1P1,source_2c8f1bde94ca,29.99549270879364,21,22,1,False,15,7,6,0.6818181818181818,0.7142857142857143,0.6976744186046512,6,False,ok,right,0.0
anchored49,zs211062,C0P0,source_e6cbe5a5e18a,30.04319803446419,16,21,5,False,13,8,3,0.6190476190476191,0.8125,0.7027027027027026,3,False,ok,framewise_max,0.0
anchored49,zs211062,C0P1,source_e6cbe5a5e18a,30.04319803446419,16,22,6,False,14,8,2,0.6363636363636364,0.875,0.7368421052631579,2,False,ok,framewise_max,0.0
anchored49,zs211062,C1P0,source_e6cbe5a5e18a,30.04319803446419,16,20,4,False,13,7,3,0.65,0.8125,0.7222222222222223,3,False,ok,left,0.0
anchored49,zs211062,C1P1,source_e6cbe5a5e18a,30.04319803446419,16,20,4,False,13,7,3,0.65,0.8125,0.7222222222222223,3,False,ok,left,0.0
