grid_index,time_seconds,is_human_reference
13,1.4942528735632186,False
26,2.988505747126437,False
43,4.942528735632185,False
53,6.0919540229885065,False
60,6.8965517241379315,False
70,8.045977011494253,False
77,8.85057471264368,False
85,9.770114942528737,False
95,10.919540229885058,False
103,11.839080459770116,False
113,12.988505747126437,False
129,14.827586206896553,False
141,16.20689655172414,False
155,17.81609195402299,False
173,19.885057471264368,False
187,21.49425287356322,False
205,23.5632183908046,False
221,25.402298850574716,False
238,27.35632183908046,False
253,29.080459770114945,False
